NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.1, 47.5545 msec to evaluate
step 38700, training accuracy 1, 3.78609 msec to evaluate
step 38800, training accuracy 0.92, 4.01521 msec to evaluate
step 38900, training accuracy 0.98, 4.37284 msec to evaluate
test accuracy 0.9646
step 39000, training accuracy 0.98, 4.56357 msec to evaluate
step 39100, training accuracy 1, 4.40097 msec to evaluate
step 39200, training accuracy 1, 3.68428 msec to evaluate
step 39300, training accuracy 1, 4.14228 msec to evaluate
step 39400, training accuracy 1, 4.27651 msec to evaluate
step 39500, training accuracy 0.96, 3.98755 msec to evaluate
step 39600, training accuracy 0.96, 3.45564 msec to evaluate
step 39700, training accuracy 0.94, 4.14777 msec to evaluate
step 39800, training accuracy 0.94, 3.68762 msec to evaluate
step 39900, training accuracy 0.98, 3.97182 msec to evaluate
test accuracy 0.9586
step 40000, training accuracy 0.96, 3.63469 msec to evaluate
step 40100, training accuracy 0.94, 3.92294 msec to evaluate
step 40200, training accuracy 0.98, 4.09126 msec to evaluate
step 40300, training accuracy 0.98, 4.1461 msec to evaluate
step 40400, training accuracy 0.96, 4.30632 msec to evaluate
step 40500, training accuracy 0.98, 4.28963 msec to evaluate
step 40600, training accuracy 0.96, 4.67253 msec to evaluate
step 40700, training accuracy 0.96, 5.57375 msec to evaluate
step 40800, training accuracy 0.96, 3.65186 msec to evaluate
step 40900, training accuracy 0.94, 4.19569 msec to evaluate
test accuracy 0.9638
step 41000, training accuracy 1, 4.25506 msec to evaluate
step 41100, training accuracy 1, 4.4589 msec to evaluate
step 41200, training accuracy 0.98, 3.63541 msec to evaluate
step 41300, training accuracy 0.94, 4.05407 msec to evaluate
step 41400, training accuracy 0.98, 3.96609 msec to evaluate
step 41500, training accuracy 0.92, 4.05931 msec to evaluate
step 41600, training accuracy 0.98, 3.8445 msec to evaluate
step 41700, training accuracy 0.96, 4.30083 msec to evaluate
step 41800, training accuracy 0.92, 2.97499 msec to evaluate
step 41900, training accuracy 0.96, 4.1678 msec to evaluate
test accuracy 0.9607
step 42000, training accuracy 0.96, 4.44341 msec to evaluate
step 42100, training accuracy 0.96, 3.6149 msec to evaluate
step 42200, training accuracy 0.96, 3.76916 msec to evaluate
step 42300, training accuracy 0.96, 4.09317 msec to evaluate
step 42400, training accuracy 0.94, 4.18854 msec to evaluate
step 42500, training accuracy 0.9, 4.21619 msec to evaluate
step 42600, training accuracy 1, 4.04334 msec to evaluate
step 42700, training accuracy 0.96, 4.17471 msec to evaluate
step 42800, training accuracy 1, 5.05209 msec to evaluate
step 42900, training accuracy 0.94, 3.58939 msec to evaluate
test accuracy 0.9647
step 43000, training accuracy 0.94, 3.82161 msec to evaluate
step 43100, training accuracy 0.96, 3.98254 msec to evaluate
step 43200, training accuracy 0.98, 4.15087 msec to evaluate
step 43300, training accuracy 0.98, 3.64041 msec to evaluate
step 43400, training accuracy 0.98, 3.54075 msec to evaluate
step 43500, training accuracy 0.92, 4.36592 msec to evaluate
step 43600, training accuracy 1, 6.25873 msec to evaluate
step 43700, training accuracy 0.98, 3.70145 msec to evaluate
step 43800, training accuracy 1, 4.04286 msec to evaluate
step 43900, training accuracy 1, 3.67856 msec to evaluate
test accuracy 0.9618
step 44000, training accuracy 1, 3.13735 msec to evaluate
step 44100, training accuracy 1, 3.83615 msec to evaluate
step 44200, training accuracy 0.96, 4.09102 msec to evaluate
step 44300, training accuracy 0.96, 4.10628 msec to evaluate
step 44400, training accuracy 0.96, 3.98874 msec to evaluate
step 44500, training accuracy 0.9, 4.74954 msec to evaluate
step 44600, training accuracy 1, 4.11987 msec to evaluate
step 44700, training accuracy 1, 4.32968 msec to evaluate
step 44800, training accuracy 0.94, 8.55565 msec to evaluate
step 44900, training accuracy 0.98, 3.79419 msec to evaluate
test accuracy 0.9624
step 45000, training accuracy 0.94, 3.72815 msec to evaluate
step 45100, training accuracy 1, 3.89743 msec to evaluate
step 45200, training accuracy 0.96, 4.01855 msec to evaluate
step 45300, training accuracy 1, 3.81136 msec to evaluate
step 45400, training accuracy 0.98, 3.57533 msec to evaluate
step 45500, training accuracy 0.94, 4.03309 msec to evaluate
step 45600, training accuracy 1, 3.91912 msec to evaluate
step 45700, training accuracy 0.98, 4.21715 msec to evaluate
step 45800, training accuracy 1, 4.03452 msec to evaluate
step 45900, training accuracy 1, 3.9072 msec to evaluate
test accuracy 0.9632
step 46000, training accuracy 0.98, 3.07894 msec to evaluate
step 46100, training accuracy 1, 3.84903 msec to evaluate
step 46200, training accuracy 0.98, 4.01497 msec to evaluate
step 46300, training accuracy 0.98, 6.6998 msec to evaluate
step 46400, training accuracy 0.98, 3.62039 msec to evaluate
step 46500, training accuracy 1, 3.3536 msec to evaluate
step 46600, training accuracy 0.98, 4.6227 msec to evaluate
step 46700, training accuracy 0.96, 3.85499 msec to evaluate
step 46800, training accuracy 0.96, 4.33874 msec to evaluate
step 46900, training accuracy 0.98, 5.90992 msec to evaluate
test accuracy 0.9626
step 47000, training accuracy 0.98, 3.72076 msec to evaluate
step 47100, training accuracy 0.96, 3.65257 msec to evaluate
step 47200, training accuracy 1, 3.63803 msec to evaluate
step 47300, training accuracy 0.94, 3.40104 msec to evaluate
step 47400, training accuracy 1, 4.12822 msec to evaluate
step 47500, training accuracy 0.98, 3.96848 msec to evaluate
step 47600, training accuracy 0.98, 4.48966 msec to evaluate
step 47700, training accuracy 0.96, 3.67141 msec to evaluate
step 47800, training accuracy 0.98, 4.30775 msec to evaluate
step 47900, training accuracy 0.98, 3.53289 msec to evaluate
test accuracy 0.9616
step 48000, training accuracy 0.96, 3.27086 msec to evaluate
step 48100, training accuracy 0.96, 4.4415 msec to evaluate
step 48200, training accuracy 0.98, 3.90911 msec to evaluate
step 48300, training accuracy 0.94, 4.04358 msec to evaluate
step 48400, training accuracy 0.96, 5.1074 msec to evaluate
step 48500, training accuracy 0.96, 4.34542 msec to evaluate
step 48600, training accuracy 0.98, 3.9351 msec to evaluate
step 48700, training accuracy 1, 3.68166 msec to evaluate
step 48800, training accuracy 0.98, 3.97229 msec to evaluate
step 48900, training accuracy 0.98, 3.70622 msec to evaluate
test accuracy 0.9703
step 49000, training accuracy 1, 3.46828 msec to evaluate
step 49100, training accuracy 1, 3.87931 msec to evaluate
step 49200, training accuracy 0.96, 4.7195 msec to evaluate
step 49300, training accuracy 0.96, 4.05598 msec to evaluate
step 49400, training accuracy 0.94, 3.91269 msec to evaluate
step 49500, training accuracy 0.94, 4.01235 msec to evaluate
step 49600, training accuracy 1, 4.31871 msec to evaluate
step 49700, training accuracy 1, 4.21953 msec to evaluate
step 49800, training accuracy 0.98, 4.10485 msec to evaluate
step 49900, training accuracy 1, 3.89242 msec to evaluate
test accuracy 0.9665
step 50000, training accuracy 1, 3.37052 msec to evaluate
step 50100, training accuracy 1, 4.27914 msec to evaluate
step 50200, training accuracy 0.98, 6.23345 msec to evaluate
step 50300, training accuracy 0.98, 3.79968 msec to evaluate
step 50400, training accuracy 0.94, 3.99613 msec to evaluate
step 50500, training accuracy 1, 4.21691 msec to evaluate
step 50600, training accuracy 0.96, 4.13299 msec to evaluate
step 50700, training accuracy 1, 3.83472 msec to evaluate
step 50800, training accuracy 0.94, 3.46899 msec to evaluate
step 50900, training accuracy 1, 3.8445 msec to evaluate
test accuracy 0.9679
step 51000, training accuracy 1, 3.80588 msec to evaluate
step 51100, training accuracy 0.96, 3.67904 msec to evaluate
step 51200, training accuracy 0.96, 4.05288 msec to evaluate
step 51300, training accuracy 1, 3.95465 msec to evaluate
step 51400, training accuracy 0.98, 4.20904 msec to evaluate
step 51500, training accuracy 0.94, 4.16899 msec to evaluate
step 51600, training accuracy 1, 3.73054 msec to evaluate
step 51700, training accuracy 1, 3.48544 msec to evaluate
step 51800, training accuracy 0.92, 4.3664 msec to evaluate
step 51900, training accuracy 0.98, 4.44651 msec to evaluate
test accuracy 0.9654
step 52000, training accuracy 0.96, 4.50325 msec to evaluate
step 52100, training accuracy 0.98, 3.99566 msec to evaluate
step 52200, training accuracy 0.98, 4.22311 msec to evaluate
step 52300, training accuracy 0.98, 4.04525 msec to evaluate
step 52400, training accuracy 0.96, 3.76701 msec to evaluate
step 52500, training accuracy 1, 4.26674 msec to evaluate
step 52600, training accuracy 0.98, 4.27103 msec to evaluate
step 52700, training accuracy 0.96, 4.1461 msec to evaluate
step 52800, training accuracy 0.98, 3.80683 msec to evaluate
step 52900, training accuracy 0.96, 3.94607 msec to evaluate
test accuracy 0.9696
step 53000, training accuracy 0.98, 4.86875 msec to evaluate
step 53100, training accuracy 0.98, 4.47512 msec to evaluate
step 53200, training accuracy 1, 4.28391 msec to evaluate
step 53300, training accuracy 0.98, 3.61419 msec to evaluate
step 53400, training accuracy 0.98, 3.67475 msec to evaluate
step 53500, training accuracy 0.96, 4.26483 msec to evaluate
step 53600, training accuracy 0.96, 4.01616 msec to evaluate
step 53700, training accuracy 1, 4.35615 msec to evaluate
step 53800, training accuracy 0.96, 3.85118 msec to evaluate
step 53900, training accuracy 0.96, 4.143 msec to evaluate
test accuracy 0.9694
step 54000, training accuracy 0.96, 4.34923 msec to evaluate
step 54100, training accuracy 1, 5.41329 msec to evaluate
step 54200, training accuracy 0.98, 3.61204 msec to evaluate
step 54300, training accuracy 0.94, 3.98803 msec to evaluate
step 54400, training accuracy 0.96, 4.17972 msec to evaluate
step 54500, training accuracy 0.96, 4.02069 msec to evaluate
step 54600, training accuracy 0.96, 5.22351 msec to evaluate
step 54700, training accuracy 1, 4.57597 msec to evaluate
step 54800, training accuracy 0.98, 3.73363 msec to evaluate
step 54900, training accuracy 1, 3.64399 msec to evaluate
test accuracy 0.9684
step 55000, training accuracy 0.96, 3.50952 msec to evaluate
step 55100, training accuracy 0.94, 3.66569 msec to evaluate
step 55200, training accuracy 1, 4.29726 msec to evaluate
step 55300, training accuracy 0.98, 3.9773 msec to evaluate
step 55400, training accuracy 0.98, 3.6478 msec to evaluate
step 55500, training accuracy 0.98, 5.1291 msec to evaluate
step 55600, training accuracy 0.94, 3.87144 msec to evaluate
step 55700, training accuracy 1, 4.37498 msec to evaluate
step 55800, training accuracy 0.96, 4.93789 msec to evaluate
step 55900, training accuracy 0.98, 4.31347 msec to evaluate
test accuracy 0.9644
step 56000, training accuracy 0.94, 3.68357 msec to evaluate
step 56100, training accuracy 1, 3.49689 msec to evaluate
step 56200, training accuracy 0.92, 4.10509 msec to evaluate
step 56300, training accuracy 0.98, 3.87716 msec to evaluate
step 56400, training accuracy 0.98, 3.85356 msec to evaluate
step 56500, training accuracy 1, 4.30417 msec to evaluate
step 56600, training accuracy 0.98, 3.93867 msec to evaluate
step 56700, training accuracy 1, 3.79395 msec to evaluate
step 56800, training accuracy 0.98, 3.98302 msec to evaluate
step 56900, training accuracy 1, 4.02451 msec to evaluate
test accuracy 0.9708
step 57000, training accuracy 1, 3.90697 msec to evaluate
step 57100, training accuracy 0.98, 4.21453 msec to evaluate
step 57200, training accuracy 0.98, 3.96371 msec to evaluate
step 57300, training accuracy 1, 4.52137 msec to evaluate
step 57400, training accuracy 0.98, 3.59559 msec to evaluate
step 57500, training accuracy 0.98, 4.05979 msec to evaluate
step 57600, training accuracy 0.96, 4.01425 msec to evaluate
step 57700, training accuracy 1, 3.73125 msec to evaluate
step 57800, training accuracy 0.92, 4.83894 msec to evaluate
step 57900, training accuracy 0.98, 4.54259 msec to evaluate
test accuracy 0.9677
step 58000, training accuracy 0.98, 3.05176 msec to evaluate
step 58100, training accuracy 0.98, 4.65894 msec to evaluate
step 58200, training accuracy 0.98, 4.38476 msec to evaluate
step 58300, training accuracy 0.9, 3.73125 msec to evaluate
step 58400, training accuracy 0.98, 3.86453 msec to evaluate
step 58500, training accuracy 1, 6.7203 msec to evaluate
step 58600, training accuracy 0.96, 4.7071 msec to evaluate
step 58700, training accuracy 1, 4.24075 msec to evaluate
step 58800, training accuracy 1, 4.30155 msec to evaluate
step 58900, training accuracy 0.96, 3.55625 msec to evaluate
test accuracy 0.9678
step 59000, training accuracy 0.96, 4.92024 msec to evaluate
step 59100, training accuracy 1, 3.99733 msec to evaluate
step 59200, training accuracy 0.98, 4.07934 msec to evaluate
step 59300, training accuracy 1, 3.52192 msec to evaluate
step 59400, training accuracy 1, 3.6478 msec to evaluate
step 59500, training accuracy 0.98, 4.08936 msec to evaluate
step 59600, training accuracy 1, 3.55935 msec to evaluate
step 59700, training accuracy 0.98, 3.67904 msec to evaluate
step 59800, training accuracy 0.96, 3.9742 msec to evaluate
step 59900, training accuracy 0.98, 4.37737 msec to evaluate
test accuracy 0.9697
step 60000, training accuracy 0.98, 4.03786 msec to evaluate
step 60100, training accuracy 0.98, 4.12297 msec to evaluate
step 60200, training accuracy 0.96, 4.2491 msec to evaluate
step 60300, training accuracy 0.96, 4.37665 msec to evaluate
step 60400, training accuracy 0.96, 4.83513 msec to evaluate
step 60500, training accuracy 1, 3.78656 msec to evaluate
step 60600, training accuracy 0.96, 4.63009 msec to evaluate
step 60700, training accuracy 0.98, 5.28312 msec to evaluate
step 60800, training accuracy 1, 3.82113 msec to evaluate
step 60900, training accuracy 0.96, 4.83418 msec to evaluate
test accuracy 0.9668
step 61000, training accuracy 0.96, 3.74198 msec to evaluate
step 61100, training accuracy 1, 4.15134 msec to evaluate
step 61200, training accuracy 0.96, 4.55785 msec to evaluate
step 61300, training accuracy 1, 4.41432 msec to evaluate
step 61400, training accuracy 1, 3.77393 msec to evaluate
step 61500, training accuracy 0.98, 4.15206 msec to evaluate
step 61600, training accuracy 0.98, 3.5243 msec to evaluate
step 61700, training accuracy 0.9, 3.73387 msec to evaluate
step 61800, training accuracy 0.92, 4.06027 msec to evaluate
step 61900, training accuracy 1, 4.20094 msec to evaluate
test accuracy 0.9673
step 62000, training accuracy 0.98, 5.07355 msec to evaluate
step 62100, training accuracy 1, 4.24719 msec to evaluate
step 62200, training accuracy 0.98, 4.96244 msec to evaluate
step 62300, training accuracy 0.98, 4.21071 msec to evaluate
step 62400, training accuracy 0.98, 4.3447 msec to evaluate
step 62500, training accuracy 1, 3.96466 msec to evaluate
step 62600, training accuracy 0.96, 3.7868 msec to evaluate
step 62700, training accuracy 0.96, 3.48592 msec to evaluate
step 62800, training accuracy 1, 3.66163 msec to evaluate
step 62900, training accuracy 0.98, 4.2994 msec to evaluate
test accuracy 0.9688
step 63000, training accuracy 0.94, 3.59225 msec to evaluate
step 63100, training accuracy 1, 3.86477 msec to evaluate
step 63200, training accuracy 0.96, 3.61443 msec to evaluate
step 63300, training accuracy 0.96, 4.32158 msec to evaluate
step 63400, training accuracy 0.92, 4.48966 msec to evaluate
step 63500, training accuracy 0.98, 4.17352 msec to evaluate
step 63600, training accuracy 0.96, 3.8898 msec to evaluate
step 63700, training accuracy 0.98, 4.04572 msec to evaluate
step 63800, training accuracy 0.98, 4.02761 msec to evaluate
step 63900, training accuracy 0.98, 4.56929 msec to evaluate
test accuracy 0.969
step 64000, training accuracy 0.98, 3.41868 msec to evaluate
step 64100, training accuracy 1, 4.13537 msec to evaluate
step 64200, training accuracy 1, 4.50516 msec to evaluate
step 64300, training accuracy 0.96, 5.45454 msec to evaluate
step 64400, training accuracy 1, 4.14801 msec to evaluate
step 64500, training accuracy 0.98, 4.68898 msec to evaluate
step 64600, training accuracy 0.96, 4.07171 msec to evaluate
step 64700, training accuracy 1, 4.01974 msec to evaluate
step 64800, training accuracy 0.96, 5.16462 msec to evaluate
step 64900, training accuracy 0.96, 3.5584 msec to evaluate
test accuracy 0.9703
step 65000, training accuracy 0.94, 3.2692 msec to evaluate
step 65100, training accuracy 0.98, 4.11892 msec to evaluate
step 65200, training accuracy 1, 3.56221 msec to evaluate
step 65300, training accuracy 0.94, 4.14562 msec to evaluate
step 65400, training accuracy 0.88, 4.03786 msec to evaluate
step 65500, training accuracy 0.98, 3.93581 msec to evaluate
step 65600, training accuracy 0.96, 3.96252 msec to evaluate
step 65700, training accuracy 0.98, 3.89314 msec to evaluate
step 65800, training accuracy 0.98, 5.39446 msec to evaluate
step 65900, training accuracy 0.98, 4.8759 msec to evaluate
test accuracy 0.9711
step 66000, training accuracy 0.94, 3.99065 msec to evaluate
step 66100, training accuracy 0.98, 4.31347 msec to evaluate
step 66200, training accuracy 0.96, 5.81789 msec to evaluate
step 66300, training accuracy 0.98, 4.13585 msec to evaluate
step 66400, training accuracy 0.98, 3.92938 msec to evaluate
step 66500, training accuracy 1, 3.721 msec to evaluate
step 66600, training accuracy 1, 3.91078 msec to evaluate
step 66700, training accuracy 0.98, 4.2026 msec to evaluate
step 66800, training accuracy 0.96, 3.98445 msec to evaluate
step 66900, training accuracy 0.92, 4.52065 msec to evaluate
test accuracy 0.9677
step 67000, training accuracy 0.98, 3.38626 msec to evaluate
step 67100, training accuracy 1, 9.53555 msec to evaluate
step 67200, training accuracy 1, 3.84998 msec to evaluate
step 67300, training accuracy 0.98, 4.65941 msec to evaluate
step 67400, training accuracy 0.98, 3.76225 msec to evaluate
step 67500, training accuracy 0.92, 3.75628 msec to evaluate
step 67600, training accuracy 1, 3.96085 msec to evaluate
step 67700, training accuracy 0.98, 3.69143 msec to evaluate
step 67800, training accuracy 1, 3.88384 msec to evaluate
step 67900, training accuracy 0.96, 3.68166 msec to evaluate
test accuracy 0.9623
step 68000, training accuracy 0.98, 3.93057 msec to evaluate
step 68100, training accuracy 0.98, 4.69518 msec to evaluate
step 68200, training accuracy 1, 3.4523 msec to evaluate
step 68300, training accuracy 0.98, 4.64487 msec to evaluate
step 68400, training accuracy 0.98, 4.24528 msec to evaluate
step 68500, training accuracy 1, 4.30918 msec to evaluate
step 68600, training accuracy 0.96, 4.04382 msec to evaluate
step 68700, training accuracy 0.98, 4.3571 msec to evaluate
step 68800, training accuracy 1, 4.79054 msec to evaluate
step 68900, training accuracy 1, 3.94797 msec to evaluate
test accuracy 0.9612
step 69000, training accuracy 0.96, 3.12114 msec to evaluate
step 69100, training accuracy 0.98, 3.95966 msec to evaluate
step 69200, training accuracy 1, 3.62778 msec to evaluate
step 69300, training accuracy 1, 3.63183 msec to evaluate
step 69400, training accuracy 0.98, 3.84235 msec to evaluate
step 69500, training accuracy 1, 3.70002 msec to evaluate
step 69600, training accuracy 1, 4.32706 msec to evaluate
step 69700, training accuracy 0.96, 4.29225 msec to evaluate
step 69800, training accuracy 0.98, 4.67157 msec to evaluate
step 69900, training accuracy 0.92, 4.14586 msec to evaluate
test accuracy 0.9685
step 70000, training accuracy 1, 3.79872 msec to evaluate
step 70100, training accuracy 1, 4.36115 msec to evaluate
step 70200, training accuracy 0.96, 3.49927 msec to evaluate
step 70300, training accuracy 1, 3.97229 msec to evaluate
step 70400, training accuracy 0.98, 3.25084 msec to evaluate
step 70500, training accuracy 0.98, 4.87876 msec to evaluate
step 70600, training accuracy 0.98, 4.07362 msec to evaluate
step 70700, training accuracy 1, 3.92914 msec to evaluate
step 70800, training accuracy 0.98, 4.19188 msec to evaluate
step 70900, training accuracy 1, 4.06814 msec to evaluate
test accuracy 0.965
step 71000, training accuracy 0.94, 4.42004 msec to evaluate
step 71100, training accuracy 1, 3.87168 msec to evaluate
step 71200, training accuracy 0.98, 4.17161 msec to evaluate
step 71300, training accuracy 0.98, 3.49545 msec to evaluate
step 71400, training accuracy 1, 4.02641 msec to evaluate
step 71500, training accuracy 1, 3.27516 msec to evaluate
step 71600, training accuracy 0.98, 4.27985 msec to evaluate
step 71700, training accuracy 1, 4.36163 msec to evaluate
step 71800, training accuracy 1, 3.79229 msec to evaluate
step 71900, training accuracy 0.98, 4.30226 msec to evaluate
test accuracy 0.9647
step 72000, training accuracy 1, 4.61102 msec to evaluate
step 72100, training accuracy 0.98, 3.93534 msec to evaluate
step 72200, training accuracy 0.98, 4.01139 msec to evaluate
step 72300, training accuracy 0.96, 3.67522 msec to evaluate
step 72400, training accuracy 1, 4.36449 msec to evaluate
step 72500, training accuracy 1, 4.61769 msec to evaluate
step 72600, training accuracy 0.98, 3.19529 msec to evaluate
step 72700, training accuracy 0.96, 3.93271 msec to evaluate
step 72800, training accuracy 0.96, 3.83115 msec to evaluate
step 72900, training accuracy 1, 4.32563 msec to evaluate
test accuracy 0.9677
step 73000, training accuracy 0.96, 4.91118 msec to evaluate
step 73100, training accuracy 0.96, 4.00639 msec to evaluate
step 73200, training accuracy 1, 4.10986 msec to evaluate
step 73300, training accuracy 1, 4.64916 msec to evaluate
step 73400, training accuracy 1, 3.6118 msec to evaluate
step 73500, training accuracy 0.98, 3.91459 msec to evaluate
step 73600, training accuracy 0.96, 4.30751 msec to evaluate
step 73700, training accuracy 1, 5.29146 msec to evaluate
step 73800, training accuracy 1, 4.66776 msec to evaluate
step 73900, training accuracy 1, 3.90768 msec to evaluate
test accuracy 0.9665
step 74000, training accuracy 1, 3.36909 msec to evaluate
step 74100, training accuracy 0.98, 4.07338 msec to evaluate
step 74200, training accuracy 1, 4.46558 msec to evaluate
step 74300, training accuracy 0.98, 4.02617 msec to evaluate
step 74400, training accuracy 0.96, 4.77672 msec to evaluate
step 74500, training accuracy 1, 4.18401 msec to evaluate
step 74600, training accuracy 1, 4.48728 msec to evaluate
step 74700, training accuracy 0.96, 5.29432 msec to evaluate
step 74800, training accuracy 0.96, 3.41725 msec to evaluate
step 74900, training accuracy 0.98, 4.1647 msec to evaluate
test accuracy 0.9665
step 75000, training accuracy 0.98, 4.96864 msec to evaluate
step 75100, training accuracy 0.96, 4.08602 msec to evaluate
step 75200, training accuracy 0.98, 4.86231 msec to evaluate
step 75300, training accuracy 0.98, 4.02832 msec to evaluate
step 75400, training accuracy 0.96, 4.55689 msec to evaluate
step 75500, training accuracy 1, 4.42386 msec to evaluate
step 75600, training accuracy 0.96, 4.24075 msec to evaluate
step 75700, training accuracy 0.96, 3.56936 msec to evaluate
step 75800, training accuracy 1, 4.00615 msec to evaluate
step 75900, training accuracy 1, 5.17321 msec to evaluate
test accuracy 0.9697
step 76000, training accuracy 1, 4.39763 msec to evaluate
step 76100, training accuracy 0.98, 4.0257 msec to evaluate
step 76200, training accuracy 1, 3.47733 msec to evaluate
step 76300, training accuracy 0.98, 4.2417 msec to evaluate
step 76400, training accuracy 0.96, 4.4055 msec to evaluate
step 76500, training accuracy 0.98, 3.98946 msec to evaluate
step 76600, training accuracy 1, 4.31323 msec to evaluate
step 76700, training accuracy 1, 4.04668 msec to evaluate
step 76800, training accuracy 1, 4.10533 msec to evaluate
step 76900, training accuracy 0.98, 3.90148 msec to evaluate
test accuracy 0.9661
step 77000, training accuracy 0.9, 3.22223 msec to evaluate
step 77100, training accuracy 0.96, 4.24623 msec to evaluate
step 77200, training accuracy 0.98, 4.57239 msec to evaluate
step 77300, training accuracy 1, 3.79491 msec to evaluate
step 77400, training accuracy 1, 3.49641 msec to evaluate
step 77500, training accuracy 0.98, 3.59631 msec to evaluate
step 77600, training accuracy 0.94, 4.66061 msec to evaluate
step 77700, training accuracy 0.98, 4.20761 msec to evaluate
step 77800, training accuracy 0.98, 3.87979 msec to evaluate
step 77900, training accuracy 1, 4.14944 msec to evaluate
test accuracy 0.9717
step 78000, training accuracy 0.98, 4.05669 msec to evaluate
step 78100, training accuracy 1, 4.04596 msec to evaluate
step 78200, training accuracy 1, 3.86643 msec to evaluate
step 78300, training accuracy 1, 4.6742 msec to evaluate
step 78400, training accuracy 0.98, 4.06027 msec to evaluate
step 78500, training accuracy 0.98, 4.2367 msec to evaluate
step 78600, training accuracy 0.94, 4.49991 msec to evaluate
step 78700, training accuracy 1, 4.27651 msec to evaluate
step 78800, training accuracy 0.96, 3.95894 msec to evaluate
step 78900, training accuracy 1, 4.1728 msec to evaluate
test accuracy 0.9709
step 79000, training accuracy 0.98, 3.88551 msec to evaluate
step 79100, training accuracy 0.96, 3.95083 msec to evaluate
step 79200, training accuracy 0.98, 3.45087 msec to evaluate
step 79300, training accuracy 1, 4.31538 msec to evaluate
step 79400, training accuracy 1, 3.51214 msec to evaluate
step 79500, training accuracy 0.98, 3.88122 msec to evaluate
step 79600, training accuracy 0.98, 4.30846 msec to evaluate
step 79700, training accuracy 1, 3.68285 msec to evaluate
step 79800, training accuracy 1, 4.08292 msec to evaluate
step 79900, training accuracy 1, 3.81279 msec to evaluate
test accuracy 0.9712
step 80000, training accuracy 0.96, 3.11494 msec to evaluate
step 80100, training accuracy 1, 4.64177 msec to evaluate
step 80200, training accuracy 0.94, 3.61061 msec to evaluate
step 80300, training accuracy 1, 3.22747 msec to evaluate
step 80400, training accuracy 1, 4.46177 msec to evaluate
step 80500, training accuracy 0.98, 4.27127 msec to evaluate
step 80600, training accuracy 0.9, 4.82035 msec to evaluate
step 80700, training accuracy 0.96, 4.0009 msec to evaluate
step 80800, training accuracy 0.98, 3.46732 msec to evaluate
step 80900, training accuracy 1, 3.61967 msec to evaluate
test accuracy 0.969
step 81000, training accuracy 1, 3.86882 msec to evaluate
step 81100, training accuracy 0.98, 5.06759 msec to evaluate
step 81200, training accuracy 0.96, 5.02992 msec to evaluate
step 81300, training accuracy 0.98, 4.38643 msec to evaluate
step 81400, training accuracy 0.98, 4.61316 msec to evaluate
step 81500, training accuracy 0.96, 4.15826 msec to evaluate
step 81600, training accuracy 0.98, 4.57311 msec to evaluate
step 81700, training accuracy 1, 3.49975 msec to evaluate
step 81800, training accuracy 0.96, 4.21858 msec to evaluate
step 81900, training accuracy 0.98, 3.89767 msec to evaluate
test accuracy 0.9644
