NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.08, 37.0758 msec to evaluate
step 38700, training accuracy 1, 4.13918 msec to evaluate
step 38800, training accuracy 0.98, 4.107 msec to evaluate
step 38900, training accuracy 0.98, 4.7648 msec to evaluate
test accuracy 0.9598
step 39000, training accuracy 0.96, 4.02403 msec to evaluate
step 39100, training accuracy 0.98, 4.26388 msec to evaluate
step 39200, training accuracy 0.98, 3.72505 msec to evaluate
step 39300, training accuracy 0.96, 4.9932 msec to evaluate
step 39400, training accuracy 0.98, 4.06766 msec to evaluate
step 39500, training accuracy 0.94, 3.86596 msec to evaluate
step 39600, training accuracy 0.98, 3.95584 msec to evaluate
step 39700, training accuracy 0.98, 4.40073 msec to evaluate
step 39800, training accuracy 1, 3.83091 msec to evaluate
step 39900, training accuracy 1, 3.64947 msec to evaluate
test accuracy 0.9585
step 40000, training accuracy 0.96, 3.53217 msec to evaluate
step 40100, training accuracy 1, 3.7055 msec to evaluate
step 40200, training accuracy 0.94, 4.01425 msec to evaluate
step 40300, training accuracy 0.96, 4.03309 msec to evaluate
step 40400, training accuracy 1, 3.90363 msec to evaluate
step 40500, training accuracy 0.98, 3.97754 msec to evaluate
step 40600, training accuracy 0.96, 4.74334 msec to evaluate
step 40700, training accuracy 0.94, 3.50833 msec to evaluate
step 40800, training accuracy 0.9, 4.14276 msec to evaluate
step 40900, training accuracy 0.92, 3.76153 msec to evaluate
test accuracy 0.9632
step 41000, training accuracy 1, 2.72226 msec to evaluate
step 41100, training accuracy 1, 5.00107 msec to evaluate
step 41200, training accuracy 0.94, 3.86095 msec to evaluate
step 41300, training accuracy 0.96, 4.01855 msec to evaluate
step 41400, training accuracy 0.96, 3.62444 msec to evaluate
step 41500, training accuracy 1, 4.30989 msec to evaluate
step 41600, training accuracy 0.96, 3.95656 msec to evaluate
step 41700, training accuracy 0.98, 4.26888 msec to evaluate
step 41800, training accuracy 0.98, 4.26555 msec to evaluate
step 41900, training accuracy 0.98, 3.73816 msec to evaluate
test accuracy 0.961
step 42000, training accuracy 1, 3.78847 msec to evaluate
step 42100, training accuracy 0.96, 3.56221 msec to evaluate
step 42200, training accuracy 0.94, 4.42457 msec to evaluate
step 42300, training accuracy 0.98, 3.63469 msec to evaluate
step 42400, training accuracy 1, 4.11725 msec to evaluate
step 42500, training accuracy 0.94, 4.19092 msec to evaluate
step 42600, training accuracy 1, 4.10342 msec to evaluate
step 42700, training accuracy 0.96, 6.63781 msec to evaluate
step 42800, training accuracy 0.98, 4.05931 msec to evaluate
step 42900, training accuracy 1, 3.13783 msec to evaluate
test accuracy 0.9659
step 43000, training accuracy 0.98, 4.30489 msec to evaluate
step 43100, training accuracy 0.96, 3.45993 msec to evaluate
step 43200, training accuracy 0.88, 4.2367 msec to evaluate
step 43300, training accuracy 0.96, 4.02951 msec to evaluate
step 43400, training accuracy 1, 3.80659 msec to evaluate
step 43500, training accuracy 0.96, 3.71599 msec to evaluate
step 43600, training accuracy 1, 4.26078 msec to evaluate
step 43700, training accuracy 0.98, 3.99208 msec to evaluate
step 43800, training accuracy 0.96, 4.04143 msec to evaluate
step 43900, training accuracy 0.98, 3.8681 msec to evaluate
test accuracy 0.9643
step 44000, training accuracy 1, 3.44682 msec to evaluate
step 44100, training accuracy 1, 3.94964 msec to evaluate
step 44200, training accuracy 0.98, 3.49307 msec to evaluate
step 44300, training accuracy 0.98, 3.46351 msec to evaluate
step 44400, training accuracy 0.98, 3.59988 msec to evaluate
step 44500, training accuracy 1, 4.04549 msec to evaluate
step 44600, training accuracy 0.96, 3.83282 msec to evaluate
step 44700, training accuracy 0.96, 6.04391 msec to evaluate
step 44800, training accuracy 1, 4.22907 msec to evaluate
step 44900, training accuracy 0.96, 3.59082 msec to evaluate
test accuracy 0.9575
step 45000, training accuracy 1, 4.2789 msec to evaluate
step 45100, training accuracy 1, 4.60243 msec to evaluate
step 45200, training accuracy 0.9, 4.40645 msec to evaluate
step 45300, training accuracy 1, 3.82829 msec to evaluate
step 45400, training accuracy 0.98, 4.01616 msec to evaluate
step 45500, training accuracy 1, 4.29916 msec to evaluate
step 45600, training accuracy 0.94, 4.40168 msec to evaluate
step 45700, training accuracy 0.96, 3.94106 msec to evaluate
step 45800, training accuracy 0.98, 3.99876 msec to evaluate
step 45900, training accuracy 0.94, 3.76463 msec to evaluate
test accuracy 0.9673
step 46000, training accuracy 1, 4.39525 msec to evaluate
step 46100, training accuracy 0.94, 3.78299 msec to evaluate
step 46200, training accuracy 0.94, 3.62659 msec to evaluate
step 46300, training accuracy 0.94, 4.34971 msec to evaluate
step 46400, training accuracy 1, 4.17137 msec to evaluate
step 46500, training accuracy 0.98, 3.92938 msec to evaluate
step 46600, training accuracy 0.94, 4.32086 msec to evaluate
step 46700, training accuracy 0.96, 3.68023 msec to evaluate
step 46800, training accuracy 1, 4.29893 msec to evaluate
step 46900, training accuracy 0.98, 3.87573 msec to evaluate
test accuracy 0.9622
step 47000, training accuracy 1, 3.98564 msec to evaluate
step 47100, training accuracy 0.96, 4.65679 msec to evaluate
step 47200, training accuracy 0.94, 4.1008 msec to evaluate
step 47300, training accuracy 0.96, 3.69096 msec to evaluate
step 47400, training accuracy 0.98, 3.69287 msec to evaluate
step 47500, training accuracy 0.98, 4.39668 msec to evaluate
step 47600, training accuracy 0.98, 4.0288 msec to evaluate
step 47700, training accuracy 0.96, 3.75128 msec to evaluate
step 47800, training accuracy 0.98, 3.66449 msec to evaluate
step 47900, training accuracy 1, 4.36115 msec to evaluate
test accuracy 0.9646
step 48000, training accuracy 0.92, 3.6478 msec to evaluate
step 48100, training accuracy 0.98, 3.3958 msec to evaluate
step 48200, training accuracy 1, 4.34828 msec to evaluate
step 48300, training accuracy 1, 4.81868 msec to evaluate
step 48400, training accuracy 0.98, 3.71909 msec to evaluate
step 48500, training accuracy 1, 5.29289 msec to evaluate
step 48600, training accuracy 0.96, 4.77076 msec to evaluate
step 48700, training accuracy 0.96, 4.38881 msec to evaluate
step 48800, training accuracy 0.98, 3.3567 msec to evaluate
step 48900, training accuracy 0.96, 4.2026 msec to evaluate
test accuracy 0.968
step 49000, training accuracy 0.96, 3.18527 msec to evaluate
step 49100, training accuracy 0.98, 4.01354 msec to evaluate
step 49200, training accuracy 0.98, 4.25172 msec to evaluate
step 49300, training accuracy 0.96, 4.16613 msec to evaluate
step 49400, training accuracy 0.98, 3.97253 msec to evaluate
step 49500, training accuracy 0.98, 2.87104 msec to evaluate
step 49600, training accuracy 0.94, 3.49474 msec to evaluate
step 49700, training accuracy 0.96, 3.64614 msec to evaluate
step 49800, training accuracy 1, 4.25458 msec to evaluate
step 49900, training accuracy 0.96, 4.21715 msec to evaluate
test accuracy 0.969
step 50000, training accuracy 1, 3.47114 msec to evaluate
step 50100, training accuracy 0.96, 3.84355 msec to evaluate
step 50200, training accuracy 0.96, 3.54075 msec to evaluate
step 50300, training accuracy 0.98, 3.72887 msec to evaluate
step 50400, training accuracy 1, 4.97961 msec to evaluate
step 50500, training accuracy 0.98, 3.95226 msec to evaluate
step 50600, training accuracy 0.98, 4.42624 msec to evaluate
step 50700, training accuracy 1, 4.26936 msec to evaluate
step 50800, training accuracy 0.98, 5.41162 msec to evaluate
step 50900, training accuracy 0.98, 3.73101 msec to evaluate
test accuracy 0.9638
step 51000, training accuracy 0.98, 2.5208 msec to evaluate
step 51100, training accuracy 0.98, 4.91762 msec to evaluate
step 51200, training accuracy 0.98, 3.70669 msec to evaluate
step 51300, training accuracy 0.98, 3.92795 msec to evaluate
step 51400, training accuracy 0.98, 3.5696 msec to evaluate
step 51500, training accuracy 0.96, 3.7384 msec to evaluate
step 51600, training accuracy 1, 3.68643 msec to evaluate
step 51700, training accuracy 0.98, 3.50857 msec to evaluate
step 51800, training accuracy 1, 4.1275 msec to evaluate
step 51900, training accuracy 0.96, 3.62945 msec to evaluate
test accuracy 0.9617
step 52000, training accuracy 0.98, 3.65734 msec to evaluate
step 52100, training accuracy 0.94, 4.06361 msec to evaluate
step 52200, training accuracy 1, 4.36687 msec to evaluate
step 52300, training accuracy 0.96, 4.75645 msec to evaluate
step 52400, training accuracy 0.98, 4.1151 msec to evaluate
step 52500, training accuracy 0.98, 4.26888 msec to evaluate
step 52600, training accuracy 0.98, 3.84188 msec to evaluate
step 52700, training accuracy 1, 3.82471 msec to evaluate
step 52800, training accuracy 0.98, 3.92866 msec to evaluate
step 52900, training accuracy 0.96, 3.92985 msec to evaluate
test accuracy 0.9673
step 53000, training accuracy 0.98, 3.87669 msec to evaluate
step 53100, training accuracy 0.98, 3.85022 msec to evaluate
step 53200, training accuracy 0.96, 3.92628 msec to evaluate
step 53300, training accuracy 0.96, 4.34232 msec to evaluate
step 53400, training accuracy 0.94, 4.46367 msec to evaluate
step 53500, training accuracy 0.96, 4.03547 msec to evaluate
step 53600, training accuracy 0.98, 3.84617 msec to evaluate
step 53700, training accuracy 0.98, 3.73077 msec to evaluate
step 53800, training accuracy 1, 4.01855 msec to evaluate
step 53900, training accuracy 0.96, 4.01735 msec to evaluate
test accuracy 0.9685
step 54000, training accuracy 0.96, 3.89791 msec to evaluate
step 54100, training accuracy 0.98, 4.25673 msec to evaluate
step 54200, training accuracy 0.98, 3.9978 msec to evaluate
step 54300, training accuracy 1, 4.04382 msec to evaluate
step 54400, training accuracy 0.98, 4.05765 msec to evaluate
step 54500, training accuracy 0.96, 4.54926 msec to evaluate
step 54600, training accuracy 1, 4.12369 msec to evaluate
step 54700, training accuracy 0.98, 3.58438 msec to evaluate
step 54800, training accuracy 0.94, 4.18282 msec to evaluate
step 54900, training accuracy 0.94, 3.82161 msec to evaluate
test accuracy 0.9618
step 55000, training accuracy 1, 4.25577 msec to evaluate
step 55100, training accuracy 1, 4.05264 msec to evaluate
step 55200, training accuracy 0.96, 4.24623 msec to evaluate
step 55300, training accuracy 0.94, 4.49467 msec to evaluate
step 55400, training accuracy 1, 4.18448 msec to evaluate
step 55500, training accuracy 0.98, 3.90434 msec to evaluate
step 55600, training accuracy 0.96, 3.96895 msec to evaluate
step 55700, training accuracy 1, 4.2088 msec to evaluate
step 55800, training accuracy 0.98, 4.94623 msec to evaluate
step 55900, training accuracy 0.96, 3.7992 msec to evaluate
test accuracy 0.9675
step 56000, training accuracy 1, 3.28183 msec to evaluate
step 56100, training accuracy 1, 5.89609 msec to evaluate
step 56200, training accuracy 0.96, 4.3118 msec to evaluate
step 56300, training accuracy 0.98, 4.61841 msec to evaluate
step 56400, training accuracy 1, 4.3304 msec to evaluate
step 56500, training accuracy 0.96, 3.96323 msec to evaluate
step 56600, training accuracy 0.98, 4.17161 msec to evaluate
step 56700, training accuracy 0.98, 3.66402 msec to evaluate
step 56800, training accuracy 0.96, 3.97491 msec to evaluate
step 56900, training accuracy 0.96, 3.8619 msec to evaluate
test accuracy 0.9696
step 57000, training accuracy 1, 4.32372 msec to evaluate
step 57100, training accuracy 1, 4.33826 msec to evaluate
step 57200, training accuracy 1, 5.18441 msec to evaluate
step 57300, training accuracy 1, 4.20547 msec to evaluate
step 57400, training accuracy 0.98, 3.96442 msec to evaluate
step 57500, training accuracy 0.98, 4.21214 msec to evaluate
step 57600, training accuracy 0.98, 4.11725 msec to evaluate
step 57700, training accuracy 0.98, 3.69453 msec to evaluate
step 57800, training accuracy 1, 3.52669 msec to evaluate
step 57900, training accuracy 0.94, 3.52287 msec to evaluate
test accuracy 0.9611
step 58000, training accuracy 0.98, 4.22025 msec to evaluate
step 58100, training accuracy 0.98, 3.96562 msec to evaluate
step 58200, training accuracy 1, 3.90172 msec to evaluate
step 58300, training accuracy 0.96, 3.20268 msec to evaluate
step 58400, training accuracy 0.98, 4.85301 msec to evaluate
step 58500, training accuracy 0.94, 4.07791 msec to evaluate
step 58600, training accuracy 0.98, 4.06528 msec to evaluate
step 58700, training accuracy 0.98, 4.55141 msec to evaluate
step 58800, training accuracy 0.98, 3.92294 msec to evaluate
step 58900, training accuracy 0.94, 3.6056 msec to evaluate
test accuracy 0.9631
step 59000, training accuracy 0.96, 3.82495 msec to evaluate
step 59100, training accuracy 1, 3.80445 msec to evaluate
step 59200, training accuracy 0.96, 4.12154 msec to evaluate
step 59300, training accuracy 0.98, 4.22668 msec to evaluate
step 59400, training accuracy 1, 3.52478 msec to evaluate
step 59500, training accuracy 0.98, 3.92318 msec to evaluate
step 59600, training accuracy 0.98, 3.73006 msec to evaluate
step 59700, training accuracy 1, 4.28748 msec to evaluate
step 59800, training accuracy 0.98, 4.8871 msec to evaluate
step 59900, training accuracy 0.98, 3.51071 msec to evaluate
test accuracy 0.9604
step 60000, training accuracy 0.98, 3.02172 msec to evaluate
step 60100, training accuracy 0.98, 4.1976 msec to evaluate
step 60200, training accuracy 0.96, 4.1194 msec to evaluate
step 60300, training accuracy 0.98, 3.5181 msec to evaluate
step 60400, training accuracy 1, 3.84331 msec to evaluate
step 60500, training accuracy 0.98, 3.74246 msec to evaluate
step 60600, training accuracy 1, 3.90911 msec to evaluate
step 60700, training accuracy 0.98, 3.95346 msec to evaluate
step 60800, training accuracy 0.96, 3.68762 msec to evaluate
step 60900, training accuracy 0.94, 3.74651 msec to evaluate
test accuracy 0.9706
step 61000, training accuracy 0.94, 3.46088 msec to evaluate
step 61100, training accuracy 0.98, 4.53997 msec to evaluate
step 61200, training accuracy 0.98, 6.64973 msec to evaluate
step 61300, training accuracy 1, 3.93653 msec to evaluate
step 61400, training accuracy 0.96, 4.69422 msec to evaluate
step 61500, training accuracy 0.98, 4.46558 msec to evaluate
step 61600, training accuracy 0.98, 3.66783 msec to evaluate
step 61700, training accuracy 1, 4.15468 msec to evaluate
step 61800, training accuracy 0.96, 3.83067 msec to evaluate
step 61900, training accuracy 0.98, 3.90625 msec to evaluate
test accuracy 0.9669
step 62000, training accuracy 0.94, 3.12376 msec to evaluate
step 62100, training accuracy 0.98, 4.35448 msec to evaluate
step 62200, training accuracy 0.98, 4.14371 msec to evaluate
step 62300, training accuracy 0.96, 3.42798 msec to evaluate
step 62400, training accuracy 0.96, 4.59003 msec to evaluate
step 62500, training accuracy 0.96, 3.97158 msec to evaluate
step 62600, training accuracy 1, 4.46701 msec to evaluate
step 62700, training accuracy 0.9, 3.19767 msec to evaluate
step 62800, training accuracy 0.98, 3.78823 msec to evaluate
step 62900, training accuracy 0.98, 4.07791 msec to evaluate
test accuracy 0.9738
step 63000, training accuracy 0.96, 4.40025 msec to evaluate
step 63100, training accuracy 0.98, 4.32372 msec to evaluate
step 63200, training accuracy 1, 3.76916 msec to evaluate
step 63300, training accuracy 0.96, 3.81136 msec to evaluate
step 63400, training accuracy 0.98, 3.85857 msec to evaluate
step 63500, training accuracy 0.94, 3.6931 msec to evaluate
step 63600, training accuracy 0.96, 3.97515 msec to evaluate
step 63700, training accuracy 1, 4.4241 msec to evaluate
step 63800, training accuracy 0.98, 3.40509 msec to evaluate
step 63900, training accuracy 0.96, 4.06647 msec to evaluate
test accuracy 0.9637
step 64000, training accuracy 1, 4.74977 msec to evaluate
step 64100, training accuracy 1, 4.56953 msec to evaluate
step 64200, training accuracy 1, 3.40557 msec to evaluate
step 64300, training accuracy 0.94, 3.75748 msec to evaluate
step 64400, training accuracy 0.96, 4.0834 msec to evaluate
step 64500, training accuracy 1, 3.99876 msec to evaluate
step 64600, training accuracy 0.98, 4.1132 msec to evaluate
step 64700, training accuracy 0.98, 4.95577 msec to evaluate
step 64800, training accuracy 0.94, 4.64368 msec to evaluate
step 64900, training accuracy 1, 3.34239 msec to evaluate
test accuracy 0.9654
step 65000, training accuracy 0.98, 3.0086 msec to evaluate
step 65100, training accuracy 0.96, 4.06361 msec to evaluate
step 65200, training accuracy 0.98, 3.4008 msec to evaluate
step 65300, training accuracy 0.98, 3.50118 msec to evaluate
step 65400, training accuracy 0.98, 4.31895 msec to evaluate
step 65500, training accuracy 0.96, 3.649 msec to evaluate
step 65600, training accuracy 0.96, 3.85356 msec to evaluate
step 65700, training accuracy 0.96, 4.05431 msec to evaluate
step 65800, training accuracy 0.9, 4.66323 msec to evaluate
step 65900, training accuracy 1, 3.91364 msec to evaluate
test accuracy 0.9675
step 66000, training accuracy 0.94, 3.34978 msec to evaluate
step 66100, training accuracy 1, 4.11963 msec to evaluate
step 66200, training accuracy 0.98, 4.31657 msec to evaluate
step 66300, training accuracy 0.98, 3.82876 msec to evaluate
step 66400, training accuracy 1, 4.32849 msec to evaluate
step 66500, training accuracy 0.94, 3.47877 msec to evaluate
step 66600, training accuracy 0.96, 4.33207 msec to evaluate
step 66700, training accuracy 0.98, 3.76058 msec to evaluate
step 66800, training accuracy 1, 3.46231 msec to evaluate
step 66900, training accuracy 0.98, 3.91006 msec to evaluate
test accuracy 0.9706
step 67000, training accuracy 0.96, 3.55291 msec to evaluate
step 67100, training accuracy 0.98, 4.06528 msec to evaluate
step 67200, training accuracy 0.96, 4.09389 msec to evaluate
step 67300, training accuracy 0.98, 3.67832 msec to evaluate
step 67400, training accuracy 1, 3.33405 msec to evaluate
step 67500, training accuracy 0.98, 3.91531 msec to evaluate
step 67600, training accuracy 1, 4.07457 msec to evaluate
step 67700, training accuracy 0.98, 3.85928 msec to evaluate
step 67800, training accuracy 0.98, 4.0226 msec to evaluate
step 67900, training accuracy 1, 3.43275 msec to evaluate
test accuracy 0.9669
step 68000, training accuracy 1, 4.50397 msec to evaluate
step 68100, training accuracy 1, 4.08149 msec to evaluate
step 68200, training accuracy 1, 3.56436 msec to evaluate
step 68300, training accuracy 0.96, 4.74381 msec to evaluate
step 68400, training accuracy 0.98, 4.09079 msec to evaluate
step 68500, training accuracy 0.98, 4.34613 msec to evaluate
step 68600, training accuracy 0.98, 3.82757 msec to evaluate
step 68700, training accuracy 0.98, 4.68111 msec to evaluate
step 68800, training accuracy 0.94, 4.05622 msec to evaluate
step 68900, training accuracy 0.98, 4.21548 msec to evaluate
test accuracy 0.9698
step 69000, training accuracy 0.98, 3.59249 msec to evaluate
step 69100, training accuracy 0.98, 3.73197 msec to evaluate
step 69200, training accuracy 1, 4.52876 msec to evaluate
step 69300, training accuracy 0.96, 3.49474 msec to evaluate
step 69400, training accuracy 1, 4.02617 msec to evaluate
step 69500, training accuracy 1, 4.15373 msec to evaluate
step 69600, training accuracy 0.98, 4.5352 msec to evaluate
step 69700, training accuracy 1, 3.82185 msec to evaluate
step 69800, training accuracy 0.98, 4.09341 msec to evaluate
step 69900, training accuracy 0.96, 3.94297 msec to evaluate
test accuracy 0.9673
step 70000, training accuracy 0.96, 4.01497 msec to evaluate
step 70100, training accuracy 1, 4.38023 msec to evaluate
step 70200, training accuracy 1, 3.88885 msec to evaluate
step 70300, training accuracy 0.98, 4.82726 msec to evaluate
step 70400, training accuracy 0.98, 4.13108 msec to evaluate
step 70500, training accuracy 0.94, 6.51455 msec to evaluate
step 70600, training accuracy 0.98, 6.6309 msec to evaluate
step 70700, training accuracy 0.98, 3.90887 msec to evaluate
step 70800, training accuracy 0.98, 3.47662 msec to evaluate
step 70900, training accuracy 1, 3.73101 msec to evaluate
test accuracy 0.9703
step 71000, training accuracy 0.98, 5.04422 msec to evaluate
step 71100, training accuracy 0.98, 4.02379 msec to evaluate
step 71200, training accuracy 0.96, 4.26698 msec to evaluate
step 71300, training accuracy 0.96, 4.44627 msec to evaluate
step 71400, training accuracy 0.98, 4.15158 msec to evaluate
step 71500, training accuracy 0.96, 4.08244 msec to evaluate
step 71600, training accuracy 1, 4.40717 msec to evaluate
step 71700, training accuracy 0.96, 3.83854 msec to evaluate
step 71800, training accuracy 0.98, 3.81756 msec to evaluate
step 71900, training accuracy 0.98, 4.2069 msec to evaluate
test accuracy 0.9687
step 72000, training accuracy 1, 4.43459 msec to evaluate
step 72100, training accuracy 1, 4.85945 msec to evaluate
step 72200, training accuracy 1, 4.21071 msec to evaluate
step 72300, training accuracy 0.98, 5.0633 msec to evaluate
step 72400, training accuracy 1, 4.05455 msec to evaluate
step 72500, training accuracy 0.98, 4.54664 msec to evaluate
step 72600, training accuracy 0.98, 4.04716 msec to evaluate
step 72700, training accuracy 1, 3.99804 msec to evaluate
step 72800, training accuracy 1, 3.91459 msec to evaluate
step 72900, training accuracy 0.92, 4.16064 msec to evaluate
test accuracy 0.9668
step 73000, training accuracy 1, 3.67188 msec to evaluate
step 73100, training accuracy 0.96, 4.73046 msec to evaluate
step 73200, training accuracy 0.98, 3.52454 msec to evaluate
step 73300, training accuracy 0.98, 4.03595 msec to evaluate
step 73400, training accuracy 1, 3.77798 msec to evaluate
step 73500, training accuracy 0.98, 4.0195 msec to evaluate
step 73600, training accuracy 0.96, 4.24981 msec to evaluate
step 73700, training accuracy 1, 4.42743 msec to evaluate
step 73800, training accuracy 0.98, 4.49848 msec to evaluate
step 73900, training accuracy 0.98, 4.5948 msec to evaluate
test accuracy 0.9669
step 74000, training accuracy 0.98, 3.47185 msec to evaluate
step 74100, training accuracy 1, 4.69422 msec to evaluate
step 74200, training accuracy 1, 4.19021 msec to evaluate
step 74300, training accuracy 1, 3.92079 msec to evaluate
step 74400, training accuracy 0.96, 4.11654 msec to evaluate
step 74500, training accuracy 1, 3.76511 msec to evaluate
step 74600, training accuracy 0.98, 4.68779 msec to evaluate
step 74700, training accuracy 1, 4.80509 msec to evaluate
step 74800, training accuracy 0.96, 3.75509 msec to evaluate
step 74900, training accuracy 0.98, 4.05192 msec to evaluate
test accuracy 0.9646
step 75000, training accuracy 0.98, 4.39143 msec to evaluate
step 75100, training accuracy 0.96, 4.7791 msec to evaluate
step 75200, training accuracy 0.98, 5.59139 msec to evaluate
step 75300, training accuracy 0.98, 3.70264 msec to evaluate
step 75400, training accuracy 0.98, 3.67928 msec to evaluate
step 75500, training accuracy 1, 3.99089 msec to evaluate
step 75600, training accuracy 1, 4.40025 msec to evaluate
step 75700, training accuracy 0.98, 3.95441 msec to evaluate
step 75800, training accuracy 1, 3.44849 msec to evaluate
step 75900, training accuracy 0.98, 3.17001 msec to evaluate
test accuracy 0.9681
step 76000, training accuracy 0.98, 2.96259 msec to evaluate
step 76100, training accuracy 1, 4.18615 msec to evaluate
step 76200, training accuracy 0.98, 4.04263 msec to evaluate
step 76300, training accuracy 0.96, 4.20141 msec to evaluate
step 76400, training accuracy 0.98, 3.9041 msec to evaluate
step 76500, training accuracy 0.98, 3.90816 msec to evaluate
step 76600, training accuracy 0.94, 3.84498 msec to evaluate
step 76700, training accuracy 1, 3.93653 msec to evaluate
step 76800, training accuracy 1, 4.2727 msec to evaluate
step 76900, training accuracy 0.98, 3.91555 msec to evaluate
test accuracy 0.9713
step 77000, training accuracy 1, 4.61006 msec to evaluate
step 77100, training accuracy 0.98, 4.88186 msec to evaluate
step 77200, training accuracy 1, 4.00734 msec to evaluate
step 77300, training accuracy 0.94, 3.38221 msec to evaluate
step 77400, training accuracy 0.98, 4.46129 msec to evaluate
step 77500, training accuracy 0.96, 3.582 msec to evaluate
step 77600, training accuracy 0.96, 4.03047 msec to evaluate
step 77700, training accuracy 1, 3.72434 msec to evaluate
step 77800, training accuracy 0.96, 4.3726 msec to evaluate
step 77900, training accuracy 0.98, 5.14197 msec to evaluate
test accuracy 0.966
step 78000, training accuracy 1, 3.75986 msec to evaluate
step 78100, training accuracy 0.98, 3.53885 msec to evaluate
step 78200, training accuracy 1, 3.61514 msec to evaluate
step 78300, training accuracy 1, 4.02665 msec to evaluate
step 78400, training accuracy 1, 4.07743 msec to evaluate
step 78500, training accuracy 1, 4.65202 msec to evaluate
step 78600, training accuracy 1, 3.968 msec to evaluate
step 78700, training accuracy 0.94, 3.88813 msec to evaluate
step 78800, training accuracy 0.98, 4.18544 msec to evaluate
step 78900, training accuracy 1, 4.32324 msec to evaluate
test accuracy 0.973
step 79000, training accuracy 0.96, 4.79937 msec to evaluate
step 79100, training accuracy 0.98, 4.40741 msec to evaluate
step 79200, training accuracy 1, 3.51191 msec to evaluate
step 79300, training accuracy 1, 4.24218 msec to evaluate
step 79400, training accuracy 1, 3.78895 msec to evaluate
step 79500, training accuracy 0.98, 4.13632 msec to evaluate
step 79600, training accuracy 1, 4.26197 msec to evaluate
step 79700, training accuracy 0.98, 4.10891 msec to evaluate
step 79800, training accuracy 1, 3.57866 msec to evaluate
step 79900, training accuracy 0.96, 3.7384 msec to evaluate
test accuracy 0.9688
step 80000, training accuracy 0.98, 2.86102 msec to evaluate
step 80100, training accuracy 0.98, 4.71306 msec to evaluate
step 80200, training accuracy 0.98, 3.95513 msec to evaluate
step 80300, training accuracy 0.98, 3.64256 msec to evaluate
step 80400, training accuracy 0.98, 3.6993 msec to evaluate
step 80500, training accuracy 0.98, 3.57795 msec to evaluate
step 80600, training accuracy 0.96, 4.19903 msec to evaluate
step 80700, training accuracy 0.96, 4.08864 msec to evaluate
step 80800, training accuracy 1, 3.9525 msec to evaluate
step 80900, training accuracy 1, 3.50904 msec to evaluate
test accuracy 0.9659
step 81000, training accuracy 1, 2.97976 msec to evaluate
step 81100, training accuracy 1, 4.86636 msec to evaluate
step 81200, training accuracy 0.94, 3.76749 msec to evaluate
step 81300, training accuracy 0.98, 4.11558 msec to evaluate
step 81400, training accuracy 1, 3.3834 msec to evaluate
step 81500, training accuracy 0.98, 4.13251 msec to evaluate
step 81600, training accuracy 0.96, 4.46391 msec to evaluate
step 81700, training accuracy 0.96, 4.0431 msec to evaluate
step 81800, training accuracy 0.98, 3.97015 msec to evaluate
step 81900, training accuracy 0.96, 3.86333 msec to evaluate
