NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.08, 35.5844 msec to evaluate
step 38800, training accuracy 0.96, 4.07624 msec to evaluate
step 38900, training accuracy 0.98, 3.30901 msec to evaluate
test accuracy 0.9588
step 39000, training accuracy 1, 4.52399 msec to evaluate
step 39100, training accuracy 0.98, 4.16994 msec to evaluate
step 39200, training accuracy 0.94, 3.59678 msec to evaluate
step 39300, training accuracy 0.98, 4.19807 msec to evaluate
step 39400, training accuracy 0.98, 3.92699 msec to evaluate
step 39500, training accuracy 0.9, 3.83401 msec to evaluate
step 39600, training accuracy 0.96, 3.99709 msec to evaluate
step 39700, training accuracy 0.98, 3.68118 msec to evaluate
step 39800, training accuracy 0.98, 4.17519 msec to evaluate
step 39900, training accuracy 1, 4.06861 msec to evaluate
test accuracy 0.9619
step 40000, training accuracy 0.96, 3.60441 msec to evaluate
step 40100, training accuracy 0.96, 3.74436 msec to evaluate
step 40200, training accuracy 0.96, 3.84712 msec to evaluate
step 40300, training accuracy 0.98, 3.89314 msec to evaluate
step 40400, training accuracy 0.96, 3.77393 msec to evaluate
step 40500, training accuracy 0.98, 3.94821 msec to evaluate
step 40600, training accuracy 0.98, 4.64463 msec to evaluate
step 40700, training accuracy 0.98, 3.83019 msec to evaluate
step 40800, training accuracy 0.98, 3.83615 msec to evaluate
step 40900, training accuracy 1, 3.64876 msec to evaluate
test accuracy 0.9626
step 41000, training accuracy 0.98, 3.25465 msec to evaluate
step 41100, training accuracy 0.98, 4.38118 msec to evaluate
step 41200, training accuracy 0.96, 4.3416 msec to evaluate
step 41300, training accuracy 0.96, 4.004 msec to evaluate
step 41400, training accuracy 0.96, 3.99065 msec to evaluate
step 41500, training accuracy 1, 4.09317 msec to evaluate
step 41600, training accuracy 0.94, 4.16589 msec to evaluate
step 41700, training accuracy 0.98, 4.19521 msec to evaluate
step 41800, training accuracy 0.96, 3.7334 msec to evaluate
step 41900, training accuracy 0.98, 3.8023 msec to evaluate
test accuracy 0.9605
step 42000, training accuracy 0.98, 2.98357 msec to evaluate
step 42100, training accuracy 0.96, 4.45628 msec to evaluate
step 42200, training accuracy 0.98, 4.0853 msec to evaluate
step 42300, training accuracy 1, 4.22072 msec to evaluate
step 42400, training accuracy 0.98, 3.82304 msec to evaluate
step 42500, training accuracy 0.98, 4.01163 msec to evaluate
step 42600, training accuracy 0.96, 4.60625 msec to evaluate
step 42700, training accuracy 0.96, 4.09818 msec to evaluate
step 42800, training accuracy 0.96, 3.80421 msec to evaluate
step 42900, training accuracy 0.94, 3.54791 msec to evaluate
test accuracy 0.9629
step 43000, training accuracy 1, 4.57931 msec to evaluate
step 43100, training accuracy 1, 4.4148 msec to evaluate
step 43200, training accuracy 0.98, 3.97348 msec to evaluate
step 43300, training accuracy 1, 4.25887 msec to evaluate
step 43400, training accuracy 1, 3.71122 msec to evaluate
step 43500, training accuracy 1, 4.12202 msec to evaluate
step 43600, training accuracy 0.94, 5.22876 msec to evaluate
step 43700, training accuracy 0.96, 4.33493 msec to evaluate
step 43800, training accuracy 1, 3.89361 msec to evaluate
step 43900, training accuracy 1, 4.29034 msec to evaluate
test accuracy 0.968
step 44000, training accuracy 0.98, 4.68254 msec to evaluate
step 44100, training accuracy 0.96, 3.9041 msec to evaluate
step 44200, training accuracy 0.96, 5.20372 msec to evaluate
step 44300, training accuracy 1, 3.95775 msec to evaluate
step 44400, training accuracy 1, 3.96752 msec to evaluate
step 44500, training accuracy 1, 3.36862 msec to evaluate
step 44600, training accuracy 0.98, 4.2274 msec to evaluate
step 44700, training accuracy 0.92, 3.67808 msec to evaluate
step 44800, training accuracy 0.94, 4.30965 msec to evaluate
step 44900, training accuracy 0.96, 4.11153 msec to evaluate
test accuracy 0.9661
step 45000, training accuracy 0.98, 3.2196 msec to evaluate
step 45100, training accuracy 0.98, 3.69787 msec to evaluate
step 45200, training accuracy 0.98, 3.87478 msec to evaluate
step 45300, training accuracy 0.94, 4.42362 msec to evaluate
step 45400, training accuracy 1, 3.66759 msec to evaluate
step 45500, training accuracy 0.96, 4.06814 msec to evaluate
step 45600, training accuracy 0.96, 6.87885 msec to evaluate
step 45700, training accuracy 0.98, 4.43864 msec to evaluate
step 45800, training accuracy 1, 4.42934 msec to evaluate
step 45900, training accuracy 0.96, 4.12989 msec to evaluate
test accuracy 0.9696
step 46000, training accuracy 0.96, 3.72291 msec to evaluate
step 46100, training accuracy 0.98, 3.70216 msec to evaluate
step 46200, training accuracy 0.94, 3.43513 msec to evaluate
step 46300, training accuracy 0.98, 3.54528 msec to evaluate
step 46400, training accuracy 0.98, 3.83162 msec to evaluate
step 46500, training accuracy 0.94, 3.95966 msec to evaluate
step 46600, training accuracy 0.9, 3.53837 msec to evaluate
step 46700, training accuracy 1, 4.82702 msec to evaluate
step 46800, training accuracy 0.98, 5.03159 msec to evaluate
step 46900, training accuracy 0.98, 4.26412 msec to evaluate
test accuracy 0.954
step 47000, training accuracy 1, 4.19593 msec to evaluate
step 47100, training accuracy 1, 4.14562 msec to evaluate
step 47200, training accuracy 0.98, 4.19044 msec to evaluate
step 47300, training accuracy 0.98, 5.95045 msec to evaluate
step 47400, training accuracy 1, 4.25267 msec to evaluate
step 47500, training accuracy 0.96, 4.48561 msec to evaluate
step 47600, training accuracy 0.96, 4.25816 msec to evaluate
step 47700, training accuracy 0.96, 4.03428 msec to evaluate
step 47800, training accuracy 0.96, 4.143 msec to evaluate
step 47900, training accuracy 0.94, 5.04518 msec to evaluate
test accuracy 0.9451
step 48000, training accuracy 1, 4.11987 msec to evaluate
step 48100, training accuracy 0.98, 3.93033 msec to evaluate
step 48200, training accuracy 0.98, 3.55768 msec to evaluate
step 48300, training accuracy 0.96, 4.74358 msec to evaluate
step 48400, training accuracy 0.94, 4.18997 msec to evaluate
step 48500, training accuracy 0.94, 6.23536 msec to evaluate
step 48600, training accuracy 1, 4.12393 msec to evaluate
step 48700, training accuracy 0.92, 4.12393 msec to evaluate
step 48800, training accuracy 0.96, 3.84736 msec to evaluate
step 48900, training accuracy 1, 4.09722 msec to evaluate
test accuracy 0.9654
step 49000, training accuracy 0.98, 3.98469 msec to evaluate
step 49100, training accuracy 1, 3.5913 msec to evaluate
step 49200, training accuracy 0.96, 4.36616 msec to evaluate
step 49300, training accuracy 0.98, 4.00114 msec to evaluate
step 49400, training accuracy 0.9, 4.36878 msec to evaluate
step 49500, training accuracy 0.98, 3.64017 msec to evaluate
step 49600, training accuracy 0.98, 4.3788 msec to evaluate
step 49700, training accuracy 0.96, 4.53091 msec to evaluate
step 49800, training accuracy 0.92, 4.65274 msec to evaluate
step 49900, training accuracy 0.96, 4.10223 msec to evaluate
test accuracy 0.961
step 50000, training accuracy 0.98, 4.17638 msec to evaluate
step 50100, training accuracy 0.94, 3.94344 msec to evaluate
step 50200, training accuracy 0.94, 3.84402 msec to evaluate
step 50300, training accuracy 0.96, 3.94654 msec to evaluate
step 50400, training accuracy 1, 4.22192 msec to evaluate
step 50500, training accuracy 1, 4.4117 msec to evaluate
step 50600, training accuracy 0.96, 3.37195 msec to evaluate
step 50700, training accuracy 0.96, 4.31252 msec to evaluate
step 50800, training accuracy 0.98, 4.08673 msec to evaluate
step 50900, training accuracy 0.98, 4.50087 msec to evaluate
test accuracy 0.968
step 51000, training accuracy 0.98, 3.78966 msec to evaluate
step 51100, training accuracy 0.98, 4.46653 msec to evaluate
step 51200, training accuracy 0.96, 4.21834 msec to evaluate
step 51300, training accuracy 0.94, 4.42481 msec to evaluate
step 51400, training accuracy 0.92, 4.32205 msec to evaluate
step 51500, training accuracy 0.96, 4.2212 msec to evaluate
step 51600, training accuracy 0.96, 4.21357 msec to evaluate
step 51700, training accuracy 0.94, 4.1759 msec to evaluate
step 51800, training accuracy 0.98, 3.93414 msec to evaluate
step 51900, training accuracy 0.98, 5.03588 msec to evaluate
test accuracy 0.9655
step 52000, training accuracy 0.98, 3.304 msec to evaluate
step 52100, training accuracy 0.98, 4.6277 msec to evaluate
step 52200, training accuracy 0.96, 3.76487 msec to evaluate
step 52300, training accuracy 0.98, 4.20976 msec to evaluate
step 52400, training accuracy 0.98, 4.19092 msec to evaluate
step 52500, training accuracy 1, 3.71504 msec to evaluate
step 52600, training accuracy 1, 4.37212 msec to evaluate
step 52700, training accuracy 1, 3.61896 msec to evaluate
step 52800, training accuracy 0.94, 3.27444 msec to evaluate
step 52900, training accuracy 0.94, 3.86286 msec to evaluate
test accuracy 0.9622
step 53000, training accuracy 0.98, 3.34883 msec to evaluate
step 53100, training accuracy 0.98, 4.16422 msec to evaluate
step 53200, training accuracy 0.92, 5.23067 msec to evaluate
step 53300, training accuracy 0.98, 3.88765 msec to evaluate
step 53400, training accuracy 1, 3.97921 msec to evaluate
step 53500, training accuracy 0.98, 4.26483 msec to evaluate
step 53600, training accuracy 0.96, 4.22359 msec to evaluate
step 53700, training accuracy 0.96, 4.12011 msec to evaluate
step 53800, training accuracy 0.96, 4.78101 msec to evaluate
step 53900, training accuracy 0.96, 3.53909 msec to evaluate
test accuracy 0.9616
step 54000, training accuracy 0.98, 4.15826 msec to evaluate
step 54100, training accuracy 0.96, 3.9978 msec to evaluate
step 54200, training accuracy 0.98, 3.94011 msec to evaluate
step 54300, training accuracy 0.98, 4.11248 msec to evaluate
step 54400, training accuracy 1, 3.73077 msec to evaluate
step 54500, training accuracy 0.98, 4.0977 msec to evaluate
step 54600, training accuracy 0.98, 4.94361 msec to evaluate
step 54700, training accuracy 0.96, 4.10318 msec to evaluate
step 54800, training accuracy 0.98, 4.35019 msec to evaluate
step 54900, training accuracy 0.94, 3.61276 msec to evaluate
test accuracy 0.9486
step 55000, training accuracy 0.98, 3.61609 msec to evaluate
step 55100, training accuracy 0.96, 4.2448 msec to evaluate
step 55200, training accuracy 1, 3.83115 msec to evaluate
step 55300, training accuracy 1, 4.0226 msec to evaluate
step 55400, training accuracy 0.98, 3.97992 msec to evaluate
step 55500, training accuracy 1, 4.36425 msec to evaluate
step 55600, training accuracy 1, 4.04668 msec to evaluate
step 55700, training accuracy 0.98, 3.93963 msec to evaluate
step 55800, training accuracy 1, 3.88288 msec to evaluate
step 55900, training accuracy 0.98, 3.70955 msec to evaluate
test accuracy 0.9607
step 56000, training accuracy 0.94, 4.17995 msec to evaluate
step 56100, training accuracy 1, 3.38411 msec to evaluate
step 56200, training accuracy 0.96, 3.73459 msec to evaluate
step 56300, training accuracy 0.96, 4.50587 msec to evaluate
step 56400, training accuracy 0.96, 3.82948 msec to evaluate
step 56500, training accuracy 0.96, 4.63653 msec to evaluate
step 56600, training accuracy 0.96, 3.87144 msec to evaluate
step 56700, training accuracy 1, 3.96276 msec to evaluate
step 56800, training accuracy 0.98, 3.57533 msec to evaluate
step 56900, training accuracy 0.96, 4.21858 msec to evaluate
test accuracy 0.9574
step 57000, training accuracy 1, 3.12972 msec to evaluate
step 57100, training accuracy 0.96, 4.21596 msec to evaluate
step 57200, training accuracy 0.94, 3.86286 msec to evaluate
step 57300, training accuracy 0.98, 4.49872 msec to evaluate
step 57400, training accuracy 0.98, 4.09365 msec to evaluate
step 57500, training accuracy 0.98, 4.46868 msec to evaluate
step 57600, training accuracy 0.96, 4.24218 msec to evaluate
step 57700, training accuracy 0.92, 4.16207 msec to evaluate
step 57800, training accuracy 1, 4.39453 msec to evaluate
step 57900, training accuracy 1, 3.71003 msec to evaluate
test accuracy 0.9599
step 58000, training accuracy 1, 4.37999 msec to evaluate
step 58100, training accuracy 0.94, 4.63247 msec to evaluate
step 58200, training accuracy 0.96, 4.02641 msec to evaluate
step 58300, training accuracy 0.94, 3.60298 msec to evaluate
step 58400, training accuracy 1, 3.80754 msec to evaluate
step 58500, training accuracy 0.98, 4.44126 msec to evaluate
step 58600, training accuracy 0.98, 3.70336 msec to evaluate
step 58700, training accuracy 0.88, 4.08316 msec to evaluate
step 58800, training accuracy 1, 4.18019 msec to evaluate
step 58900, training accuracy 0.98, 3.72028 msec to evaluate
test accuracy 0.968
step 59000, training accuracy 0.98, 3.61395 msec to evaluate
step 59100, training accuracy 0.98, 3.73554 msec to evaluate
step 59200, training accuracy 0.98, 4.05335 msec to evaluate
step 59300, training accuracy 0.98, 4.24051 msec to evaluate
step 59400, training accuracy 1, 4.16589 msec to evaluate
step 59500, training accuracy 1, 4.36521 msec to evaluate
step 59600, training accuracy 1, 3.75581 msec to evaluate
step 59700, training accuracy 1, 5.1198 msec to evaluate
step 59800, training accuracy 0.98, 3.85642 msec to evaluate
step 59900, training accuracy 0.92, 3.80468 msec to evaluate
test accuracy 0.9634
step 60000, training accuracy 0.94, 4.04525 msec to evaluate
step 60100, training accuracy 0.98, 4.19092 msec to evaluate
step 60200, training accuracy 0.96, 3.4709 msec to evaluate
step 60300, training accuracy 0.92, 3.87716 msec to evaluate
step 60400, training accuracy 0.98, 4.1039 msec to evaluate
step 60500, training accuracy 0.96, 3.5429 msec to evaluate
step 60600, training accuracy 1, 6.9387 msec to evaluate
step 60700, training accuracy 1, 4.07767 msec to evaluate
step 60800, training accuracy 0.98, 3.85952 msec to evaluate
step 60900, training accuracy 0.92, 4.21023 msec to evaluate
test accuracy 0.9666
step 61000, training accuracy 0.98, 4.71663 msec to evaluate
step 61100, training accuracy 1, 7.55978 msec to evaluate
step 61200, training accuracy 0.96, 3.83425 msec to evaluate
step 61300, training accuracy 0.96, 4.05335 msec to evaluate
step 61400, training accuracy 0.96, 4.02069 msec to evaluate
step 61500, training accuracy 0.94, 4.35972 msec to evaluate
step 61600, training accuracy 0.94, 4.14085 msec to evaluate
step 61700, training accuracy 0.98, 4.22406 msec to evaluate
step 61800, training accuracy 0.98, 3.94797 msec to evaluate
step 61900, training accuracy 0.92, 4.57454 msec to evaluate
test accuracy 0.9669
step 62000, training accuracy 0.98, 4.43792 msec to evaluate
step 62100, training accuracy 1, 3.94583 msec to evaluate
step 62200, training accuracy 1, 4.46081 msec to evaluate
step 62300, training accuracy 0.98, 4.13847 msec to evaluate
step 62400, training accuracy 1, 4.66609 msec to evaluate
step 62500, training accuracy 0.98, 4.10557 msec to evaluate
step 62600, training accuracy 0.94, 3.86977 msec to evaluate
step 62700, training accuracy 0.94, 2.98595 msec to evaluate
step 62800, training accuracy 0.96, 4.18591 msec to evaluate
step 62900, training accuracy 0.96, 4.02284 msec to evaluate
test accuracy 0.9708
step 63000, training accuracy 1, 4.01044 msec to evaluate
step 63100, training accuracy 0.98, 4.06432 msec to evaluate
step 63200, training accuracy 1, 3.77369 msec to evaluate
step 63300, training accuracy 0.98, 4.58312 msec to evaluate
step 63400, training accuracy 0.96, 3.85761 msec to evaluate
step 63500, training accuracy 1, 3.72171 msec to evaluate
step 63600, training accuracy 1, 4.21929 msec to evaluate
step 63700, training accuracy 0.96, 4.21286 msec to evaluate
step 63800, training accuracy 1, 3.74746 msec to evaluate
step 63900, training accuracy 0.98, 3.84998 msec to evaluate
test accuracy 0.9715
step 64000, training accuracy 0.98, 4.45914 msec to evaluate
step 64100, training accuracy 1, 4.3695 msec to evaluate
step 64200, training accuracy 0.96, 4.02665 msec to evaluate
step 64300, training accuracy 1, 4.43792 msec to evaluate
step 64400, training accuracy 0.98, 4.02498 msec to evaluate
step 64500, training accuracy 0.96, 5.16629 msec to evaluate
step 64600, training accuracy 0.96, 4.03476 msec to evaluate
step 64700, training accuracy 0.98, 4.19688 msec to evaluate
step 64800, training accuracy 1, 4.66418 msec to evaluate
step 64900, training accuracy 1, 3.76058 msec to evaluate
test accuracy 0.9635
step 65000, training accuracy 1, 4.17256 msec to evaluate
step 65100, training accuracy 0.96, 4.44984 msec to evaluate
step 65200, training accuracy 1, 3.77202 msec to evaluate
step 65300, training accuracy 0.98, 4.26054 msec to evaluate
step 65400, training accuracy 0.96, 3.72148 msec to evaluate
step 65500, training accuracy 0.98, 4.1039 msec to evaluate
step 65600, training accuracy 0.98, 4.1995 msec to evaluate
step 65700, training accuracy 0.96, 4.20165 msec to evaluate
step 65800, training accuracy 1, 3.9165 msec to evaluate
step 65900, training accuracy 0.98, 4.05192 msec to evaluate
test accuracy 0.9643
step 66000, training accuracy 1, 3.28803 msec to evaluate
step 66100, training accuracy 0.98, 4.02546 msec to evaluate
step 66200, training accuracy 0.96, 4.27747 msec to evaluate
step 66300, training accuracy 1, 3.91364 msec to evaluate
step 66400, training accuracy 0.98, 3.81875 msec to evaluate
step 66500, training accuracy 1, 3.57103 msec to evaluate
step 66600, training accuracy 1, 3.92962 msec to evaluate
step 66700, training accuracy 1, 4.37975 msec to evaluate
step 66800, training accuracy 0.98, 3.92604 msec to evaluate
step 66900, training accuracy 0.98, 4.14658 msec to evaluate
test accuracy 0.9595
step 67000, training accuracy 0.98, 2.97713 msec to evaluate
step 67100, training accuracy 1, 3.31712 msec to evaluate
step 67200, training accuracy 0.92, 4.04549 msec to evaluate
step 67300, training accuracy 0.96, 4.21739 msec to evaluate
step 67400, training accuracy 0.98, 3.86882 msec to evaluate
step 67500, training accuracy 0.94, 4.19664 msec to evaluate
step 67600, training accuracy 0.96, 7.4935 msec to evaluate
step 67700, training accuracy 1, 3.94678 msec to evaluate
step 67800, training accuracy 1, 3.45635 msec to evaluate
step 67900, training accuracy 0.96, 4.01568 msec to evaluate
test accuracy 0.9695
step 68000, training accuracy 1, 4.26435 msec to evaluate
step 68100, training accuracy 0.98, 4.08578 msec to evaluate
step 68200, training accuracy 1, 5.24139 msec to evaluate
step 68300, training accuracy 0.98, 4.81153 msec to evaluate
step 68400, training accuracy 1, 3.83615 msec to evaluate
step 68500, training accuracy 1, 3.80707 msec to evaluate
step 68600, training accuracy 0.94, 4.88687 msec to evaluate
step 68700, training accuracy 0.96, 3.82257 msec to evaluate
step 68800, training accuracy 0.96, 3.60394 msec to evaluate
step 68900, training accuracy 0.94, 3.5758 msec to evaluate
test accuracy 0.9486
step 69000, training accuracy 1, 3.97325 msec to evaluate
step 69100, training accuracy 0.98, 4.69923 msec to evaluate
step 69200, training accuracy 1, 4.26245 msec to evaluate
step 69300, training accuracy 0.98, 3.62802 msec to evaluate
step 69400, training accuracy 1, 4.08006 msec to evaluate
step 69500, training accuracy 0.94, 4.37713 msec to evaluate
step 69600, training accuracy 0.98, 3.93677 msec to evaluate
step 69700, training accuracy 1, 4.34589 msec to evaluate
step 69800, training accuracy 0.96, 3.81684 msec to evaluate
step 69900, training accuracy 0.98, 4.07505 msec to evaluate
test accuracy 0.9712
step 70000, training accuracy 0.94, 2.56658 msec to evaluate
step 70100, training accuracy 0.98, 3.95489 msec to evaluate
step 70200, training accuracy 0.96, 3.49331 msec to evaluate
step 70300, training accuracy 1, 3.85404 msec to evaluate
step 70400, training accuracy 0.98, 3.35932 msec to evaluate
step 70500, training accuracy 1, 3.96585 msec to evaluate
step 70600, training accuracy 0.96, 4.36115 msec to evaluate
step 70700, training accuracy 0.96, 3.92532 msec to evaluate
step 70800, training accuracy 0.94, 3.86119 msec to evaluate
step 70900, training accuracy 1, 3.94058 msec to evaluate
test accuracy 0.9632
step 71000, training accuracy 1, 5.02205 msec to evaluate
step 71100, training accuracy 0.96, 3.73006 msec to evaluate
step 71200, training accuracy 1, 3.62635 msec to evaluate
step 71300, training accuracy 1, 4.23217 msec to evaluate
step 71400, training accuracy 0.92, 3.93748 msec to evaluate
step 71500, training accuracy 0.98, 3.21484 msec to evaluate
step 71600, training accuracy 0.98, 4.18091 msec to evaluate
step 71700, training accuracy 0.96, 4.67062 msec to evaluate
step 71800, training accuracy 0.98, 4.09698 msec to evaluate
step 71900, training accuracy 0.98, 4.2479 msec to evaluate
test accuracy 0.9672
step 72000, training accuracy 0.96, 3.30877 msec to evaluate
step 72100, training accuracy 1, 3.99899 msec to evaluate
step 72200, training accuracy 0.96, 4.11534 msec to evaluate
step 72300, training accuracy 1, 3.88145 msec to evaluate
step 72400, training accuracy 0.98, 4.35233 msec to evaluate
step 72500, training accuracy 0.98, 3.7334 msec to evaluate
step 72600, training accuracy 1, 3.21794 msec to evaluate
step 72700, training accuracy 0.94, 4.1244 msec to evaluate
step 72800, training accuracy 1, 4.13203 msec to evaluate
step 72900, training accuracy 1, 4.11153 msec to evaluate
test accuracy 0.96
step 73000, training accuracy 0.92, 3.16405 msec to evaluate
step 73100, training accuracy 0.96, 4.80151 msec to evaluate
step 73200, training accuracy 1, 4.08506 msec to evaluate
step 73300, training accuracy 1, 4.06504 msec to evaluate
step 73400, training accuracy 1, 3.34096 msec to evaluate
step 73500, training accuracy 1, 4.25649 msec to evaluate
step 73600, training accuracy 1, 4.15945 msec to evaluate
step 73700, training accuracy 0.98, 3.3865 msec to evaluate
step 73800, training accuracy 0.98, 3.98803 msec to evaluate
step 73900, training accuracy 0.94, 3.49164 msec to evaluate
test accuracy 0.9606
step 74000, training accuracy 0.96, 3.75056 msec to evaluate
step 74100, training accuracy 0.94, 3.88145 msec to evaluate
step 74200, training accuracy 0.98, 4.30584 msec to evaluate
step 74300, training accuracy 0.98, 3.83306 msec to evaluate
step 74400, training accuracy 1, 4.0319 msec to evaluate
step 74500, training accuracy 1, 3.60155 msec to evaluate
step 74600, training accuracy 0.98, 4.11868 msec to evaluate
step 74700, training accuracy 0.98, 4.16923 msec to evaluate
step 74800, training accuracy 0.96, 4.21476 msec to evaluate
step 74900, training accuracy 0.98, 4.15325 msec to evaluate
test accuracy 0.9544
step 75000, training accuracy 0.96, 3.61133 msec to evaluate
step 75100, training accuracy 0.98, 4.20499 msec to evaluate
step 75200, training accuracy 0.98, 3.80206 msec to evaluate
step 75300, training accuracy 1, 4.59385 msec to evaluate
step 75400, training accuracy 0.96, 4.97413 msec to evaluate
step 75500, training accuracy 1, 4.07314 msec to evaluate
step 75600, training accuracy 0.96, 4.2913 msec to evaluate
step 75700, training accuracy 0.96, 4.14705 msec to evaluate
step 75800, training accuracy 0.9, 3.6869 msec to evaluate
step 75900, training accuracy 0.94, 3.59273 msec to evaluate
test accuracy 0.9706
step 76000, training accuracy 0.96, 4.04191 msec to evaluate
step 76100, training accuracy 0.98, 3.67594 msec to evaluate
step 76200, training accuracy 1, 3.63278 msec to evaluate
step 76300, training accuracy 0.94, 4.22978 msec to evaluate
step 76400, training accuracy 0.98, 3.9165 msec to evaluate
step 76500, training accuracy 0.98, 3.45421 msec to evaluate
step 76600, training accuracy 0.96, 4.37355 msec to evaluate
step 76700, training accuracy 0.98, 3.66688 msec to evaluate
step 76800, training accuracy 0.92, 4.35233 msec to evaluate
step 76900, training accuracy 1, 4.35686 msec to evaluate
test accuracy 0.9663
step 77000, training accuracy 0.98, 3.69787 msec to evaluate
step 77100, training accuracy 0.96, 4.17995 msec to evaluate
step 77200, training accuracy 1, 4.18091 msec to evaluate
step 77300, training accuracy 1, 4.1523 msec to evaluate
step 77400, training accuracy 0.94, 4.30942 msec to evaluate
step 77500, training accuracy 0.98, 3.45421 msec to evaluate
step 77600, training accuracy 0.98, 4.46868 msec to evaluate
step 77700, training accuracy 0.98, 4.14705 msec to evaluate
step 77800, training accuracy 1, 3.96442 msec to evaluate
step 77900, training accuracy 0.96, 3.69096 msec to evaluate
test accuracy 0.9669
step 78000, training accuracy 0.98, 2.87724 msec to evaluate
step 78100, training accuracy 0.98, 3.46184 msec to evaluate
step 78200, training accuracy 1, 4.18973 msec to evaluate
step 78300, training accuracy 0.98, 3.63851 msec to evaluate
step 78400, training accuracy 1, 4.04358 msec to evaluate
step 78500, training accuracy 1, 3.69549 msec to evaluate
step 78600, training accuracy 0.96, 4.08649 msec to evaluate
step 78700, training accuracy 0.98, 4.42195 msec to evaluate
step 78800, training accuracy 1, 3.56102 msec to evaluate
step 78900, training accuracy 0.98, 3.4945 msec to evaluate
test accuracy 0.966
step 79000, training accuracy 0.98, 4.25124 msec to evaluate
step 79100, training accuracy 1, 3.91531 msec to evaluate
step 79200, training accuracy 1, 3.37839 msec to evaluate
step 79300, training accuracy 0.94, 3.60584 msec to evaluate
step 79400, training accuracy 0.98, 3.78275 msec to evaluate
step 79500, training accuracy 0.94, 4.19426 msec to evaluate
step 79600, training accuracy 1, 3.93367 msec to evaluate
step 79700, training accuracy 0.98, 4.10366 msec to evaluate
step 79800, training accuracy 1, 3.72648 msec to evaluate
step 79900, training accuracy 0.98, 4.77123 msec to evaluate
test accuracy 0.967
step 80000, training accuracy 1, 4.05478 msec to evaluate
step 80100, training accuracy 1, 4.93526 msec to evaluate
step 80200, training accuracy 1, 4.01449 msec to evaluate
step 80300, training accuracy 1, 3.64399 msec to evaluate
step 80400, training accuracy 0.98, 3.43323 msec to evaluate
step 80500, training accuracy 1, 3.6962 msec to evaluate
step 80600, training accuracy 0.98, 4.10366 msec to evaluate
step 80700, training accuracy 0.94, 4.52924 msec to evaluate
step 80800, training accuracy 0.98, 4.10557 msec to evaluate
step 80900, training accuracy 1, 4.10581 msec to evaluate
test accuracy 0.965
step 81000, training accuracy 0.96, 3.61419 msec to evaluate
step 81100, training accuracy 0.98, 3.82614 msec to evaluate
step 81200, training accuracy 0.96, 3.5758 msec to evaluate
step 81300, training accuracy 1, 4.01616 msec to evaluate
step 81400, training accuracy 0.98, 3.53479 msec to evaluate
step 81500, training accuracy 1, 4.71997 msec to evaluate
step 81600, training accuracy 0.98, 3.93009 msec to evaluate
step 81700, training accuracy 1, 3.75152 msec to evaluate
step 81800, training accuracy 1, 4.35019 msec to evaluate
step 81900, training accuracy 0.94, 3.91388 msec to evaluate
test accuracy 0.9656
