NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.14, 36.5701 msec to evaluate
step 38700, training accuracy 0.96, 6.33717 msec to evaluate
step 38800, training accuracy 0.9, 4.12083 msec to evaluate
step 38900, training accuracy 0.96, 3.67212 msec to evaluate
test accuracy 0.9622
step 39000, training accuracy 0.98, 4.31108 msec to evaluate
step 39100, training accuracy 0.96, 4.49872 msec to evaluate
step 39200, training accuracy 1, 4.32324 msec to evaluate
step 39300, training accuracy 0.98, 3.60036 msec to evaluate
step 39400, training accuracy 0.94, 4.33326 msec to evaluate
step 39500, training accuracy 1, 3.88575 msec to evaluate
step 39600, training accuracy 1, 4.24433 msec to evaluate
step 39700, training accuracy 0.96, 4.00901 msec to evaluate
step 39800, training accuracy 0.98, 3.85356 msec to evaluate
step 39900, training accuracy 0.98, 4.41742 msec to evaluate
test accuracy 0.955
step 40000, training accuracy 0.92, 3.56674 msec to evaluate
step 40100, training accuracy 1, 4.38261 msec to evaluate
step 40200, training accuracy 0.96, 4.41742 msec to evaluate
step 40300, training accuracy 0.94, 3.98898 msec to evaluate
step 40400, training accuracy 0.98, 4.16541 msec to evaluate
step 40500, training accuracy 0.98, 4.07696 msec to evaluate
step 40600, training accuracy 0.96, 3.96204 msec to evaluate
step 40700, training accuracy 0.92, 3.9351 msec to evaluate
step 40800, training accuracy 0.98, 4.31585 msec to evaluate
step 40900, training accuracy 0.98, 3.89171 msec to evaluate
test accuracy 0.9607
step 41000, training accuracy 0.96, 4.004 msec to evaluate
step 41100, training accuracy 0.96, 3.68643 msec to evaluate
step 41200, training accuracy 0.96, 3.93772 msec to evaluate
step 41300, training accuracy 0.98, 4.44412 msec to evaluate
step 41400, training accuracy 0.94, 3.65877 msec to evaluate
step 41500, training accuracy 1, 3.73673 msec to evaluate
step 41600, training accuracy 0.96, 3.96419 msec to evaluate
step 41700, training accuracy 0.98, 3.94058 msec to evaluate
step 41800, training accuracy 0.94, 3.53289 msec to evaluate
step 41900, training accuracy 1, 4.42886 msec to evaluate
test accuracy 0.9605
step 42000, training accuracy 0.96, 4.28939 msec to evaluate
step 42100, training accuracy 0.98, 4.20117 msec to evaluate
step 42200, training accuracy 0.98, 4.32467 msec to evaluate
step 42300, training accuracy 0.96, 3.97253 msec to evaluate
step 42400, training accuracy 0.98, 3.9072 msec to evaluate
step 42500, training accuracy 0.98, 4.05264 msec to evaluate
step 42600, training accuracy 0.94, 5.42831 msec to evaluate
step 42700, training accuracy 0.96, 4.02403 msec to evaluate
step 42800, training accuracy 0.96, 4.20713 msec to evaluate
step 42900, training accuracy 0.98, 4.52971 msec to evaluate
test accuracy 0.961
step 43000, training accuracy 1, 2.8944 msec to evaluate
step 43100, training accuracy 0.98, 4.34041 msec to evaluate
step 43200, training accuracy 0.98, 3.91746 msec to evaluate
step 43300, training accuracy 0.96, 4.77624 msec to evaluate
step 43400, training accuracy 0.98, 4.02141 msec to evaluate
step 43500, training accuracy 0.98, 3.92914 msec to evaluate
step 43600, training accuracy 1, 4.06361 msec to evaluate
step 43700, training accuracy 0.98, 4.19688 msec to evaluate
step 43800, training accuracy 1, 3.72195 msec to evaluate
step 43900, training accuracy 0.96, 5.24545 msec to evaluate
test accuracy 0.957
step 44000, training accuracy 0.98, 3.44324 msec to evaluate
step 44100, training accuracy 0.98, 4.25148 msec to evaluate
step 44200, training accuracy 0.96, 4.0133 msec to evaluate
step 44300, training accuracy 1, 4.40145 msec to evaluate
step 44400, training accuracy 0.98, 4.29296 msec to evaluate
step 44500, training accuracy 0.98, 3.95679 msec to evaluate
step 44600, training accuracy 1, 4.37331 msec to evaluate
step 44700, training accuracy 0.94, 4.24266 msec to evaluate
step 44800, training accuracy 0.96, 3.73793 msec to evaluate
step 44900, training accuracy 0.94, 3.82209 msec to evaluate
test accuracy 0.9626
step 45000, training accuracy 0.98, 2.95568 msec to evaluate
step 45100, training accuracy 1, 4.38833 msec to evaluate
step 45200, training accuracy 0.96, 4.22025 msec to evaluate
step 45300, training accuracy 0.96, 4.13084 msec to evaluate
step 45400, training accuracy 1, 4.06551 msec to evaluate
step 45500, training accuracy 0.96, 4.22883 msec to evaluate
step 45600, training accuracy 1, 3.32427 msec to evaluate
step 45700, training accuracy 1, 4.7009 msec to evaluate
step 45800, training accuracy 0.98, 3.93248 msec to evaluate
step 45900, training accuracy 0.96, 3.87812 msec to evaluate
test accuracy 0.9527
step 46000, training accuracy 0.98, 4.09365 msec to evaluate
step 46100, training accuracy 0.92, 4.01711 msec to evaluate
step 46200, training accuracy 0.9, 4.6041 msec to evaluate
step 46300, training accuracy 0.9, 3.39103 msec to evaluate
step 46400, training accuracy 0.94, 3.92127 msec to evaluate
step 46500, training accuracy 0.96, 4.95648 msec to evaluate
step 46600, training accuracy 0.98, 3.92389 msec to evaluate
step 46700, training accuracy 0.98, 4.05192 msec to evaluate
step 46800, training accuracy 0.94, 4.04572 msec to evaluate
step 46900, training accuracy 0.94, 4.05693 msec to evaluate
test accuracy 0.9597
step 47000, training accuracy 0.92, 3.41034 msec to evaluate
step 47100, training accuracy 0.98, 4.39477 msec to evaluate
step 47200, training accuracy 0.96, 4.06909 msec to evaluate
step 47300, training accuracy 0.96, 3.82257 msec to evaluate
step 47400, training accuracy 1, 4.1945 msec to evaluate
step 47500, training accuracy 1, 3.83115 msec to evaluate
step 47600, training accuracy 0.96, 4.26769 msec to evaluate
step 47700, training accuracy 0.98, 4.4589 msec to evaluate
step 47800, training accuracy 1, 3.81351 msec to evaluate
step 47900, training accuracy 1, 4.14133 msec to evaluate
test accuracy 0.9613
step 48000, training accuracy 1, 3.37529 msec to evaluate
step 48100, training accuracy 0.98, 4.64511 msec to evaluate
step 48200, training accuracy 1, 4.14157 msec to evaluate
step 48300, training accuracy 0.94, 3.48306 msec to evaluate
step 48400, training accuracy 0.98, 3.40319 msec to evaluate
step 48500, training accuracy 0.96, 4.40454 msec to evaluate
step 48600, training accuracy 0.98, 3.92246 msec to evaluate
step 48700, training accuracy 0.98, 4.13322 msec to evaluate
step 48800, training accuracy 0.94, 3.73673 msec to evaluate
step 48900, training accuracy 0.98, 4.19641 msec to evaluate
test accuracy 0.9618
step 49000, training accuracy 1, 3.5069 msec to evaluate
step 49100, training accuracy 0.96, 3.7415 msec to evaluate
step 49200, training accuracy 1, 4.58407 msec to evaluate
step 49300, training accuracy 0.96, 4.21977 msec to evaluate
step 49400, training accuracy 0.98, 4.5023 msec to evaluate
step 49500, training accuracy 0.96, 3.40199 msec to evaluate
step 49600, training accuracy 0.92, 3.8538 msec to evaluate
step 49700, training accuracy 1, 5.50199 msec to evaluate
step 49800, training accuracy 1, 3.85547 msec to evaluate
step 49900, training accuracy 1, 3.61323 msec to evaluate
test accuracy 0.9593
step 50000, training accuracy 1, 3.04961 msec to evaluate
step 50100, training accuracy 1, 3.86167 msec to evaluate
step 50200, training accuracy 0.94, 4.74 msec to evaluate
step 50300, training accuracy 0.98, 3.51167 msec to evaluate
step 50400, training accuracy 0.98, 4.13775 msec to evaluate
step 50500, training accuracy 0.92, 4.97174 msec to evaluate
step 50600, training accuracy 1, 3.83019 msec to evaluate
step 50700, training accuracy 0.92, 4.38738 msec to evaluate
step 50800, training accuracy 0.88, 4.13728 msec to evaluate
step 50900, training accuracy 1, 4.38476 msec to evaluate
test accuracy 0.9661
step 51000, training accuracy 0.98, 6.11639 msec to evaluate
step 51100, training accuracy 0.98, 4.11558 msec to evaluate
step 51200, training accuracy 1, 3.51357 msec to evaluate
step 51300, training accuracy 1, 3.89552 msec to evaluate
step 51400, training accuracy 0.96, 4.11963 msec to evaluate
step 51500, training accuracy 1, 4.58837 msec to evaluate
step 51600, training accuracy 1, 3.97658 msec to evaluate
step 51700, training accuracy 0.98, 4.42171 msec to evaluate
step 51800, training accuracy 1, 4.72283 msec to evaluate
step 51900, training accuracy 0.98, 3.92628 msec to evaluate
test accuracy 0.9623
step 52000, training accuracy 0.96, 3.59941 msec to evaluate
step 52100, training accuracy 1, 4.20284 msec to evaluate
step 52200, training accuracy 0.94, 4.07243 msec to evaluate
step 52300, training accuracy 0.98, 4.23884 msec to evaluate
step 52400, training accuracy 1, 4.04119 msec to evaluate
step 52500, training accuracy 0.98, 3.85666 msec to evaluate
step 52600, training accuracy 0.98, 3.91126 msec to evaluate
step 52700, training accuracy 0.9, 3.68977 msec to evaluate
step 52800, training accuracy 0.96, 3.61347 msec to evaluate
step 52900, training accuracy 0.92, 4.03476 msec to evaluate
test accuracy 0.9635
step 53000, training accuracy 1, 3.42941 msec to evaluate
step 53100, training accuracy 1, 5.22971 msec to evaluate
step 53200, training accuracy 0.98, 3.9494 msec to evaluate
step 53300, training accuracy 1, 4.42815 msec to evaluate
step 53400, training accuracy 0.94, 3.60608 msec to evaluate
step 53500, training accuracy 0.98, 3.98397 msec to evaluate
step 53600, training accuracy 1, 4.01926 msec to evaluate
step 53700, training accuracy 0.94, 4.45747 msec to evaluate
step 53800, training accuracy 0.94, 4.47154 msec to evaluate
step 53900, training accuracy 0.98, 4.09794 msec to evaluate
test accuracy 0.9629
step 54000, training accuracy 0.98, 3.94845 msec to evaluate
step 54100, training accuracy 0.96, 4.14181 msec to evaluate
step 54200, training accuracy 0.98, 3.474 msec to evaluate
step 54300, training accuracy 0.94, 3.72338 msec to evaluate
step 54400, training accuracy 0.98, 3.4883 msec to evaluate
step 54500, training accuracy 0.92, 4.04453 msec to evaluate
step 54600, training accuracy 1, 4.38595 msec to evaluate
step 54700, training accuracy 0.98, 3.49808 msec to evaluate
step 54800, training accuracy 0.94, 4.13752 msec to evaluate
step 54900, training accuracy 0.96, 4.29916 msec to evaluate
test accuracy 0.9651
step 55000, training accuracy 0.98, 4.8697 msec to evaluate
step 55100, training accuracy 0.98, 4.37307 msec to evaluate
step 55200, training accuracy 0.96, 3.88193 msec to evaluate
step 55300, training accuracy 0.96, 5.24187 msec to evaluate
step 55400, training accuracy 0.98, 4.32563 msec to evaluate
step 55500, training accuracy 0.98, 4.02021 msec to evaluate
step 55600, training accuracy 1, 4.07529 msec to evaluate
step 55700, training accuracy 0.94, 4.73452 msec to evaluate
step 55800, training accuracy 0.96, 4.00329 msec to evaluate
step 55900, training accuracy 0.98, 3.77989 msec to evaluate
test accuracy 0.9606
step 56000, training accuracy 1, 3.32117 msec to evaluate
step 56100, training accuracy 0.98, 3.59178 msec to evaluate
step 56200, training accuracy 0.96, 4.2696 msec to evaluate
step 56300, training accuracy 0.94, 3.70336 msec to evaluate
step 56400, training accuracy 0.98, 4.17757 msec to evaluate
step 56500, training accuracy 1, 4.36306 msec to evaluate
step 56600, training accuracy 0.92, 3.83973 msec to evaluate
step 56700, training accuracy 1, 3.90649 msec to evaluate
step 56800, training accuracy 1, 4.76837 msec to evaluate
step 56900, training accuracy 0.94, 3.85571 msec to evaluate
test accuracy 0.9615
step 57000, training accuracy 0.96, 4.62604 msec to evaluate
step 57100, training accuracy 0.96, 3.84784 msec to evaluate
step 57200, training accuracy 1, 3.41702 msec to evaluate
step 57300, training accuracy 1, 3.64995 msec to evaluate
step 57400, training accuracy 1, 4.26769 msec to evaluate
step 57500, training accuracy 0.98, 3.83615 msec to evaluate
step 57600, training accuracy 0.98, 3.99208 msec to evaluate
step 57700, training accuracy 1, 4.12822 msec to evaluate
step 57800, training accuracy 1, 4.13632 msec to evaluate
step 57900, training accuracy 0.96, 3.50308 msec to evaluate
test accuracy 0.9544
step 58000, training accuracy 0.98, 3.94654 msec to evaluate
step 58100, training accuracy 0.98, 3.89791 msec to evaluate
step 58200, training accuracy 0.98, 4.44198 msec to evaluate
step 58300, training accuracy 0.98, 3.42941 msec to evaluate
step 58400, training accuracy 1, 3.95322 msec to evaluate
step 58500, training accuracy 1, 3.6931 msec to evaluate
step 58600, training accuracy 1, 3.94487 msec to evaluate
step 58700, training accuracy 0.96, 3.83663 msec to evaluate
step 58800, training accuracy 0.98, 3.64208 msec to evaluate
step 58900, training accuracy 0.98, 4.10008 msec to evaluate
test accuracy 0.9616
step 59000, training accuracy 0.98, 4.36497 msec to evaluate
step 59100, training accuracy 0.96, 3.98111 msec to evaluate
step 59200, training accuracy 0.98, 4.04167 msec to evaluate
step 59300, training accuracy 0.98, 3.83949 msec to evaluate
step 59400, training accuracy 0.94, 3.65567 msec to evaluate
step 59500, training accuracy 0.96, 5.26214 msec to evaluate
step 59600, training accuracy 1, 4.01688 msec to evaluate
step 59700, training accuracy 0.96, 4.6134 msec to evaluate
step 59800, training accuracy 1, 4.57478 msec to evaluate
step 59900, training accuracy 0.96, 3.83496 msec to evaluate
test accuracy 0.9597
step 60000, training accuracy 0.98, 4.17709 msec to evaluate
step 60100, training accuracy 0.96, 3.66616 msec to evaluate
step 60200, training accuracy 1, 4.20022 msec to evaluate
step 60300, training accuracy 0.96, 3.83568 msec to evaluate
step 60400, training accuracy 0.98, 4.0679 msec to evaluate
step 60500, training accuracy 0.88, 4.00257 msec to evaluate
step 60600, training accuracy 1, 4.60505 msec to evaluate
step 60700, training accuracy 1, 4.20761 msec to evaluate
step 60800, training accuracy 1, 3.46565 msec to evaluate
step 60900, training accuracy 0.96, 3.96967 msec to evaluate
test accuracy 0.9588
step 61000, training accuracy 1, 3.87836 msec to evaluate
step 61100, training accuracy 1, 4.36974 msec to evaluate
step 61200, training accuracy 1, 4.21858 msec to evaluate
step 61300, training accuracy 0.94, 4.06075 msec to evaluate
step 61400, training accuracy 1, 4.0102 msec to evaluate
step 61500, training accuracy 0.98, 3.8023 msec to evaluate
step 61600, training accuracy 1, 3.85785 msec to evaluate
step 61700, training accuracy 1, 3.48544 msec to evaluate
step 61800, training accuracy 0.98, 4.05526 msec to evaluate
step 61900, training accuracy 0.96, 3.52764 msec to evaluate
test accuracy 0.9647
step 62000, training accuracy 1, 3.25727 msec to evaluate
step 62100, training accuracy 0.98, 4.19807 msec to evaluate
step 62200, training accuracy 1, 3.76058 msec to evaluate
step 62300, training accuracy 1, 4.82678 msec to evaluate
step 62400, training accuracy 0.96, 4.2634 msec to evaluate
step 62500, training accuracy 1, 4.02737 msec to evaluate
step 62600, training accuracy 0.96, 3.9587 msec to evaluate
step 62700, training accuracy 1, 3.53527 msec to evaluate
step 62800, training accuracy 0.98, 4.41575 msec to evaluate
step 62900, training accuracy 0.98, 3.88908 msec to evaluate
test accuracy 0.9654
step 63000, training accuracy 0.92, 3.11756 msec to evaluate
step 63100, training accuracy 0.98, 4.1194 msec to evaluate
step 63200, training accuracy 0.96, 3.90458 msec to evaluate
step 63300, training accuracy 0.96, 3.69978 msec to evaluate
step 63400, training accuracy 0.96, 4.03547 msec to evaluate
step 63500, training accuracy 0.98, 3.85118 msec to evaluate
step 63600, training accuracy 0.94, 4.78387 msec to evaluate
step 63700, training accuracy 0.96, 4.30059 msec to evaluate
step 63800, training accuracy 0.98, 3.58677 msec to evaluate
step 63900, training accuracy 0.94, 3.84712 msec to evaluate
test accuracy 0.9643
step 64000, training accuracy 1, 3.48091 msec to evaluate
step 64100, training accuracy 1, 4.07314 msec to evaluate
step 64200, training accuracy 0.96, 3.97778 msec to evaluate
step 64300, training accuracy 0.96, 3.33357 msec to evaluate
step 64400, training accuracy 0.98, 4.28915 msec to evaluate
step 64500, training accuracy 0.94, 4.28081 msec to evaluate
step 64600, training accuracy 0.9, 3.90649 msec to evaluate
step 64700, training accuracy 1, 3.56603 msec to evaluate
step 64800, training accuracy 0.98, 5.14817 msec to evaluate
step 64900, training accuracy 0.94, 3.46375 msec to evaluate
test accuracy 0.9685
step 65000, training accuracy 0.98, 4.46463 msec to evaluate
step 65100, training accuracy 0.98, 3.85857 msec to evaluate
step 65200, training accuracy 0.98, 3.6602 msec to evaluate
step 65300, training accuracy 0.96, 4.16231 msec to evaluate
step 65400, training accuracy 0.96, 4.33636 msec to evaluate
step 65500, training accuracy 0.96, 3.87621 msec to evaluate
step 65600, training accuracy 0.96, 4.35138 msec to evaluate
step 65700, training accuracy 1, 4.29654 msec to evaluate
step 65800, training accuracy 0.98, 4.24504 msec to evaluate
step 65900, training accuracy 0.96, 4.78578 msec to evaluate
test accuracy 0.9695
step 66000, training accuracy 1, 3.43561 msec to evaluate
step 66100, training accuracy 1, 4.39692 msec to evaluate
step 66200, training accuracy 0.94, 4.15707 msec to evaluate
step 66300, training accuracy 1, 3.90577 msec to evaluate
step 66400, training accuracy 0.98, 4.20856 msec to evaluate
step 66500, training accuracy 0.96, 4.06528 msec to evaluate
step 66600, training accuracy 0.98, 4.32491 msec to evaluate
step 66700, training accuracy 0.98, 4.4241 msec to evaluate
step 66800, training accuracy 1, 4.06933 msec to evaluate
step 66900, training accuracy 0.96, 4.00472 msec to evaluate
test accuracy 0.9672
step 67000, training accuracy 0.98, 4.10223 msec to evaluate
step 67100, training accuracy 0.94, 3.45325 msec to evaluate
step 67200, training accuracy 0.98, 4.58193 msec to evaluate
step 67300, training accuracy 1, 3.83139 msec to evaluate
step 67400, training accuracy 0.98, 3.96824 msec to evaluate
step 67500, training accuracy 0.98, 4.36425 msec to evaluate
step 67600, training accuracy 0.94, 4.03214 msec to evaluate
step 67700, training accuracy 0.98, 4.18711 msec to evaluate
step 67800, training accuracy 1, 3.90029 msec to evaluate
step 67900, training accuracy 0.98, 4.05526 msec to evaluate
test accuracy 0.9665
step 68000, training accuracy 1, 4.73714 msec to evaluate
step 68100, training accuracy 1, 4.462 msec to evaluate
step 68200, training accuracy 0.94, 3.95441 msec to evaluate
step 68300, training accuracy 0.98, 4.28319 msec to evaluate
step 68400, training accuracy 1, 3.96895 msec to evaluate
step 68500, training accuracy 1, 4.0071 msec to evaluate
step 68600, training accuracy 1, 3.74699 msec to evaluate
step 68700, training accuracy 0.96, 3.4883 msec to evaluate
step 68800, training accuracy 0.98, 3.90196 msec to evaluate
step 68900, training accuracy 0.98, 3.85046 msec to evaluate
test accuracy 0.9662
step 69000, training accuracy 0.96, 4.5042 msec to evaluate
step 69100, training accuracy 0.96, 4.57191 msec to evaluate
step 69200, training accuracy 0.98, 3.70932 msec to evaluate
step 69300, training accuracy 0.98, 3.29161 msec to evaluate
step 69400, training accuracy 0.92, 4.21929 msec to evaluate
step 69500, training accuracy 0.94, 4.60315 msec to evaluate
step 69600, training accuracy 0.94, 4.23145 msec to evaluate
step 69700, training accuracy 0.96, 4.73094 msec to evaluate
step 69800, training accuracy 0.98, 4.08959 msec to evaluate
step 69900, training accuracy 1, 4.14562 msec to evaluate
test accuracy 0.9636
step 70000, training accuracy 0.96, 3.99208 msec to evaluate
step 70100, training accuracy 0.96, 5.04875 msec to evaluate
step 70200, training accuracy 0.98, 4.5166 msec to evaluate
step 70300, training accuracy 0.98, 3.91865 msec to evaluate
step 70400, training accuracy 0.98, 3.28827 msec to evaluate
step 70500, training accuracy 0.96, 4.15826 msec to evaluate
step 70600, training accuracy 1, 4.35901 msec to evaluate
step 70700, training accuracy 1, 3.87812 msec to evaluate
step 70800, training accuracy 0.98, 4.01092 msec to evaluate
step 70900, training accuracy 0.96, 4.19688 msec to evaluate
test accuracy 0.9654
step 71000, training accuracy 0.98, 4.55713 msec to evaluate
step 71100, training accuracy 1, 4.03976 msec to evaluate
step 71200, training accuracy 0.98, 4.4167 msec to evaluate
step 71300, training accuracy 0.98, 4.09961 msec to evaluate
step 71400, training accuracy 0.96, 4.06408 msec to evaluate
step 71500, training accuracy 0.98, 3.59273 msec to evaluate
step 71600, training accuracy 1, 3.81589 msec to evaluate
step 71700, training accuracy 0.98, 4.55427 msec to evaluate
step 71800, training accuracy 0.96, 4.13942 msec to evaluate
step 71900, training accuracy 0.96, 3.96323 msec to evaluate
test accuracy 0.9692
step 72000, training accuracy 0.94, 4.215 msec to evaluate
step 72100, training accuracy 0.96, 4.6041 msec to evaluate
step 72200, training accuracy 0.98, 5.81312 msec to evaluate
step 72300, training accuracy 0.9, 4.08673 msec to evaluate
step 72400, training accuracy 1, 4.05979 msec to evaluate
step 72500, training accuracy 0.98, 4.67086 msec to evaluate
step 72600, training accuracy 0.98, 4.14658 msec to evaluate
step 72700, training accuracy 0.96, 3.64685 msec to evaluate
step 72800, training accuracy 0.88, 4.3323 msec to evaluate
step 72900, training accuracy 0.98, 4.15063 msec to evaluate
test accuracy 0.9668
step 73000, training accuracy 1, 4.45247 msec to evaluate
step 73100, training accuracy 1, 4.47631 msec to evaluate
step 73200, training accuracy 0.96, 3.88288 msec to evaluate
step 73300, training accuracy 0.96, 4.32181 msec to evaluate
step 73400, training accuracy 1, 3.83091 msec to evaluate
step 73500, training accuracy 0.96, 4.17495 msec to evaluate
step 73600, training accuracy 1, 4.38786 msec to evaluate
step 73700, training accuracy 0.98, 4.69303 msec to evaluate
step 73800, training accuracy 0.98, 3.55363 msec to evaluate
step 73900, training accuracy 0.98, 4.26817 msec to evaluate
test accuracy 0.9642
step 74000, training accuracy 0.98, 4.20237 msec to evaluate
step 74100, training accuracy 1, 4.30369 msec to evaluate
step 74200, training accuracy 0.98, 3.70908 msec to evaluate
step 74300, training accuracy 0.98, 4.81796 msec to evaluate
step 74400, training accuracy 0.98, 4.03738 msec to evaluate
step 74500, training accuracy 0.96, 3.64947 msec to evaluate
step 74600, training accuracy 0.96, 4.37379 msec to evaluate
step 74700, training accuracy 0.98, 4.02761 msec to evaluate
step 74800, training accuracy 0.92, 4.09651 msec to evaluate
step 74900, training accuracy 0.98, 4.04501 msec to evaluate
test accuracy 0.9641
step 75000, training accuracy 1, 3.47447 msec to evaluate
step 75100, training accuracy 0.9, 4.68183 msec to evaluate
step 75200, training accuracy 1, 4.42743 msec to evaluate
step 75300, training accuracy 1, 4.28271 msec to evaluate
step 75400, training accuracy 1, 4.21119 msec to evaluate
step 75500, training accuracy 0.96, 5.6076 msec to evaluate
step 75600, training accuracy 0.92, 4.07577 msec to evaluate
step 75700, training accuracy 1, 3.74055 msec to evaluate
step 75800, training accuracy 1, 3.93963 msec to evaluate
step 75900, training accuracy 0.96, 3.24154 msec to evaluate
test accuracy 0.9671
step 76000, training accuracy 0.98, 5.34463 msec to evaluate
step 76100, training accuracy 0.98, 6.53219 msec to evaluate
step 76200, training accuracy 0.94, 4.09365 msec to evaluate
step 76300, training accuracy 0.98, 3.50809 msec to evaluate
step 76400, training accuracy 0.96, 4.27675 msec to evaluate
step 76500, training accuracy 0.96, 4.0772 msec to evaluate
step 76600, training accuracy 0.96, 4.28605 msec to evaluate
step 76700, training accuracy 0.98, 4.89593 msec to evaluate
step 76800, training accuracy 0.96, 4.46749 msec to evaluate
step 76900, training accuracy 0.98, 4.13394 msec to evaluate
test accuracy 0.9659
step 77000, training accuracy 1, 3.75772 msec to evaluate
step 77100, training accuracy 0.96, 4.14872 msec to evaluate
step 77200, training accuracy 0.98, 3.82423 msec to evaluate
step 77300, training accuracy 0.98, 3.77035 msec to evaluate
step 77400, training accuracy 0.98, 4.07028 msec to evaluate
step 77500, training accuracy 0.9, 4.56262 msec to evaluate
step 77600, training accuracy 1, 4.1182 msec to evaluate
step 77700, training accuracy 1, 4.16851 msec to evaluate
step 77800, training accuracy 0.96, 3.78919 msec to evaluate
step 77900, training accuracy 1, 4.75454 msec to evaluate
test accuracy 0.9686
step 78000, training accuracy 0.96, 4.66728 msec to evaluate
step 78100, training accuracy 0.96, 3.40796 msec to evaluate
step 78200, training accuracy 0.98, 4.25553 msec to evaluate
step 78300, training accuracy 1, 4.14872 msec to evaluate
step 78400, training accuracy 0.98, 3.80588 msec to evaluate
step 78500, training accuracy 1, 4.45032 msec to evaluate
step 78600, training accuracy 0.98, 4.62365 msec to evaluate
step 78700, training accuracy 0.98, 3.77107 msec to evaluate
step 78800, training accuracy 0.98, 3.66592 msec to evaluate
step 78900, training accuracy 0.98, 4.00591 msec to evaluate
test accuracy 0.97
step 79000, training accuracy 1, 3.67117 msec to evaluate
step 79100, training accuracy 0.98, 4.56285 msec to evaluate
step 79200, training accuracy 0.94, 3.70383 msec to evaluate
step 79300, training accuracy 1, 4.26316 msec to evaluate
step 79400, training accuracy 0.98, 3.72028 msec to evaluate
step 79500, training accuracy 1, 4.47822 msec to evaluate
step 79600, training accuracy 0.96, 3.92699 msec to evaluate
step 79700, training accuracy 0.98, 4.94981 msec to evaluate
step 79800, training accuracy 1, 3.79753 msec to evaluate
step 79900, training accuracy 1, 3.93748 msec to evaluate
test accuracy 0.9674
step 80000, training accuracy 0.94, 3.62134 msec to evaluate
step 80100, training accuracy 0.96, 4.51183 msec to evaluate
step 80200, training accuracy 0.92, 3.81231 msec to evaluate
step 80300, training accuracy 0.98, 3.48902 msec to evaluate
step 80400, training accuracy 1, 3.72601 msec to evaluate
step 80500, training accuracy 1, 3.65424 msec to evaluate
step 80600, training accuracy 0.98, 4.73499 msec to evaluate
step 80700, training accuracy 0.98, 3.8116 msec to evaluate
step 80800, training accuracy 0.98, 3.65114 msec to evaluate
step 80900, training accuracy 0.98, 4.89616 msec to evaluate
test accuracy 0.9703
step 81000, training accuracy 1, 4.63486 msec to evaluate
step 81100, training accuracy 0.98, 4.32563 msec to evaluate
step 81200, training accuracy 1, 3.66926 msec to evaluate
step 81300, training accuracy 1, 4.01831 msec to evaluate
step 81400, training accuracy 1, 3.7446 msec to evaluate
step 81500, training accuracy 0.98, 4.53639 msec to evaluate
step 81600, training accuracy 1, 3.93748 msec to evaluate
step 81700, training accuracy 1, 3.82185 msec to evaluate
step 81800, training accuracy 0.98, 4.24218 msec to evaluate
