NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.06, 36.5419 msec to evaluate
step 38800, training accuracy 0.96, 3.5522 msec to evaluate
step 38900, training accuracy 0.98, 3.92723 msec to evaluate
test accuracy 0.9601
step 39000, training accuracy 0.98, 3.67117 msec to evaluate
step 39100, training accuracy 0.92, 4.31418 msec to evaluate
step 39200, training accuracy 1, 4.07195 msec to evaluate
step 39300, training accuracy 0.94, 4.64535 msec to evaluate
step 39400, training accuracy 0.96, 3.86596 msec to evaluate
step 39500, training accuracy 1, 5.12815 msec to evaluate
step 39600, training accuracy 1, 3.49259 msec to evaluate
step 39700, training accuracy 0.94, 4.11701 msec to evaluate
step 39800, training accuracy 1, 4.14848 msec to evaluate
step 39900, training accuracy 0.98, 3.85165 msec to evaluate
test accuracy 0.9623
step 40000, training accuracy 0.94, 3.73912 msec to evaluate
step 40100, training accuracy 0.96, 3.93081 msec to evaluate
step 40200, training accuracy 0.94, 4.34446 msec to evaluate
step 40300, training accuracy 1, 3.70407 msec to evaluate
step 40400, training accuracy 0.94, 4.16231 msec to evaluate
step 40500, training accuracy 1, 3.61538 msec to evaluate
step 40600, training accuracy 1, 4.47512 msec to evaluate
step 40700, training accuracy 1, 3.05963 msec to evaluate
step 40800, training accuracy 1, 3.90601 msec to evaluate
step 40900, training accuracy 1, 4.14371 msec to evaluate
test accuracy 0.9597
step 41000, training accuracy 0.96, 3.56388 msec to evaluate
step 41100, training accuracy 0.98, 4.33683 msec to evaluate
step 41200, training accuracy 1, 4.54593 msec to evaluate
step 41300, training accuracy 0.98, 4.1945 msec to evaluate
step 41400, training accuracy 0.98, 4.26197 msec to evaluate
step 41500, training accuracy 0.96, 4.30012 msec to evaluate
step 41600, training accuracy 1, 3.70383 msec to evaluate
step 41700, training accuracy 0.98, 4.12083 msec to evaluate
step 41800, training accuracy 0.96, 4.85849 msec to evaluate
step 41900, training accuracy 1, 3.90959 msec to evaluate
test accuracy 0.9641
step 42000, training accuracy 1, 4.07243 msec to evaluate
step 42100, training accuracy 0.94, 4.26388 msec to evaluate
step 42200, training accuracy 0.96, 4.10461 msec to evaluate
step 42300, training accuracy 0.98, 4.5073 msec to evaluate
step 42400, training accuracy 0.94, 4.06909 msec to evaluate
step 42500, training accuracy 0.9, 4.72689 msec to evaluate
step 42600, training accuracy 0.94, 4.50635 msec to evaluate
step 42700, training accuracy 1, 3.4194 msec to evaluate
step 42800, training accuracy 0.96, 4.12798 msec to evaluate
step 42900, training accuracy 0.96, 3.47972 msec to evaluate
test accuracy 0.9612
step 43000, training accuracy 0.98, 3.52645 msec to evaluate
step 43100, training accuracy 0.94, 4.56142 msec to evaluate
step 43200, training accuracy 0.94, 4.70304 msec to evaluate
step 43300, training accuracy 0.98, 4.2913 msec to evaluate
step 43400, training accuracy 0.98, 3.80611 msec to evaluate
step 43500, training accuracy 0.94, 4.09961 msec to evaluate
step 43600, training accuracy 1, 3.46613 msec to evaluate
step 43700, training accuracy 0.98, 4.20165 msec to evaluate
step 43800, training accuracy 0.98, 4.26221 msec to evaluate
step 43900, training accuracy 0.98, 3.78919 msec to evaluate
test accuracy 0.9666
step 44000, training accuracy 0.98, 4.99058 msec to evaluate
step 44100, training accuracy 1, 3.48282 msec to evaluate
step 44200, training accuracy 0.96, 4.52733 msec to evaluate
step 44300, training accuracy 0.96, 3.80445 msec to evaluate
step 44400, training accuracy 1, 4.26054 msec to evaluate
step 44500, training accuracy 0.96, 4.05693 msec to evaluate
step 44600, training accuracy 1, 3.44539 msec to evaluate
step 44700, training accuracy 1, 4.39382 msec to evaluate
step 44800, training accuracy 1, 4.06766 msec to evaluate
step 44900, training accuracy 0.98, 4.14777 msec to evaluate
test accuracy 0.963
step 45000, training accuracy 0.96, 2.69699 msec to evaluate
step 45100, training accuracy 0.94, 3.57485 msec to evaluate
step 45200, training accuracy 0.98, 3.90601 msec to evaluate
step 45300, training accuracy 0.98, 4.24218 msec to evaluate
step 45400, training accuracy 1, 3.4523 msec to evaluate
step 45500, training accuracy 0.98, 4.20547 msec to evaluate
step 45600, training accuracy 0.98, 3.55935 msec to evaluate
step 45700, training accuracy 0.96, 3.45922 msec to evaluate
step 45800, training accuracy 1, 3.93796 msec to evaluate
step 45900, training accuracy 1, 3.70741 msec to evaluate
test accuracy 0.9615
step 46000, training accuracy 0.96, 3.40843 msec to evaluate
step 46100, training accuracy 0.98, 4.36997 msec to evaluate
step 46200, training accuracy 0.94, 3.8774 msec to evaluate
step 46300, training accuracy 0.98, 4.24123 msec to evaluate
step 46400, training accuracy 1, 4.43006 msec to evaluate
step 46500, training accuracy 0.96, 3.85427 msec to evaluate
step 46600, training accuracy 0.98, 4.3025 msec to evaluate
step 46700, training accuracy 0.96, 3.793 msec to evaluate
step 46800, training accuracy 0.98, 4.24528 msec to evaluate
step 46900, training accuracy 0.98, 3.79992 msec to evaluate
test accuracy 0.9647
step 47000, training accuracy 1, 3.98493 msec to evaluate
step 47100, training accuracy 1, 4.54926 msec to evaluate
step 47200, training accuracy 0.92, 4.45032 msec to evaluate
step 47300, training accuracy 0.94, 3.31354 msec to evaluate
step 47400, training accuracy 1, 3.94344 msec to evaluate
step 47500, training accuracy 0.94, 3.69644 msec to evaluate
step 47600, training accuracy 0.98, 4.22072 msec to evaluate
step 47700, training accuracy 0.98, 3.92294 msec to evaluate
step 47800, training accuracy 1, 4.31108 msec to evaluate
step 47900, training accuracy 1, 3.86739 msec to evaluate
test accuracy 0.9613
step 48000, training accuracy 1, 3.38936 msec to evaluate
step 48100, training accuracy 1, 4.1151 msec to evaluate
step 48200, training accuracy 0.96, 3.87383 msec to evaluate
step 48300, training accuracy 0.96, 3.99065 msec to evaluate
step 48400, training accuracy 0.98, 4.35567 msec to evaluate
step 48500, training accuracy 0.94, 3.81041 msec to evaluate
step 48600, training accuracy 0.96, 3.8836 msec to evaluate
step 48700, training accuracy 0.96, 3.99661 msec to evaluate
step 48800, training accuracy 0.96, 4.08077 msec to evaluate
step 48900, training accuracy 0.98, 4.17757 msec to evaluate
test accuracy 0.9629
step 49000, training accuracy 0.98, 4.7915 msec to evaluate
step 49100, training accuracy 1, 4.0555 msec to evaluate
step 49200, training accuracy 1, 3.94058 msec to evaluate
step 49300, training accuracy 0.94, 4.26817 msec to evaluate
step 49400, training accuracy 1, 3.99041 msec to evaluate
step 49500, training accuracy 1, 3.67332 msec to evaluate
step 49600, training accuracy 0.98, 5.04041 msec to evaluate
step 49700, training accuracy 0.98, 3.81899 msec to evaluate
step 49800, training accuracy 0.96, 3.89385 msec to evaluate
step 49900, training accuracy 1, 3.86214 msec to evaluate
test accuracy 0.9638
step 50000, training accuracy 0.96, 4.82535 msec to evaluate
step 50100, training accuracy 0.98, 4.00639 msec to evaluate
step 50200, training accuracy 0.94, 3.52716 msec to evaluate
step 50300, training accuracy 1, 4.16827 msec to evaluate
step 50400, training accuracy 1, 3.87907 msec to evaluate
step 50500, training accuracy 0.96, 3.75104 msec to evaluate
step 50600, training accuracy 0.96, 7.01308 msec to evaluate
step 50700, training accuracy 0.98, 4.10175 msec to evaluate
step 50800, training accuracy 0.98, 3.82805 msec to evaluate
step 50900, training accuracy 0.98, 3.67022 msec to evaluate
test accuracy 0.9641
step 51000, training accuracy 0.96, 3.94201 msec to evaluate
step 51100, training accuracy 1, 4.23789 msec to evaluate
step 51200, training accuracy 0.94, 4.17542 msec to evaluate
step 51300, training accuracy 0.98, 4.0834 msec to evaluate
step 51400, training accuracy 0.96, 4.22096 msec to evaluate
step 51500, training accuracy 1, 4.10604 msec to evaluate
step 51600, training accuracy 0.98, 4.68874 msec to evaluate
step 51700, training accuracy 0.98, 4.89593 msec to evaluate
step 51800, training accuracy 1, 4.03595 msec to evaluate
step 51900, training accuracy 0.98, 4.58431 msec to evaluate
test accuracy 0.9653
step 52000, training accuracy 1, 3.76892 msec to evaluate
step 52100, training accuracy 1, 4.1492 msec to evaluate
step 52200, training accuracy 0.96, 3.74699 msec to evaluate
step 52300, training accuracy 1, 3.824 msec to evaluate
step 52400, training accuracy 0.98, 4.11344 msec to evaluate
step 52500, training accuracy 0.98, 3.88002 msec to evaluate
step 52600, training accuracy 0.94, 3.92151 msec to evaluate
step 52700, training accuracy 1, 5.03564 msec to evaluate
step 52800, training accuracy 1, 3.3102 msec to evaluate
step 52900, training accuracy 0.94, 3.8178 msec to evaluate
test accuracy 0.9642
step 53000, training accuracy 0.98, 3.89266 msec to evaluate
step 53100, training accuracy 1, 4.41504 msec to evaluate
step 53200, training accuracy 1, 3.5007 msec to evaluate
step 53300, training accuracy 1, 4.07672 msec to evaluate
step 53400, training accuracy 0.96, 4.16088 msec to evaluate
step 53500, training accuracy 0.98, 3.76606 msec to evaluate
step 53600, training accuracy 0.96, 4.36664 msec to evaluate
step 53700, training accuracy 0.92, 4.0834 msec to evaluate
step 53800, training accuracy 0.96, 4.64153 msec to evaluate
step 53900, training accuracy 0.96, 3.64184 msec to evaluate
test accuracy 0.9629
step 54000, training accuracy 1, 4.41456 msec to evaluate
step 54100, training accuracy 0.98, 4.004 msec to evaluate
step 54200, training accuracy 0.96, 3.56746 msec to evaluate
step 54300, training accuracy 1, 3.87239 msec to evaluate
step 54400, training accuracy 1, 3.67188 msec to evaluate
step 54500, training accuracy 1, 3.70312 msec to evaluate
step 54600, training accuracy 0.98, 3.96347 msec to evaluate
step 54700, training accuracy 0.98, 4.25982 msec to evaluate
step 54800, training accuracy 0.94, 4.08959 msec to evaluate
step 54900, training accuracy 0.94, 3.86667 msec to evaluate
test accuracy 0.9637
step 55000, training accuracy 0.96, 4.47869 msec to evaluate
step 55100, training accuracy 0.98, 3.89552 msec to evaluate
step 55200, training accuracy 0.98, 4.13132 msec to evaluate
step 55300, training accuracy 1, 4.44269 msec to evaluate
step 55400, training accuracy 1, 4.19545 msec to evaluate
step 55500, training accuracy 1, 4.34661 msec to evaluate
step 55600, training accuracy 0.96, 4.12583 msec to evaluate
step 55700, training accuracy 0.96, 4.10151 msec to evaluate
step 55800, training accuracy 1, 3.63588 msec to evaluate
step 55900, training accuracy 0.98, 3.90196 msec to evaluate
test accuracy 0.9584
step 56000, training accuracy 0.98, 4.47559 msec to evaluate
step 56100, training accuracy 0.98, 3.66974 msec to evaluate
step 56200, training accuracy 0.96, 4.06265 msec to evaluate
step 56300, training accuracy 0.98, 3.95226 msec to evaluate
step 56400, training accuracy 1, 4.05169 msec to evaluate
step 56500, training accuracy 1, 4.32372 msec to evaluate
step 56600, training accuracy 1, 4.31585 msec to evaluate
step 56700, training accuracy 0.92, 4.23622 msec to evaluate
step 56800, training accuracy 1, 3.55554 msec to evaluate
step 56900, training accuracy 1, 3.97253 msec to evaluate
test accuracy 0.9671
step 57000, training accuracy 0.98, 3.40509 msec to evaluate
step 57100, training accuracy 0.98, 4.00305 msec to evaluate
step 57200, training accuracy 0.94, 4.66371 msec to evaluate
step 57300, training accuracy 0.94, 4.09818 msec to evaluate
step 57400, training accuracy 0.94, 3.81756 msec to evaluate
step 57500, training accuracy 0.96, 3.92246 msec to evaluate
step 57600, training accuracy 1, 3.9835 msec to evaluate
step 57700, training accuracy 0.96, 4.24552 msec to evaluate
step 57800, training accuracy 0.98, 3.87907 msec to evaluate
step 57900, training accuracy 0.96, 4.10151 msec to evaluate
test accuracy 0.9642
step 58000, training accuracy 0.96, 4.4663 msec to evaluate
step 58100, training accuracy 0.92, 3.50857 msec to evaluate
step 58200, training accuracy 0.92, 4.24719 msec to evaluate
step 58300, training accuracy 0.98, 3.58295 msec to evaluate
step 58400, training accuracy 0.98, 4.22812 msec to evaluate
step 58500, training accuracy 1, 3.66211 msec to evaluate
step 58600, training accuracy 1, 4.02236 msec to evaluate
step 58700, training accuracy 0.98, 3.99494 msec to evaluate
step 58800, training accuracy 0.98, 4.74906 msec to evaluate
step 58900, training accuracy 0.88, 3.82948 msec to evaluate
test accuracy 0.9654
step 59000, training accuracy 1, 4.76527 msec to evaluate
step 59100, training accuracy 1, 3.77822 msec to evaluate
step 59200, training accuracy 1, 4.05121 msec to evaluate
step 59300, training accuracy 1, 4.15468 msec to evaluate
step 59400, training accuracy 0.94, 4.04477 msec to evaluate
step 59500, training accuracy 0.96, 3.86572 msec to evaluate
step 59600, training accuracy 1, 3.99184 msec to evaluate
step 59700, training accuracy 0.98, 4.20284 msec to evaluate
step 59800, training accuracy 0.94, 3.78132 msec to evaluate
step 59900, training accuracy 0.98, 3.44682 msec to evaluate
test accuracy 0.9645
step 60000, training accuracy 1, 3.87359 msec to evaluate
step 60100, training accuracy 0.98, 3.40629 msec to evaluate
step 60200, training accuracy 0.98, 8.23402 msec to evaluate
step 60300, training accuracy 0.98, 3.45659 msec to evaluate
step 60400, training accuracy 0.98, 4.30608 msec to evaluate
step 60500, training accuracy 0.98, 4.71044 msec to evaluate
step 60600, training accuracy 0.96, 3.93748 msec to evaluate
step 60700, training accuracy 0.96, 4.39692 msec to evaluate
step 60800, training accuracy 0.96, 3.84045 msec to evaluate
step 60900, training accuracy 0.96, 3.85499 msec to evaluate
test accuracy 0.9663
step 61000, training accuracy 0.96, 3.69978 msec to evaluate
step 61100, training accuracy 0.98, 4.44889 msec to evaluate
step 61200, training accuracy 0.9, 4.4241 msec to evaluate
step 61300, training accuracy 0.94, 3.6962 msec to evaluate
step 61400, training accuracy 0.92, 4.18878 msec to evaluate
step 61500, training accuracy 1, 3.84593 msec to evaluate
step 61600, training accuracy 1, 3.49474 msec to evaluate
step 61700, training accuracy 1, 4.24981 msec to evaluate
step 61800, training accuracy 0.96, 3.8507 msec to evaluate
step 61900, training accuracy 1, 3.99089 msec to evaluate
test accuracy 0.9657
step 62000, training accuracy 0.98, 4.16517 msec to evaluate
step 62100, training accuracy 0.96, 4.14157 msec to evaluate
step 62200, training accuracy 0.98, 3.8197 msec to evaluate
step 62300, training accuracy 0.96, 3.79109 msec to evaluate
step 62400, training accuracy 1, 3.56984 msec to evaluate
step 62500, training accuracy 1, 3.8228 msec to evaluate
step 62600, training accuracy 1, 4.35424 msec to evaluate
step 62700, training accuracy 0.96, 3.72219 msec to evaluate
step 62800, training accuracy 1, 5.00464 msec to evaluate
step 62900, training accuracy 0.96, 3.901 msec to evaluate
test accuracy 0.9683
step 63000, training accuracy 0.98, 3.16238 msec to evaluate
step 63100, training accuracy 0.98, 4.02355 msec to evaluate
step 63200, training accuracy 0.94, 3.8023 msec to evaluate
step 63300, training accuracy 1, 4.25291 msec to evaluate
step 63400, training accuracy 0.96, 4.34589 msec to evaluate
step 63500, training accuracy 1, 4.05526 msec to evaluate
step 63600, training accuracy 0.94, 4.71687 msec to evaluate
step 63700, training accuracy 0.96, 4.42481 msec to evaluate
step 63800, training accuracy 0.98, 3.6068 msec to evaluate
step 63900, training accuracy 0.96, 3.50738 msec to evaluate
test accuracy 0.9738
step 64000, training accuracy 0.98, 3.98731 msec to evaluate
step 64100, training accuracy 1, 4.22621 msec to evaluate
step 64200, training accuracy 0.98, 4.14205 msec to evaluate
step 64300, training accuracy 1, 4.22192 msec to evaluate
step 64400, training accuracy 1, 3.61323 msec to evaluate
step 64500, training accuracy 0.96, 3.79229 msec to evaluate
step 64600, training accuracy 1, 4.24671 msec to evaluate
step 64700, training accuracy 0.94, 4.35162 msec to evaluate
step 64800, training accuracy 1, 3.70526 msec to evaluate
step 64900, training accuracy 0.94, 3.25561 msec to evaluate
test accuracy 0.9684
step 65000, training accuracy 0.98, 3.89791 msec to evaluate
step 65100, training accuracy 0.98, 4.22406 msec to evaluate
step 65200, training accuracy 0.96, 4.28629 msec to evaluate
step 65300, training accuracy 0.98, 4.26483 msec to evaluate
step 65400, training accuracy 1, 3.66092 msec to evaluate
step 65500, training accuracy 1, 3.34263 msec to evaluate
step 65600, training accuracy 1, 3.79467 msec to evaluate
step 65700, training accuracy 1, 4.40192 msec to evaluate
step 65800, training accuracy 0.98, 4.06647 msec to evaluate
step 65900, training accuracy 0.98, 3.6025 msec to evaluate
test accuracy 0.9629
step 66000, training accuracy 0.9, 6.40821 msec to evaluate
step 66100, training accuracy 0.98, 4.35615 msec to evaluate
step 66200, training accuracy 0.94, 4.1256 msec to evaluate
step 66300, training accuracy 0.94, 4.43244 msec to evaluate
step 66400, training accuracy 0.98, 4.36497 msec to evaluate
step 66500, training accuracy 0.96, 3.7725 msec to evaluate
step 66600, training accuracy 0.96, 3.66712 msec to evaluate
step 66700, training accuracy 0.94, 4.17686 msec to evaluate
step 66800, training accuracy 1, 4.44889 msec to evaluate
step 66900, training accuracy 1, 4.16112 msec to evaluate
test accuracy 0.9585
step 67000, training accuracy 0.94, 3.62301 msec to evaluate
step 67100, training accuracy 0.98, 3.78251 msec to evaluate
step 67200, training accuracy 0.96, 3.90244 msec to evaluate
step 67300, training accuracy 0.96, 4.24695 msec to evaluate
step 67400, training accuracy 0.96, 4.65393 msec to evaluate
step 67500, training accuracy 0.96, 4.49014 msec to evaluate
step 67600, training accuracy 0.94, 3.9475 msec to evaluate
step 67700, training accuracy 1, 4.19688 msec to evaluate
step 67800, training accuracy 0.98, 3.81112 msec to evaluate
step 67900, training accuracy 0.96, 4.41742 msec to evaluate
test accuracy 0.964
step 68000, training accuracy 0.98, 3.67904 msec to evaluate
step 68100, training accuracy 1, 3.97921 msec to evaluate
step 68200, training accuracy 0.98, 3.88122 msec to evaluate
step 68300, training accuracy 1, 4.29344 msec to evaluate
step 68400, training accuracy 0.96, 3.78013 msec to evaluate
step 68500, training accuracy 1, 4.6618 msec to evaluate
step 68600, training accuracy 0.98, 4.19116 msec to evaluate
step 68700, training accuracy 1, 4.19712 msec to evaluate
step 68800, training accuracy 0.96, 4.11606 msec to evaluate
step 68900, training accuracy 1, 4.38523 msec to evaluate
test accuracy 0.9668
step 69000, training accuracy 0.98, 3.82304 msec to evaluate
step 69100, training accuracy 1, 4.48966 msec to evaluate
step 69200, training accuracy 1, 3.72386 msec to evaluate
step 69300, training accuracy 0.98, 3.23701 msec to evaluate
step 69400, training accuracy 1, 4.20666 msec to evaluate
step 69500, training accuracy 1, 5.02801 msec to evaluate
step 69600, training accuracy 0.98, 3.60513 msec to evaluate
step 69700, training accuracy 1, 4.14538 msec to evaluate
step 69800, training accuracy 0.96, 3.89338 msec to evaluate
step 69900, training accuracy 0.98, 3.81899 msec to evaluate
test accuracy 0.9643
step 70000, training accuracy 1, 3.53408 msec to evaluate
step 70100, training accuracy 1, 3.87239 msec to evaluate
step 70200, training accuracy 1, 4.25315 msec to evaluate
step 70300, training accuracy 0.98, 3.98636 msec to evaluate
step 70400, training accuracy 0.98, 3.72744 msec to evaluate
step 70500, training accuracy 0.98, 4.89807 msec to evaluate
step 70600, training accuracy 0.96, 3.54767 msec to evaluate
step 70700, training accuracy 0.98, 3.76701 msec to evaluate
step 70800, training accuracy 1, 3.299 msec to evaluate
step 70900, training accuracy 0.98, 4.1635 msec to evaluate
test accuracy 0.9654
step 71000, training accuracy 0.98, 3.48759 msec to evaluate
step 71100, training accuracy 1, 5.13268 msec to evaluate
step 71200, training accuracy 0.98, 4.09269 msec to evaluate
step 71300, training accuracy 0.94, 3.9444 msec to evaluate
step 71400, training accuracy 1, 4.33564 msec to evaluate
step 71500, training accuracy 1, 3.44205 msec to evaluate
step 71600, training accuracy 0.98, 3.62945 msec to evaluate
step 71700, training accuracy 0.98, 3.88026 msec to evaluate
step 71800, training accuracy 0.98, 4.31037 msec to evaluate
step 71900, training accuracy 1, 4.29678 msec to evaluate
test accuracy 0.9702
step 72000, training accuracy 1, 3.90005 msec to evaluate
step 72100, training accuracy 1, 3.82328 msec to evaluate
step 72200, training accuracy 0.94, 4.02522 msec to evaluate
step 72300, training accuracy 1, 4.20928 msec to evaluate
step 72400, training accuracy 1, 4.08649 msec to evaluate
step 72500, training accuracy 0.96, 4.12536 msec to evaluate
step 72600, training accuracy 0.98, 3.78299 msec to evaluate
step 72700, training accuracy 0.98, 3.9978 msec to evaluate
step 72800, training accuracy 1, 3.56555 msec to evaluate
step 72900, training accuracy 1, 4.35424 msec to evaluate
test accuracy 0.9668
step 73000, training accuracy 0.98, 3.09324 msec to evaluate
step 73100, training accuracy 0.98, 4.21786 msec to evaluate
step 73200, training accuracy 0.98, 4.00615 msec to evaluate
step 73300, training accuracy 1, 4.31275 msec to evaluate
step 73400, training accuracy 0.92, 3.57246 msec to evaluate
step 73500, training accuracy 0.98, 4.34589 msec to evaluate
step 73600, training accuracy 1, 3.65496 msec to evaluate
step 73700, training accuracy 0.94, 3.36027 msec to evaluate
step 73800, training accuracy 0.96, 3.52192 msec to evaluate
step 73900, training accuracy 0.96, 4.0617 msec to evaluate
test accuracy 0.9681
step 74000, training accuracy 0.98, 2.64645 msec to evaluate
step 74100, training accuracy 0.98, 4.09484 msec to evaluate
step 74200, training accuracy 1, 4.37307 msec to evaluate
step 74300, training accuracy 1, 3.76844 msec to evaluate
step 74400, training accuracy 0.96, 3.92747 msec to evaluate
step 74500, training accuracy 0.98, 3.79753 msec to evaluate
step 74600, training accuracy 1, 4.93002 msec to evaluate
step 74700, training accuracy 0.96, 3.66592 msec to evaluate
step 74800, training accuracy 0.92, 6.48069 msec to evaluate
step 74900, training accuracy 0.98, 4.13013 msec to evaluate
test accuracy 0.9697
step 75000, training accuracy 0.98, 3.04341 msec to evaluate
step 75100, training accuracy 0.98, 4.39262 msec to evaluate
step 75200, training accuracy 0.94, 3.90363 msec to evaluate
step 75300, training accuracy 0.98, 4.97246 msec to evaluate
step 75400, training accuracy 0.94, 4.18758 msec to evaluate
step 75500, training accuracy 0.98, 3.8712 msec to evaluate
step 75600, training accuracy 0.96, 4.21047 msec to evaluate
step 75700, training accuracy 0.96, 4.57501 msec to evaluate
step 75800, training accuracy 0.92, 4.31848 msec to evaluate
step 75900, training accuracy 1, 3.56722 msec to evaluate
test accuracy 0.9677
step 76000, training accuracy 1, 2.63333 msec to evaluate
step 76100, training accuracy 0.96, 4.15826 msec to evaluate
step 76200, training accuracy 1, 4.28772 msec to evaluate
step 76300, training accuracy 0.98, 4.25577 msec to evaluate
step 76400, training accuracy 1, 4.24838 msec to evaluate
step 76500, training accuracy 0.96, 4.44484 msec to evaluate
step 76600, training accuracy 0.96, 4.45485 msec to evaluate
step 76700, training accuracy 0.98, 4.23312 msec to evaluate
step 76800, training accuracy 1, 3.99518 msec to evaluate
step 76900, training accuracy 0.96, 3.49259 msec to evaluate
test accuracy 0.9679
step 77000, training accuracy 0.96, 8.24142 msec to evaluate
step 77100, training accuracy 0.98, 3.88551 msec to evaluate
step 77200, training accuracy 1, 3.89719 msec to evaluate
step 77300, training accuracy 0.98, 3.8271 msec to evaluate
step 77400, training accuracy 0.98, 4.70591 msec to evaluate
step 77500, training accuracy 1, 4.41647 msec to evaluate
step 77600, training accuracy 1, 4.07529 msec to evaluate
step 77700, training accuracy 0.98, 4.03333 msec to evaluate
step 77800, training accuracy 1, 4.64964 msec to evaluate
step 77900, training accuracy 0.96, 4.34494 msec to evaluate
test accuracy 0.9658
step 78000, training accuracy 1, 3.39675 msec to evaluate
step 78100, training accuracy 0.98, 3.80135 msec to evaluate
step 78200, training accuracy 1, 4.57454 msec to evaluate
step 78300, training accuracy 0.94, 3.71337 msec to evaluate
step 78400, training accuracy 0.98, 5.16701 msec to evaluate
step 78500, training accuracy 1, 4.46153 msec to evaluate
step 78600, training accuracy 0.98, 4.15492 msec to evaluate
step 78700, training accuracy 1, 3.37982 msec to evaluate
step 78800, training accuracy 0.96, 3.58343 msec to evaluate
step 78900, training accuracy 0.98, 4.09722 msec to evaluate
test accuracy 0.9672
step 79000, training accuracy 0.98, 2.99358 msec to evaluate
step 79100, training accuracy 0.96, 3.89433 msec to evaluate
step 79200, training accuracy 0.96, 3.46041 msec to evaluate
step 79300, training accuracy 1, 4.09293 msec to evaluate
step 79400, training accuracy 0.98, 5.02515 msec to evaluate
step 79500, training accuracy 0.98, 5.11837 msec to evaluate
step 79600, training accuracy 0.98, 3.68476 msec to evaluate
step 79700, training accuracy 0.94, 4.4446 msec to evaluate
step 79800, training accuracy 0.96, 3.96371 msec to evaluate
step 79900, training accuracy 1, 3.78633 msec to evaluate
test accuracy 0.9626
step 80000, training accuracy 1, 3.57533 msec to evaluate
step 80100, training accuracy 0.98, 4.28081 msec to evaluate
step 80200, training accuracy 0.98, 3.91722 msec to evaluate
step 80300, training accuracy 1, 5.00345 msec to evaluate
step 80400, training accuracy 0.96, 3.99876 msec to evaluate
step 80500, training accuracy 1, 4.2007 msec to evaluate
step 80600, training accuracy 0.98, 4.26197 msec to evaluate
step 80700, training accuracy 0.96, 4.17447 msec to evaluate
step 80800, training accuracy 0.98, 5.05471 msec to evaluate
step 80900, training accuracy 0.98, 4.6711 msec to evaluate
test accuracy 0.9668
step 81000, training accuracy 1, 3.61228 msec to evaluate
step 81100, training accuracy 0.98, 4.0381 msec to evaluate
step 81200, training accuracy 0.94, 4.05693 msec to evaluate
step 81300, training accuracy 0.98, 4.35543 msec to evaluate
step 81400, training accuracy 0.98, 3.60799 msec to evaluate
step 81500, training accuracy 0.96, 4.179 msec to evaluate
step 81600, training accuracy 0.96, 3.80206 msec to evaluate
step 81700, training accuracy 1, 4.29225 msec to evaluate
step 81800, training accuracy 1, 4.74572 msec to evaluate
step 81900, training accuracy 0.96, 4.38833 msec to evaluate
test accuracy 0.973
step 82000, training accuracy 0.98, 4.40121 msec to evaluate
