NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.14, 46.9613 msec to evaluate
step 38800, training accuracy 0.98, 4.77076 msec to evaluate
step 38900, training accuracy 1, 3.57795 msec to evaluate
test accuracy 0.9644
step 39000, training accuracy 0.96, 3.55196 msec to evaluate
step 39100, training accuracy 0.96, 3.69072 msec to evaluate
step 39200, training accuracy 0.98, 4.64797 msec to evaluate
step 39300, training accuracy 1, 4.21882 msec to evaluate
step 39400, training accuracy 0.94, 3.74365 msec to evaluate
step 39500, training accuracy 0.96, 4.46224 msec to evaluate
step 39600, training accuracy 0.98, 4.27866 msec to evaluate
step 39700, training accuracy 0.98, 3.7806 msec to evaluate
step 39800, training accuracy 0.96, 3.96943 msec to evaluate
step 39900, training accuracy 0.96, 3.51667 msec to evaluate
test accuracy 0.9568
step 40000, training accuracy 0.98, 3.57842 msec to evaluate
step 40100, training accuracy 0.98, 3.84545 msec to evaluate
step 40200, training accuracy 0.94, 3.71242 msec to evaluate
step 40300, training accuracy 0.92, 5.14531 msec to evaluate
step 40400, training accuracy 0.94, 3.96967 msec to evaluate
step 40500, training accuracy 0.98, 3.99232 msec to evaluate
step 40600, training accuracy 0.96, 4.42576 msec to evaluate
step 40700, training accuracy 0.98, 3.80588 msec to evaluate
step 40800, training accuracy 1, 4.17233 msec to evaluate
step 40900, training accuracy 0.98, 4.27032 msec to evaluate
test accuracy 0.9626
step 41000, training accuracy 0.94, 4.51756 msec to evaluate
step 41100, training accuracy 0.96, 4.14443 msec to evaluate
step 41200, training accuracy 0.94, 3.57199 msec to evaluate
step 41300, training accuracy 0.96, 3.49665 msec to evaluate
step 41400, training accuracy 0.98, 3.73054 msec to evaluate
step 41500, training accuracy 0.98, 3.51 msec to evaluate
step 41600, training accuracy 0.94, 6.26349 msec to evaluate
step 41700, training accuracy 1, 4.10271 msec to evaluate
step 41800, training accuracy 0.98, 3.5677 msec to evaluate
step 41900, training accuracy 1, 3.75628 msec to evaluate
test accuracy 0.9679
step 42000, training accuracy 1, 4.75335 msec to evaluate
step 42100, training accuracy 0.96, 4.23098 msec to evaluate
step 42200, training accuracy 0.98, 3.93963 msec to evaluate
step 42300, training accuracy 0.94, 3.87836 msec to evaluate
step 42400, training accuracy 0.98, 4.42123 msec to evaluate
step 42500, training accuracy 1, 3.79395 msec to evaluate
step 42600, training accuracy 0.98, 4.13704 msec to evaluate
step 42700, training accuracy 0.98, 4.41599 msec to evaluate
step 42800, training accuracy 0.94, 4.06265 msec to evaluate
step 42900, training accuracy 0.98, 3.55005 msec to evaluate
test accuracy 0.9613
step 43000, training accuracy 0.98, 3.28207 msec to evaluate
step 43100, training accuracy 1, 4.26316 msec to evaluate
step 43200, training accuracy 0.96, 4.2181 msec to evaluate
step 43300, training accuracy 0.96, 4.19426 msec to evaluate
step 43400, training accuracy 0.98, 4.1635 msec to evaluate
step 43500, training accuracy 0.98, 4.31848 msec to evaluate
step 43600, training accuracy 0.98, 4.02474 msec to evaluate
step 43700, training accuracy 1, 4.46343 msec to evaluate
step 43800, training accuracy 0.92, 3.62945 msec to evaluate
step 43900, training accuracy 0.98, 4.00782 msec to evaluate
test accuracy 0.9601
step 44000, training accuracy 0.94, 3.01981 msec to evaluate
step 44100, training accuracy 0.98, 3.68381 msec to evaluate
step 44200, training accuracy 0.9, 6.87981 msec to evaluate
step 44300, training accuracy 0.98, 5.29599 msec to evaluate
step 44400, training accuracy 0.98, 3.78132 msec to evaluate
step 44500, training accuracy 0.96, 3.81613 msec to evaluate
step 44600, training accuracy 1, 4.26006 msec to evaluate
step 44700, training accuracy 0.98, 3.51143 msec to evaluate
step 44800, training accuracy 1, 4.10509 msec to evaluate
step 44900, training accuracy 1, 3.5727 msec to evaluate
test accuracy 0.9646
step 45000, training accuracy 1, 3.32522 msec to evaluate
step 45100, training accuracy 1, 5.46241 msec to evaluate
step 45200, training accuracy 0.96, 3.59702 msec to evaluate
step 45300, training accuracy 0.96, 3.91293 msec to evaluate
step 45400, training accuracy 0.96, 3.65543 msec to evaluate
step 45500, training accuracy 0.92, 3.66354 msec to evaluate
step 45600, training accuracy 0.98, 4.27437 msec to evaluate
step 45700, training accuracy 0.96, 3.7756 msec to evaluate
step 45800, training accuracy 0.94, 4.1163 msec to evaluate
step 45900, training accuracy 0.98, 4.26626 msec to evaluate
test accuracy 0.9634
step 46000, training accuracy 1, 3.76821 msec to evaluate
step 46100, training accuracy 1, 3.64423 msec to evaluate
step 46200, training accuracy 0.98, 7.20239 msec to evaluate
step 46300, training accuracy 0.98, 4.28867 msec to evaluate
step 46400, training accuracy 1, 4.4117 msec to evaluate
step 46500, training accuracy 0.98, 3.5851 msec to evaluate
step 46600, training accuracy 1, 3.90315 msec to evaluate
step 46700, training accuracy 1, 3.49021 msec to evaluate
step 46800, training accuracy 0.98, 4.071 msec to evaluate
step 46900, training accuracy 0.96, 4.32658 msec to evaluate
test accuracy 0.9682
step 47000, training accuracy 1, 4.68636 msec to evaluate
step 47100, training accuracy 0.92, 4.10223 msec to evaluate
step 47200, training accuracy 0.96, 4.51303 msec to evaluate
step 47300, training accuracy 0.96, 3.70169 msec to evaluate
step 47400, training accuracy 1, 4.10771 msec to evaluate
step 47500, training accuracy 1, 4.00209 msec to evaluate
step 47600, training accuracy 0.96, 4.11725 msec to evaluate
step 47700, training accuracy 1, 4.65941 msec to evaluate
step 47800, training accuracy 0.98, 3.83472 msec to evaluate
step 47900, training accuracy 0.96, 4.51016 msec to evaluate
test accuracy 0.9618
step 48000, training accuracy 0.98, 3.29661 msec to evaluate
step 48100, training accuracy 0.98, 4.035 msec to evaluate
step 48200, training accuracy 0.98, 4.36258 msec to evaluate
step 48300, training accuracy 0.98, 4.1697 msec to evaluate
step 48400, training accuracy 0.92, 6.70934 msec to evaluate
step 48500, training accuracy 1, 3.76987 msec to evaluate
step 48600, training accuracy 0.98, 4.35519 msec to evaluate
step 48700, training accuracy 1, 3.66497 msec to evaluate
step 48800, training accuracy 1, 3.46804 msec to evaluate
step 48900, training accuracy 1, 3.94726 msec to evaluate
test accuracy 0.9658
step 49000, training accuracy 0.96, 2.98977 msec to evaluate
step 49100, training accuracy 1, 4.12798 msec to evaluate
step 49200, training accuracy 1, 4.42171 msec to evaluate
step 49300, training accuracy 0.96, 4.38309 msec to evaluate
step 49400, training accuracy 1, 4.04 msec to evaluate
step 49500, training accuracy 1, 3.29876 msec to evaluate
step 49600, training accuracy 0.94, 4.59409 msec to evaluate
step 49700, training accuracy 0.98, 4.48895 msec to evaluate
step 49800, training accuracy 1, 3.93271 msec to evaluate
step 49900, training accuracy 0.98, 4.17614 msec to evaluate
test accuracy 0.9674
step 50000, training accuracy 0.94, 4.88138 msec to evaluate
step 50100, training accuracy 0.96, 4.29678 msec to evaluate
step 50200, training accuracy 0.96, 4.42219 msec to evaluate
step 50300, training accuracy 0.96, 4.07529 msec to evaluate
step 50400, training accuracy 0.96, 3.63469 msec to evaluate
step 50500, training accuracy 1, 3.98397 msec to evaluate
step 50600, training accuracy 1, 3.06749 msec to evaluate
step 50700, training accuracy 0.98, 4.17781 msec to evaluate
step 50800, training accuracy 0.98, 3.86715 msec to evaluate
step 50900, training accuracy 1, 3.69835 msec to evaluate
test accuracy 0.9595
step 51000, training accuracy 1, 3.30997 msec to evaluate
step 51100, training accuracy 0.92, 4.1182 msec to evaluate
step 51200, training accuracy 0.9, 4.35829 msec to evaluate
step 51300, training accuracy 0.96, 4.88877 msec to evaluate
step 51400, training accuracy 1, 4.13489 msec to evaluate
step 51500, training accuracy 0.96, 4.5867 msec to evaluate
step 51600, training accuracy 0.9, 3.81351 msec to evaluate
step 51700, training accuracy 0.96, 3.96442 msec to evaluate
step 51800, training accuracy 0.98, 4.68183 msec to evaluate
step 51900, training accuracy 0.98, 3.76797 msec to evaluate
test accuracy 0.9648
step 52000, training accuracy 1, 3.89099 msec to evaluate
step 52100, training accuracy 0.94, 4.20904 msec to evaluate
step 52200, training accuracy 0.96, 4.21071 msec to evaluate
step 52300, training accuracy 1, 5.68628 msec to evaluate
step 52400, training accuracy 0.96, 3.81613 msec to evaluate
step 52500, training accuracy 0.94, 4.5526 msec to evaluate
step 52600, training accuracy 1, 3.93176 msec to evaluate
step 52700, training accuracy 0.98, 4.23455 msec to evaluate
step 52800, training accuracy 1, 5.6107 msec to evaluate
step 52900, training accuracy 0.98, 4.22978 msec to evaluate
test accuracy 0.9633
step 53000, training accuracy 1, 4.10342 msec to evaluate
step 53100, training accuracy 0.96, 5.00512 msec to evaluate
step 53200, training accuracy 0.94, 5.0528 msec to evaluate
step 53300, training accuracy 0.96, 3.8116 msec to evaluate
step 53400, training accuracy 1, 4.14515 msec to evaluate
step 53500, training accuracy 0.98, 3.68142 msec to evaluate
step 53600, training accuracy 0.92, 4.61316 msec to evaluate
step 53700, training accuracy 0.98, 4.52375 msec to evaluate
step 53800, training accuracy 1, 3.71075 msec to evaluate
step 53900, training accuracy 1, 3.53003 msec to evaluate
test accuracy 0.9664
step 54000, training accuracy 1, 4.57978 msec to evaluate
step 54100, training accuracy 0.98, 4.24004 msec to evaluate
step 54200, training accuracy 1, 3.84474 msec to evaluate
step 54300, training accuracy 0.96, 3.88789 msec to evaluate
step 54400, training accuracy 0.96, 4.55046 msec to evaluate
step 54500, training accuracy 0.96, 4.79555 msec to evaluate
step 54600, training accuracy 1, 3.62897 msec to evaluate
step 54700, training accuracy 0.96, 4.18854 msec to evaluate
step 54800, training accuracy 0.98, 4.25029 msec to evaluate
step 54900, training accuracy 1, 3.94607 msec to evaluate
test accuracy 0.968
step 55000, training accuracy 0.94, 3.48401 msec to evaluate
step 55100, training accuracy 1, 4.00972 msec to evaluate
step 55200, training accuracy 0.96, 3.896 msec to evaluate
step 55300, training accuracy 1, 3.70646 msec to evaluate
step 55400, training accuracy 0.96, 4.20141 msec to evaluate
step 55500, training accuracy 0.98, 3.72171 msec to evaluate
step 55600, training accuracy 0.92, 4.0102 msec to evaluate
step 55700, training accuracy 1, 3.78084 msec to evaluate
step 55800, training accuracy 0.96, 3.79825 msec to evaluate
step 55900, training accuracy 0.98, 4.42624 msec to evaluate
test accuracy 0.9644
step 56000, training accuracy 0.98, 3.66664 msec to evaluate
step 56100, training accuracy 0.94, 3.76487 msec to evaluate
step 56200, training accuracy 1, 4.70781 msec to evaluate
step 56300, training accuracy 1, 3.71218 msec to evaluate
step 56400, training accuracy 0.98, 4.49014 msec to evaluate
step 56500, training accuracy 1, 3.82233 msec to evaluate
step 56600, training accuracy 0.96, 3.73721 msec to evaluate
step 56700, training accuracy 0.96, 3.61371 msec to evaluate
step 56800, training accuracy 1, 4.09961 msec to evaluate
step 56900, training accuracy 0.98, 4.32897 msec to evaluate
test accuracy 0.965
step 57000, training accuracy 0.98, 3.46565 msec to evaluate
step 57100, training accuracy 0.98, 3.9351 msec to evaluate
step 57200, training accuracy 0.98, 3.70216 msec to evaluate
step 57300, training accuracy 0.96, 4.19307 msec to evaluate
step 57400, training accuracy 0.98, 3.86119 msec to evaluate
step 57500, training accuracy 0.96, 4.15111 msec to evaluate
step 57600, training accuracy 0.96, 3.84116 msec to evaluate
step 57700, training accuracy 1, 3.82113 msec to evaluate
step 57800, training accuracy 0.92, 4.20666 msec to evaluate
step 57900, training accuracy 0.94, 4.53854 msec to evaluate
test accuracy 0.9598
step 58000, training accuracy 0.98, 3.52788 msec to evaluate
step 58100, training accuracy 1, 3.87669 msec to evaluate
step 58200, training accuracy 0.98, 4.40383 msec to evaluate
step 58300, training accuracy 1, 3.42774 msec to evaluate
step 58400, training accuracy 0.96, 4.59003 msec to evaluate
step 58500, training accuracy 1, 4.2417 msec to evaluate
step 58600, training accuracy 0.98, 3.35789 msec to evaluate
step 58700, training accuracy 0.98, 4.36854 msec to evaluate
step 58800, training accuracy 0.98, 4.33898 msec to evaluate
step 58900, training accuracy 0.96, 4.09651 msec to evaluate
test accuracy 0.9695
step 59000, training accuracy 0.96, 3.36719 msec to evaluate
step 59100, training accuracy 0.98, 4.13823 msec to evaluate
step 59200, training accuracy 0.98, 3.85499 msec to evaluate
step 59300, training accuracy 0.98, 4.28915 msec to evaluate
step 59400, training accuracy 0.98, 3.74866 msec to evaluate
step 59500, training accuracy 0.98, 3.81064 msec to evaluate
step 59600, training accuracy 1, 4.16446 msec to evaluate
step 59700, training accuracy 0.98, 5.08404 msec to evaluate
step 59800, training accuracy 1, 4.26388 msec to evaluate
step 59900, training accuracy 0.98, 3.91102 msec to evaluate
test accuracy 0.9694
step 60000, training accuracy 0.98, 3.47233 msec to evaluate
step 60100, training accuracy 0.98, 3.95966 msec to evaluate
step 60200, training accuracy 1, 4.19688 msec to evaluate
step 60300, training accuracy 0.98, 3.71766 msec to evaluate
step 60400, training accuracy 1, 4.11201 msec to evaluate
step 60500, training accuracy 0.98, 3.89457 msec to evaluate
step 60600, training accuracy 0.94, 4.49729 msec to evaluate
step 60700, training accuracy 0.9, 4.65274 msec to evaluate
step 60800, training accuracy 1, 3.9258 msec to evaluate
step 60900, training accuracy 0.98, 3.76964 msec to evaluate
test accuracy 0.9657
step 61000, training accuracy 0.98, 4.71807 msec to evaluate
step 61100, training accuracy 0.98, 4.77219 msec to evaluate
step 61200, training accuracy 0.98, 4.57072 msec to evaluate
step 61300, training accuracy 0.98, 4.27485 msec to evaluate
step 61400, training accuracy 0.94, 3.73459 msec to evaluate
step 61500, training accuracy 1, 3.60775 msec to evaluate
step 61600, training accuracy 0.96, 3.3145 msec to evaluate
step 61700, training accuracy 1, 4.15063 msec to evaluate
step 61800, training accuracy 1, 3.69787 msec to evaluate
step 61900, training accuracy 0.98, 3.8712 msec to evaluate
test accuracy 0.9633
step 62000, training accuracy 0.94, 4.03142 msec to evaluate
step 62100, training accuracy 0.96, 3.87454 msec to evaluate
step 62200, training accuracy 0.98, 4.61221 msec to evaluate
step 62300, training accuracy 0.96, 4.34327 msec to evaluate
step 62400, training accuracy 1, 4.17352 msec to evaluate
step 62500, training accuracy 1, 3.84617 msec to evaluate
step 62600, training accuracy 0.98, 3.8147 msec to evaluate
step 62700, training accuracy 0.96, 3.29995 msec to evaluate
step 62800, training accuracy 1, 4.36521 msec to evaluate
step 62900, training accuracy 0.96, 4.03357 msec to evaluate
test accuracy 0.9686
step 63000, training accuracy 0.98, 4.18735 msec to evaluate
step 63100, training accuracy 0.94, 3.90077 msec to evaluate
step 63200, training accuracy 1, 3.42226 msec to evaluate
step 63300, training accuracy 0.94, 4.45485 msec to evaluate
step 63400, training accuracy 0.98, 3.94917 msec to evaluate
step 63500, training accuracy 0.96, 4.81486 msec to evaluate
step 63600, training accuracy 0.98, 3.9587 msec to evaluate
step 63700, training accuracy 1, 3.55792 msec to evaluate
step 63800, training accuracy 0.98, 3.80254 msec to evaluate
step 63900, training accuracy 0.98, 5.8682 msec to evaluate
test accuracy 0.9702
step 64000, training accuracy 1, 4.49061 msec to evaluate
step 64100, training accuracy 0.98, 4.21095 msec to evaluate
step 64200, training accuracy 0.94, 3.88646 msec to evaluate
step 64300, training accuracy 0.98, 3.7961 msec to evaluate
step 64400, training accuracy 0.96, 3.87478 msec to evaluate
step 64500, training accuracy 1, 4.50802 msec to evaluate
step 64600, training accuracy 0.98, 3.64184 msec to evaluate
step 64700, training accuracy 0.98, 3.77655 msec to evaluate
step 64800, training accuracy 1, 3.49522 msec to evaluate
step 64900, training accuracy 1, 3.6602 msec to evaluate
test accuracy 0.9707
step 65000, training accuracy 1, 3.65019 msec to evaluate
step 65100, training accuracy 0.98, 5.054 msec to evaluate
step 65200, training accuracy 1, 3.88122 msec to evaluate
step 65300, training accuracy 0.96, 3.08108 msec to evaluate
step 65400, training accuracy 1, 3.93772 msec to evaluate
step 65500, training accuracy 0.98, 3.66521 msec to evaluate
step 65600, training accuracy 0.98, 3.92532 msec to evaluate
step 65700, training accuracy 0.96, 4.28486 msec to evaluate
step 65800, training accuracy 0.98, 4.00829 msec to evaluate
step 65900, training accuracy 0.98, 4.02498 msec to evaluate
test accuracy 0.9692
step 66000, training accuracy 1, 4.71139 msec to evaluate
step 66100, training accuracy 0.96, 4.04906 msec to evaluate
step 66200, training accuracy 0.96, 4.18735 msec to evaluate
step 66300, training accuracy 0.94, 3.96514 msec to evaluate
step 66400, training accuracy 0.98, 3.86643 msec to evaluate
step 66500, training accuracy 1, 8.60167 msec to evaluate
step 66600, training accuracy 1, 4.00996 msec to evaluate
step 66700, training accuracy 1, 4.18043 msec to evaluate
step 66800, training accuracy 1, 4.33159 msec to evaluate
step 66900, training accuracy 1, 4.69613 msec to evaluate
test accuracy 0.9656
step 67000, training accuracy 0.98, 3.99041 msec to evaluate
step 67100, training accuracy 1, 3.75223 msec to evaluate
step 67200, training accuracy 0.98, 4.24433 msec to evaluate
step 67300, training accuracy 0.98, 4.2572 msec to evaluate
step 67400, training accuracy 1, 3.87406 msec to evaluate
step 67500, training accuracy 0.98, 5.06687 msec to evaluate
step 67600, training accuracy 0.96, 4.42028 msec to evaluate
step 67700, training accuracy 0.94, 3.89886 msec to evaluate
step 67800, training accuracy 1, 4.25649 msec to evaluate
step 67900, training accuracy 0.94, 4.01807 msec to evaluate
test accuracy 0.9653
step 68000, training accuracy 0.98, 3.74603 msec to evaluate
step 68100, training accuracy 0.96, 4.64106 msec to evaluate
step 68200, training accuracy 0.98, 5.48148 msec to evaluate
step 68300, training accuracy 1, 4.4136 msec to evaluate
step 68400, training accuracy 1, 3.93105 msec to evaluate
step 68500, training accuracy 0.98, 3.99995 msec to evaluate
step 68600, training accuracy 1, 4.58932 msec to evaluate
step 68700, training accuracy 0.94, 5.10669 msec to evaluate
step 68800, training accuracy 0.98, 3.88002 msec to evaluate
step 68900, training accuracy 0.98, 3.68261 msec to evaluate
test accuracy 0.9675
step 69000, training accuracy 0.96, 4.01831 msec to evaluate
step 69100, training accuracy 0.98, 4.06408 msec to evaluate
step 69200, training accuracy 1, 4.04096 msec to evaluate
step 69300, training accuracy 0.98, 3.29137 msec to evaluate
step 69400, training accuracy 1, 4.76122 msec to evaluate
step 69500, training accuracy 1, 3.81827 msec to evaluate
step 69600, training accuracy 0.96, 3.91579 msec to evaluate
step 69700, training accuracy 1, 4.107 msec to evaluate
step 69800, training accuracy 1, 4.29392 msec to evaluate
step 69900, training accuracy 1, 4.30298 msec to evaluate
test accuracy 0.9625
step 70000, training accuracy 0.98, 3.92628 msec to evaluate
step 70100, training accuracy 0.94, 3.93653 msec to evaluate
step 70200, training accuracy 0.94, 3.96013 msec to evaluate
step 70300, training accuracy 0.98, 3.71814 msec to evaluate
step 70400, training accuracy 0.98, 3.98827 msec to evaluate
step 70500, training accuracy 1, 3.89147 msec to evaluate
step 70600, training accuracy 1, 4.06218 msec to evaluate
step 70700, training accuracy 0.96, 3.9649 msec to evaluate
step 70800, training accuracy 0.96, 4.75359 msec to evaluate
step 70900, training accuracy 0.96, 3.72624 msec to evaluate
test accuracy 0.9705
step 71000, training accuracy 0.98, 3.58939 msec to evaluate
step 71100, training accuracy 0.98, 4.00615 msec to evaluate
step 71200, training accuracy 1, 4.25577 msec to evaluate
step 71300, training accuracy 1, 3.98517 msec to evaluate
step 71400, training accuracy 0.94, 3.85356 msec to evaluate
step 71500, training accuracy 1, 3.25203 msec to evaluate
step 71600, training accuracy 1, 3.90625 msec to evaluate
step 71700, training accuracy 1, 4.49681 msec to evaluate
step 71800, training accuracy 1, 3.79229 msec to evaluate
step 71900, training accuracy 0.98, 3.6788 msec to evaluate
test accuracy 0.9714
step 72000, training accuracy 1, 3.38483 msec to evaluate
step 72100, training accuracy 0.98, 3.79896 msec to evaluate
step 72200, training accuracy 1, 4.08268 msec to evaluate
step 72300, training accuracy 0.96, 3.83615 msec to evaluate
step 72400, training accuracy 0.98, 3.85141 msec to evaluate
step 72500, training accuracy 0.98, 4.14562 msec to evaluate
step 72600, training accuracy 0.98, 3.74389 msec to evaluate
step 72700, training accuracy 1, 4.54593 msec to evaluate
step 72800, training accuracy 1, 4.28724 msec to evaluate
step 72900, training accuracy 0.98, 4.12774 msec to evaluate
test accuracy 0.9623
step 73000, training accuracy 0.94, 3.63731 msec to evaluate
step 73100, training accuracy 0.94, 4.38309 msec to evaluate
step 73200, training accuracy 1, 3.97968 msec to evaluate
step 73300, training accuracy 0.96, 3.82328 msec to evaluate
step 73400, training accuracy 0.96, 4.22597 msec to evaluate
step 73500, training accuracy 1, 4.02355 msec to evaluate
step 73600, training accuracy 0.98, 3.64804 msec to evaluate
step 73700, training accuracy 1, 3.83043 msec to evaluate
step 73800, training accuracy 0.98, 3.76916 msec to evaluate
step 73900, training accuracy 0.98, 3.81637 msec to evaluate
test accuracy 0.9726
step 74000, training accuracy 1, 4.38523 msec to evaluate
step 74100, training accuracy 1, 3.75342 msec to evaluate
step 74200, training accuracy 1, 4.69255 msec to evaluate
step 74300, training accuracy 1, 3.74103 msec to evaluate
step 74400, training accuracy 0.98, 3.62015 msec to evaluate
step 74500, training accuracy 1, 3.96037 msec to evaluate
step 74600, training accuracy 1, 3.85118 msec to evaluate
step 74700, training accuracy 0.98, 4.18639 msec to evaluate
step 74800, training accuracy 1, 3.4399 msec to evaluate
step 74900, training accuracy 1, 4.32825 msec to evaluate
test accuracy 0.9695
step 75000, training accuracy 0.94, 4.47345 msec to evaluate
step 75100, training accuracy 0.94, 4.31752 msec to evaluate
step 75200, training accuracy 0.98, 4.12583 msec to evaluate
step 75300, training accuracy 1, 4.40764 msec to evaluate
step 75400, training accuracy 0.98, 4.26698 msec to evaluate
step 75500, training accuracy 1, 4.06289 msec to evaluate
step 75600, training accuracy 1, 4.13251 msec to evaluate
step 75700, training accuracy 0.98, 3.70359 msec to evaluate
step 75800, training accuracy 0.98, 4.5495 msec to evaluate
step 75900, training accuracy 0.98, 3.80421 msec to evaluate
test accuracy 0.9714
step 76000, training accuracy 1, 3.65305 msec to evaluate
step 76100, training accuracy 0.96, 3.94225 msec to evaluate
step 76200, training accuracy 1, 3.82352 msec to evaluate
step 76300, training accuracy 1, 4.11272 msec to evaluate
step 76400, training accuracy 0.96, 3.87883 msec to evaluate
step 76500, training accuracy 1, 4.2429 msec to evaluate
step 76600, training accuracy 0.96, 3.72314 msec to evaluate
step 76700, training accuracy 0.98, 4.38833 msec to evaluate
step 76800, training accuracy 0.98, 4.33302 msec to evaluate
step 76900, training accuracy 1, 4.4117 msec to evaluate
test accuracy 0.9689
step 77000, training accuracy 1, 3.91054 msec to evaluate
step 77100, training accuracy 1, 4.97174 msec to evaluate
step 77200, training accuracy 1, 4.15373 msec to evaluate
step 77300, training accuracy 1, 3.70097 msec to evaluate
step 77400, training accuracy 0.98, 4.07147 msec to evaluate
step 77500, training accuracy 0.98, 4.26221 msec to evaluate
step 77600, training accuracy 1, 4.31395 msec to evaluate
step 77700, training accuracy 0.98, 4.18854 msec to evaluate
step 77800, training accuracy 0.96, 4.26602 msec to evaluate
step 77900, training accuracy 0.96, 4.61626 msec to evaluate
test accuracy 0.9745
step 78000, training accuracy 1, 3.43728 msec to evaluate
step 78100, training accuracy 0.96, 3.41725 msec to evaluate
step 78200, training accuracy 1, 3.6664 msec to evaluate
step 78300, training accuracy 1, 3.91126 msec to evaluate
step 78400, training accuracy 1, 4.31418 msec to evaluate
step 78500, training accuracy 0.98, 4.33922 msec to evaluate
step 78600, training accuracy 0.96, 4.26269 msec to evaluate
step 78700, training accuracy 1, 3.62229 msec to evaluate
step 78800, training accuracy 0.98, 3.64304 msec to evaluate
step 78900, training accuracy 0.96, 4.01068 msec to evaluate
test accuracy 0.9747
step 79000, training accuracy 1, 4.50706 msec to evaluate
step 79100, training accuracy 0.98, 4.04477 msec to evaluate
step 79200, training accuracy 1, 3.36027 msec to evaluate
step 79300, training accuracy 0.98, 3.62253 msec to evaluate
step 79400, training accuracy 0.98, 4.33636 msec to evaluate
step 79500, training accuracy 1, 4.1523 msec to evaluate
step 79600, training accuracy 0.96, 3.54815 msec to evaluate
step 79700, training accuracy 1, 4.15611 msec to evaluate
step 79800, training accuracy 0.98, 3.82447 msec to evaluate
step 79900, training accuracy 1, 4.81701 msec to evaluate
test accuracy 0.9701
step 80000, training accuracy 1, 4.01092 msec to evaluate
step 80100, training accuracy 0.98, 4.02641 msec to evaluate
step 80200, training accuracy 1, 3.88622 msec to evaluate
step 80300, training accuracy 1, 4.24695 msec to evaluate
step 80400, training accuracy 1, 3.97611 msec to evaluate
step 80500, training accuracy 0.98, 4.01568 msec to evaluate
step 80600, training accuracy 1, 4.06003 msec to evaluate
step 80700, training accuracy 0.94, 3.54671 msec to evaluate
step 80800, training accuracy 0.98, 4.42123 msec to evaluate
step 80900, training accuracy 1, 3.82257 msec to evaluate
test accuracy 0.9703
step 81000, training accuracy 1, 3.64065 msec to evaluate
step 81100, training accuracy 1, 4.09055 msec to evaluate
step 81200, training accuracy 1, 3.95799 msec to evaluate
step 81300, training accuracy 0.96, 3.438 msec to evaluate
step 81400, training accuracy 1, 3.49569 msec to evaluate
step 81500, training accuracy 0.98, 3.85427 msec to evaluate
step 81600, training accuracy 1, 3.75867 msec to evaluate
step 81700, training accuracy 0.96, 3.88932 msec to evaluate
step 81800, training accuracy 1, 3.99518 msec to evaluate
step 81900, training accuracy 0.98, 3.41463 msec to evaluate
test accuracy 0.9739
step 82000, training accuracy 0.94, 3.7694 msec to evaluate
step 82100, training accuracy 1, 4.12917 msec to evaluate
