NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.04, 39.7215 msec to evaluate
step 38800, training accuracy 0.96, 4.05073 msec to evaluate
step 38900, training accuracy 1, 3.57056 msec to evaluate
test accuracy 0.9595
step 39000, training accuracy 0.98, 4.17924 msec to evaluate
step 39100, training accuracy 0.96, 4.11272 msec to evaluate
step 39200, training accuracy 0.94, 4.38762 msec to evaluate
step 39300, training accuracy 0.92, 3.8836 msec to evaluate
step 39400, training accuracy 0.92, 4.06861 msec to evaluate
step 39500, training accuracy 0.94, 4.27413 msec to evaluate
step 39600, training accuracy 0.98, 3.42321 msec to evaluate
step 39700, training accuracy 0.98, 4.09031 msec to evaluate
step 39800, training accuracy 0.96, 4.34709 msec to evaluate
step 39900, training accuracy 1, 7.20263 msec to evaluate
test accuracy 0.963
step 40000, training accuracy 0.98, 4.72355 msec to evaluate
step 40100, training accuracy 0.96, 4.29678 msec to evaluate
step 40200, training accuracy 0.98, 4.34399 msec to evaluate
step 40300, training accuracy 1, 3.77226 msec to evaluate
step 40400, training accuracy 0.94, 4.04835 msec to evaluate
step 40500, training accuracy 1, 4.03023 msec to evaluate
step 40600, training accuracy 1, 3.79109 msec to evaluate
step 40700, training accuracy 1, 3.74103 msec to evaluate
step 40800, training accuracy 0.94, 3.78418 msec to evaluate
step 40900, training accuracy 1, 4.0462 msec to evaluate
test accuracy 0.9603
step 41000, training accuracy 0.98, 3.66282 msec to evaluate
step 41100, training accuracy 1, 3.91603 msec to evaluate
step 41200, training accuracy 0.96, 4.08173 msec to evaluate
step 41300, training accuracy 0.98, 3.89123 msec to evaluate
step 41400, training accuracy 0.94, 3.95989 msec to evaluate
step 41500, training accuracy 1, 3.79419 msec to evaluate
step 41600, training accuracy 0.94, 4.08268 msec to evaluate
step 41700, training accuracy 0.96, 3.95751 msec to evaluate
step 41800, training accuracy 0.94, 4.10819 msec to evaluate
step 41900, training accuracy 0.96, 3.94773 msec to evaluate
test accuracy 0.9614
step 42000, training accuracy 0.96, 3.59631 msec to evaluate
step 42100, training accuracy 0.94, 4.26745 msec to evaluate
step 42200, training accuracy 0.9, 4.14276 msec to evaluate
step 42300, training accuracy 0.96, 4.05717 msec to evaluate
step 42400, training accuracy 0.94, 4.41694 msec to evaluate
step 42500, training accuracy 0.98, 4.0586 msec to evaluate
step 42600, training accuracy 0.98, 4.84753 msec to evaluate
step 42700, training accuracy 0.92, 3.92509 msec to evaluate
step 42800, training accuracy 0.98, 4.04978 msec to evaluate
step 42900, training accuracy 1, 3.36885 msec to evaluate
test accuracy 0.9606
step 43000, training accuracy 1, 3.24035 msec to evaluate
step 43100, training accuracy 0.96, 3.88765 msec to evaluate
step 43200, training accuracy 1, 6.49309 msec to evaluate
step 43300, training accuracy 0.98, 3.79133 msec to evaluate
step 43400, training accuracy 1, 4.09842 msec to evaluate
step 43500, training accuracy 0.94, 4.28534 msec to evaluate
step 43600, training accuracy 0.98, 4.11749 msec to evaluate
step 43700, training accuracy 0.98, 3.77989 msec to evaluate
step 43800, training accuracy 0.94, 4.01378 msec to evaluate
step 43900, training accuracy 0.96, 4.02021 msec to evaluate
test accuracy 0.9682
step 44000, training accuracy 0.96, 4.02355 msec to evaluate
step 44100, training accuracy 0.98, 4.32992 msec to evaluate
step 44200, training accuracy 1, 3.9227 msec to evaluate
step 44300, training accuracy 0.96, 3.67832 msec to evaluate
step 44400, training accuracy 1, 3.83806 msec to evaluate
step 44500, training accuracy 0.98, 3.76558 msec to evaluate
step 44600, training accuracy 0.96, 4.23241 msec to evaluate
step 44700, training accuracy 0.96, 4.15754 msec to evaluate
step 44800, training accuracy 0.96, 3.93081 msec to evaluate
step 44900, training accuracy 0.98, 3.95012 msec to evaluate
test accuracy 0.9676
step 45000, training accuracy 0.96, 3.78633 msec to evaluate
step 45100, training accuracy 0.98, 3.15452 msec to evaluate
step 45200, training accuracy 0.98, 3.66497 msec to evaluate
step 45300, training accuracy 0.98, 4.107 msec to evaluate
step 45400, training accuracy 0.96, 3.76058 msec to evaluate
step 45500, training accuracy 0.96, 4.96697 msec to evaluate
step 45600, training accuracy 0.96, 3.58558 msec to evaluate
step 45700, training accuracy 1, 4.14085 msec to evaluate
step 45800, training accuracy 0.96, 4.15874 msec to evaluate
step 45900, training accuracy 0.96, 4.29606 msec to evaluate
test accuracy 0.97
step 46000, training accuracy 0.94, 3.34001 msec to evaluate
step 46100, training accuracy 0.96, 4.21786 msec to evaluate
step 46200, training accuracy 1, 4.47679 msec to evaluate
step 46300, training accuracy 0.98, 4.30012 msec to evaluate
step 46400, training accuracy 0.98, 4.83108 msec to evaluate
step 46500, training accuracy 0.98, 3.78728 msec to evaluate
step 46600, training accuracy 0.96, 3.63803 msec to evaluate
step 46700, training accuracy 1, 3.93701 msec to evaluate
step 46800, training accuracy 0.96, 4.2932 msec to evaluate
step 46900, training accuracy 0.98, 4.21214 msec to evaluate
test accuracy 0.9581
step 47000, training accuracy 1, 3.37005 msec to evaluate
step 47100, training accuracy 0.88, 3.81804 msec to evaluate
step 47200, training accuracy 0.96, 3.90768 msec to evaluate
step 47300, training accuracy 0.98, 2.92039 msec to evaluate
step 47400, training accuracy 0.96, 4.40216 msec to evaluate
step 47500, training accuracy 1, 4.35114 msec to evaluate
step 47600, training accuracy 0.98, 3.56436 msec to evaluate
step 47700, training accuracy 0.98, 3.95894 msec to evaluate
step 47800, training accuracy 0.94, 3.84378 msec to evaluate
step 47900, training accuracy 0.96, 4.14824 msec to evaluate
test accuracy 0.961
step 48000, training accuracy 0.94, 4.48895 msec to evaluate
step 48100, training accuracy 0.96, 3.84378 msec to evaluate
step 48200, training accuracy 0.98, 3.81374 msec to evaluate
step 48300, training accuracy 0.98, 3.99041 msec to evaluate
step 48400, training accuracy 0.96, 3.47996 msec to evaluate
step 48500, training accuracy 0.98, 4.56667 msec to evaluate
step 48600, training accuracy 0.96, 4.20499 msec to evaluate
step 48700, training accuracy 0.94, 3.95584 msec to evaluate
step 48800, training accuracy 1, 4.00019 msec to evaluate
step 48900, training accuracy 1, 4.27222 msec to evaluate
test accuracy 0.9495
step 49000, training accuracy 1, 3.42727 msec to evaluate
step 49100, training accuracy 0.98, 3.89814 msec to evaluate
step 49200, training accuracy 0.98, 3.92079 msec to evaluate
step 49300, training accuracy 1, 3.84235 msec to evaluate
step 49400, training accuracy 0.96, 4.14968 msec to evaluate
step 49500, training accuracy 0.98, 3.62396 msec to evaluate
step 49600, training accuracy 0.96, 4.38881 msec to evaluate
step 49700, training accuracy 0.98, 3.97086 msec to evaluate
step 49800, training accuracy 0.96, 3.95179 msec to evaluate
step 49900, training accuracy 0.94, 4.41313 msec to evaluate
test accuracy 0.9651
step 50000, training accuracy 0.94, 3.74031 msec to evaluate
step 50100, training accuracy 0.96, 3.68381 msec to evaluate
step 50200, training accuracy 1, 4.15373 msec to evaluate
step 50300, training accuracy 0.98, 3.83806 msec to evaluate
step 50400, training accuracy 0.92, 3.55744 msec to evaluate
step 50500, training accuracy 0.98, 4.26245 msec to evaluate
step 50600, training accuracy 1, 4.1604 msec to evaluate
step 50700, training accuracy 0.98, 4.30942 msec to evaluate
step 50800, training accuracy 0.98, 4.12321 msec to evaluate
step 50900, training accuracy 0.96, 3.58868 msec to evaluate
test accuracy 0.9686
step 51000, training accuracy 0.98, 6.02555 msec to evaluate
step 51100, training accuracy 0.94, 3.82948 msec to evaluate
step 51200, training accuracy 0.96, 4.38309 msec to evaluate
step 51300, training accuracy 1, 4.15444 msec to evaluate
step 51400, training accuracy 0.98, 4.20213 msec to evaluate
step 51500, training accuracy 0.98, 3.96442 msec to evaluate
step 51600, training accuracy 1, 3.97372 msec to evaluate
step 51700, training accuracy 0.98, 3.92747 msec to evaluate
step 51800, training accuracy 0.98, 4.6618 msec to evaluate
step 51900, training accuracy 0.98, 3.77297 msec to evaluate
test accuracy 0.9607
step 52000, training accuracy 0.96, 3.32546 msec to evaluate
step 52100, training accuracy 0.94, 3.45159 msec to evaluate
step 52200, training accuracy 0.98, 4.09007 msec to evaluate
step 52300, training accuracy 1, 3.83568 msec to evaluate
step 52400, training accuracy 0.96, 4.05049 msec to evaluate
step 52500, training accuracy 1, 4.43268 msec to evaluate
step 52600, training accuracy 0.98, 3.74293 msec to evaluate
step 52700, training accuracy 0.96, 4.04739 msec to evaluate
step 52800, training accuracy 1, 3.68834 msec to evaluate
step 52900, training accuracy 1, 3.88169 msec to evaluate
test accuracy 0.9652
step 53000, training accuracy 0.98, 4.426 msec to evaluate
step 53100, training accuracy 0.96, 4.4651 msec to evaluate
step 53200, training accuracy 1, 4.02641 msec to evaluate
step 53300, training accuracy 0.94, 3.92175 msec to evaluate
step 53400, training accuracy 0.9, 4.07577 msec to evaluate
step 53500, training accuracy 1, 4.13203 msec to evaluate
step 53600, training accuracy 0.98, 3.80921 msec to evaluate
step 53700, training accuracy 0.96, 3.86834 msec to evaluate
step 53800, training accuracy 0.96, 3.89385 msec to evaluate
step 53900, training accuracy 1, 3.46899 msec to evaluate
test accuracy 0.9669
step 54000, training accuracy 1, 3.51548 msec to evaluate
step 54100, training accuracy 0.94, 3.77607 msec to evaluate
step 54200, training accuracy 0.98, 4.19259 msec to evaluate
step 54300, training accuracy 0.96, 3.86333 msec to evaluate
step 54400, training accuracy 1, 4.43459 msec to evaluate
step 54500, training accuracy 0.98, 3.96538 msec to evaluate
step 54600, training accuracy 1, 4.08459 msec to evaluate
step 54700, training accuracy 0.98, 4.89283 msec to evaluate
step 54800, training accuracy 0.98, 4.20213 msec to evaluate
step 54900, training accuracy 0.94, 4.05979 msec to evaluate
test accuracy 0.9681
step 55000, training accuracy 0.98, 4.76623 msec to evaluate
step 55100, training accuracy 1, 4.52566 msec to evaluate
step 55200, training accuracy 0.96, 4.02904 msec to evaluate
step 55300, training accuracy 0.98, 4.31538 msec to evaluate
step 55400, training accuracy 1, 3.92437 msec to evaluate
step 55500, training accuracy 0.98, 3.92032 msec to evaluate
step 55600, training accuracy 0.96, 4.08697 msec to evaluate
step 55700, training accuracy 0.96, 4.81534 msec to evaluate
step 55800, training accuracy 0.96, 3.67737 msec to evaluate
step 55900, training accuracy 0.96, 3.86524 msec to evaluate
test accuracy 0.9646
step 56000, training accuracy 0.96, 4.52828 msec to evaluate
step 56100, training accuracy 0.98, 3.03078 msec to evaluate
step 56200, training accuracy 0.98, 6.56796 msec to evaluate
step 56300, training accuracy 1, 4.25482 msec to evaluate
step 56400, training accuracy 0.96, 4.2398 msec to evaluate
step 56500, training accuracy 0.98, 3.90863 msec to evaluate
step 56600, training accuracy 1, 3.8693 msec to evaluate
step 56700, training accuracy 0.94, 4.33969 msec to evaluate
step 56800, training accuracy 0.96, 3.93867 msec to evaluate
step 56900, training accuracy 0.94, 4.19903 msec to evaluate
test accuracy 0.9654
step 57000, training accuracy 0.96, 3.4225 msec to evaluate
step 57100, training accuracy 1, 4.19188 msec to evaluate
step 57200, training accuracy 1, 4.31156 msec to evaluate
step 57300, training accuracy 0.92, 4.0946 msec to evaluate
step 57400, training accuracy 0.96, 4.27699 msec to evaluate
step 57500, training accuracy 1, 5.18107 msec to evaluate
step 57600, training accuracy 0.98, 3.83878 msec to evaluate
step 57700, training accuracy 1, 4.05931 msec to evaluate
step 57800, training accuracy 0.96, 4.20928 msec to evaluate
step 57900, training accuracy 1, 3.89075 msec to evaluate
test accuracy 0.9702
step 58000, training accuracy 0.98, 4.57144 msec to evaluate
step 58100, training accuracy 0.96, 3.9444 msec to evaluate
step 58200, training accuracy 0.96, 3.87526 msec to evaluate
step 58300, training accuracy 1, 3.67665 msec to evaluate
step 58400, training accuracy 0.96, 4.50945 msec to evaluate
step 58500, training accuracy 0.98, 4.20403 msec to evaluate
step 58600, training accuracy 0.96, 4.19044 msec to evaluate
step 58700, training accuracy 1, 4.1461 msec to evaluate
step 58800, training accuracy 1, 3.68166 msec to evaluate
step 58900, training accuracy 0.94, 4.12083 msec to evaluate
test accuracy 0.9682
step 59000, training accuracy 1, 4.19092 msec to evaluate
step 59100, training accuracy 0.96, 3.76725 msec to evaluate
step 59200, training accuracy 0.98, 4.18496 msec to evaluate
step 59300, training accuracy 1, 3.71337 msec to evaluate
step 59400, training accuracy 1, 3.74341 msec to evaluate
step 59500, training accuracy 1, 4.15707 msec to evaluate
step 59600, training accuracy 1, 4.75693 msec to evaluate
step 59700, training accuracy 1, 4.11296 msec to evaluate
step 59800, training accuracy 1, 3.69501 msec to evaluate
step 59900, training accuracy 1, 4.04 msec to evaluate
test accuracy 0.9622
step 60000, training accuracy 0.94, 4.09555 msec to evaluate
step 60100, training accuracy 0.98, 4.1635 msec to evaluate
step 60200, training accuracy 0.98, 4.15373 msec to evaluate
step 60300, training accuracy 0.98, 4.19331 msec to evaluate
step 60400, training accuracy 0.98, 4.15945 msec to evaluate
step 60500, training accuracy 1, 3.56889 msec to evaluate
step 60600, training accuracy 0.98, 3.92127 msec to evaluate
step 60700, training accuracy 1, 3.85809 msec to evaluate
step 60800, training accuracy 0.98, 3.65376 msec to evaluate
step 60900, training accuracy 1, 3.87645 msec to evaluate
test accuracy 0.9694
step 61000, training accuracy 0.96, 3.6149 msec to evaluate
step 61100, training accuracy 0.98, 4.12226 msec to evaluate
step 61200, training accuracy 0.98, 3.81088 msec to evaluate
step 61300, training accuracy 0.94, 3.65925 msec to evaluate
step 61400, training accuracy 0.94, 4.37212 msec to evaluate
step 61500, training accuracy 1, 4.01235 msec to evaluate
step 61600, training accuracy 0.98, 3.80301 msec to evaluate
step 61700, training accuracy 1, 4.31657 msec to evaluate
step 61800, training accuracy 1, 4.52638 msec to evaluate
step 61900, training accuracy 0.98, 3.71766 msec to evaluate
test accuracy 0.9657
step 62000, training accuracy 0.98, 4.93956 msec to evaluate
step 62100, training accuracy 1, 4.5321 msec to evaluate
step 62200, training accuracy 0.98, 4.4539 msec to evaluate
step 62300, training accuracy 1, 3.98636 msec to evaluate
step 62400, training accuracy 1, 3.80611 msec to evaluate
step 62500, training accuracy 0.98, 3.92723 msec to evaluate
step 62600, training accuracy 0.98, 3.83973 msec to evaluate
step 62700, training accuracy 0.98, 3.98588 msec to evaluate
step 62800, training accuracy 1, 4.02379 msec to evaluate
step 62900, training accuracy 0.98, 4.2429 msec to evaluate
test accuracy 0.9696
step 63000, training accuracy 0.98, 3.56174 msec to evaluate
step 63100, training accuracy 0.98, 3.97301 msec to evaluate
step 63200, training accuracy 0.98, 4.65608 msec to evaluate
step 63300, training accuracy 0.98, 4.12822 msec to evaluate
step 63400, training accuracy 0.94, 4.22406 msec to evaluate
step 63500, training accuracy 1, 4.27842 msec to evaluate
step 63600, training accuracy 0.98, 3.75605 msec to evaluate
step 63700, training accuracy 0.9, 4.0803 msec to evaluate
step 63800, training accuracy 0.96, 3.61562 msec to evaluate
step 63900, training accuracy 1, 4.16756 msec to evaluate
test accuracy 0.9695
step 64000, training accuracy 0.92, 3.85928 msec to evaluate
step 64100, training accuracy 1, 4.16446 msec to evaluate
step 64200, training accuracy 1, 4.77314 msec to evaluate
step 64300, training accuracy 0.96, 3.4461 msec to evaluate
step 64400, training accuracy 0.92, 4.10128 msec to evaluate
step 64500, training accuracy 0.98, 3.77178 msec to evaluate
step 64600, training accuracy 0.98, 3.81136 msec to evaluate
step 64700, training accuracy 1, 4.00996 msec to evaluate
step 64800, training accuracy 1, 3.99351 msec to evaluate
step 64900, training accuracy 0.96, 3.43251 msec to evaluate
test accuracy 0.971
step 65000, training accuracy 1, 3.73626 msec to evaluate
step 65100, training accuracy 0.94, 3.42178 msec to evaluate
step 65200, training accuracy 1, 4.16756 msec to evaluate
step 65300, training accuracy 0.98, 4.42457 msec to evaluate
step 65400, training accuracy 0.96, 4.03571 msec to evaluate
step 65500, training accuracy 1, 4.15182 msec to evaluate
step 65600, training accuracy 0.96, 3.92652 msec to evaluate
step 65700, training accuracy 0.98, 4.56762 msec to evaluate
step 65800, training accuracy 1, 5.3215 msec to evaluate
step 65900, training accuracy 0.94, 4.04024 msec to evaluate
test accuracy 0.9687
step 66000, training accuracy 0.98, 3.79872 msec to evaluate
step 66100, training accuracy 1, 4.12393 msec to evaluate
step 66200, training accuracy 0.92, 4.58741 msec to evaluate
step 66300, training accuracy 1, 4.03285 msec to evaluate
step 66400, training accuracy 1, 4.05455 msec to evaluate
step 66500, training accuracy 0.96, 3.96323 msec to evaluate
step 66600, training accuracy 0.98, 4.56309 msec to evaluate
step 66700, training accuracy 0.94, 3.7477 msec to evaluate
step 66800, training accuracy 1, 3.81947 msec to evaluate
step 66900, training accuracy 0.96, 3.50857 msec to evaluate
test accuracy 0.9719
step 67000, training accuracy 0.94, 4.35424 msec to evaluate
step 67100, training accuracy 1, 3.40438 msec to evaluate
step 67200, training accuracy 0.98, 4.5197 msec to evaluate
step 67300, training accuracy 1, 4.2901 msec to evaluate
step 67400, training accuracy 0.96, 4.60267 msec to evaluate
step 67500, training accuracy 1, 4.10771 msec to evaluate
step 67600, training accuracy 0.96, 3.87645 msec to evaluate
step 67700, training accuracy 0.98, 3.76296 msec to evaluate
step 67800, training accuracy 0.96, 3.98445 msec to evaluate
step 67900, training accuracy 0.94, 4.4744 msec to evaluate
test accuracy 0.9666
step 68000, training accuracy 0.96, 3.70145 msec to evaluate
step 68100, training accuracy 0.92, 3.90911 msec to evaluate
step 68200, training accuracy 0.98, 3.25871 msec to evaluate
step 68300, training accuracy 1, 4.22025 msec to evaluate
step 68400, training accuracy 1, 3.79801 msec to evaluate
step 68500, training accuracy 1, 4.11701 msec to evaluate
step 68600, training accuracy 0.98, 3.50547 msec to evaluate
step 68700, training accuracy 0.98, 3.65448 msec to evaluate
step 68800, training accuracy 1, 4.64463 msec to evaluate
step 68900, training accuracy 1, 3.98159 msec to evaluate
test accuracy 0.9618
step 69000, training accuracy 1, 3.55864 msec to evaluate
step 69100, training accuracy 0.94, 4.34494 msec to evaluate
step 69200, training accuracy 0.98, 3.74508 msec to evaluate
step 69300, training accuracy 0.96, 3.46184 msec to evaluate
step 69400, training accuracy 0.98, 4.19712 msec to evaluate
step 69500, training accuracy 0.94, 4.04406 msec to evaluate
step 69600, training accuracy 1, 3.71575 msec to evaluate
step 69700, training accuracy 1, 3.83425 msec to evaluate
step 69800, training accuracy 0.98, 3.63398 msec to evaluate
step 69900, training accuracy 0.98, 4.34947 msec to evaluate
test accuracy 0.9719
step 70000, training accuracy 0.96, 2.72775 msec to evaluate
step 70100, training accuracy 1, 4.11224 msec to evaluate
step 70200, training accuracy 1, 4.09913 msec to evaluate
step 70300, training accuracy 0.98, 4.03833 msec to evaluate
step 70400, training accuracy 0.98, 3.95608 msec to evaluate
step 70500, training accuracy 1, 4.24218 msec to evaluate
step 70600, training accuracy 1, 4.50277 msec to evaluate
step 70700, training accuracy 0.98, 3.94583 msec to evaluate
step 70800, training accuracy 1, 4.3962 msec to evaluate
step 70900, training accuracy 1, 3.932 msec to evaluate
test accuracy 0.9685
step 71000, training accuracy 1, 3.8197 msec to evaluate
step 71100, training accuracy 0.98, 4.08411 msec to evaluate
step 71200, training accuracy 0.96, 4.09365 msec to evaluate
step 71300, training accuracy 0.98, 4.23241 msec to evaluate
step 71400, training accuracy 1, 3.60131 msec to evaluate
step 71500, training accuracy 0.98, 5.06353 msec to evaluate
step 71600, training accuracy 1, 4.17542 msec to evaluate
step 71700, training accuracy 1, 3.93057 msec to evaluate
step 71800, training accuracy 0.98, 4.33207 msec to evaluate
step 71900, training accuracy 1, 3.66116 msec to evaluate
test accuracy 0.9673
step 72000, training accuracy 0.98, 4.31013 msec to evaluate
step 72100, training accuracy 1, 3.84235 msec to evaluate
step 72200, training accuracy 1, 3.81064 msec to evaluate
step 72300, training accuracy 0.94, 4.5886 msec to evaluate
step 72400, training accuracy 0.98, 3.85833 msec to evaluate
step 72500, training accuracy 0.98, 4.68206 msec to evaluate
step 72600, training accuracy 0.98, 3.50571 msec to evaluate
step 72700, training accuracy 0.96, 4.32158 msec to evaluate
step 72800, training accuracy 0.98, 4.02069 msec to evaluate
step 72900, training accuracy 0.98, 3.65233 msec to evaluate
test accuracy 0.9706
step 73000, training accuracy 1, 4.19998 msec to evaluate
step 73100, training accuracy 1, 3.62134 msec to evaluate
step 73200, training accuracy 0.96, 4.40145 msec to evaluate
step 73300, training accuracy 0.98, 3.86024 msec to evaluate
step 73400, training accuracy 0.94, 3.98993 msec to evaluate
step 73500, training accuracy 0.96, 4.13251 msec to evaluate
step 73600, training accuracy 0.98, 4.17614 msec to evaluate
step 73700, training accuracy 1, 3.36981 msec to evaluate
step 73800, training accuracy 1, 4.17042 msec to evaluate
step 73900, training accuracy 0.96, 3.90911 msec to evaluate
test accuracy 0.9712
step 74000, training accuracy 1, 4.23837 msec to evaluate
step 74100, training accuracy 0.98, 3.79252 msec to evaluate
step 74200, training accuracy 0.98, 3.47877 msec to evaluate
step 74300, training accuracy 0.96, 4.01878 msec to evaluate
step 74400, training accuracy 1, 3.97635 msec to evaluate
step 74500, training accuracy 0.98, 3.99828 msec to evaluate
step 74600, training accuracy 0.98, 3.98469 msec to evaluate
step 74700, training accuracy 0.96, 3.54624 msec to evaluate
step 74800, training accuracy 1, 7.30586 msec to evaluate
step 74900, training accuracy 0.94, 5.13315 msec to evaluate
test accuracy 0.9712
step 75000, training accuracy 0.94, 4.13823 msec to evaluate
step 75100, training accuracy 0.96, 3.75319 msec to evaluate
step 75200, training accuracy 1, 3.79586 msec to evaluate
step 75300, training accuracy 0.96, 3.75795 msec to evaluate
step 75400, training accuracy 1, 5.06568 msec to evaluate
step 75500, training accuracy 1, 4.0834 msec to evaluate
step 75600, training accuracy 1, 3.63016 msec to evaluate
step 75700, training accuracy 1, 3.93128 msec to evaluate
step 75800, training accuracy 0.98, 5.13434 msec to evaluate
step 75900, training accuracy 0.94, 3.61443 msec to evaluate
test accuracy 0.973
step 76000, training accuracy 0.98, 2.94995 msec to evaluate
step 76100, training accuracy 0.98, 4.39477 msec to evaluate
step 76200, training accuracy 0.98, 3.84235 msec to evaluate
step 76300, training accuracy 0.96, 3.52144 msec to evaluate
step 76400, training accuracy 0.98, 4.12941 msec to evaluate
step 76500, training accuracy 0.98, 4.2429 msec to evaluate
step 76600, training accuracy 0.98, 4.19736 msec to evaluate
step 76700, training accuracy 0.98, 6.05989 msec to evaluate
step 76800, training accuracy 0.96, 3.92485 msec to evaluate
step 76900, training accuracy 1, 3.57485 msec to evaluate
test accuracy 0.97
step 77000, training accuracy 1, 3.44419 msec to evaluate
step 77100, training accuracy 0.96, 4.78244 msec to evaluate
step 77200, training accuracy 0.96, 3.93581 msec to evaluate
step 77300, training accuracy 0.96, 3.68452 msec to evaluate
step 77400, training accuracy 0.96, 4.3447 msec to evaluate
step 77500, training accuracy 0.98, 3.88145 msec to evaluate
step 77600, training accuracy 1, 4.91714 msec to evaluate
step 77700, training accuracy 0.98, 3.83806 msec to evaluate
step 77800, training accuracy 0.98, 4.05002 msec to evaluate
step 77900, training accuracy 0.96, 3.97992 msec to evaluate
test accuracy 0.9723
step 78000, training accuracy 0.94, 3.60036 msec to evaluate
step 78100, training accuracy 0.96, 3.60107 msec to evaluate
step 78200, training accuracy 1, 4.11105 msec to evaluate
step 78300, training accuracy 0.98, 4.64272 msec to evaluate
step 78400, training accuracy 0.98, 3.71695 msec to evaluate
step 78500, training accuracy 1, 3.94535 msec to evaluate
step 78600, training accuracy 0.94, 4.61006 msec to evaluate
step 78700, training accuracy 0.98, 3.87883 msec to evaluate
step 78800, training accuracy 1, 3.70622 msec to evaluate
step 78900, training accuracy 1, 3.36003 msec to evaluate
test accuracy 0.9694
step 79000, training accuracy 1, 3.37672 msec to evaluate
step 79100, training accuracy 0.98, 3.92723 msec to evaluate
step 79200, training accuracy 1, 4.04167 msec to evaluate
step 79300, training accuracy 1, 4.44698 msec to evaluate
step 79400, training accuracy 0.96, 3.83258 msec to evaluate
step 79500, training accuracy 0.98, 4.107 msec to evaluate
step 79600, training accuracy 1, 3.90339 msec to evaluate
step 79700, training accuracy 0.98, 4.11725 msec to evaluate
step 79800, training accuracy 1, 4.03142 msec to evaluate
step 79900, training accuracy 1, 3.72863 msec to evaluate
test accuracy 0.9702
step 80000, training accuracy 0.98, 3.52669 msec to evaluate
step 80100, training accuracy 1, 4.04239 msec to evaluate
step 80200, training accuracy 0.94, 3.74937 msec to evaluate
step 80300, training accuracy 0.98, 3.6664 msec to evaluate
step 80400, training accuracy 1, 3.81017 msec to evaluate
step 80500, training accuracy 0.96, 3.93224 msec to evaluate
step 80600, training accuracy 0.98, 3.99375 msec to evaluate
step 80700, training accuracy 0.98, 3.94893 msec to evaluate
step 80800, training accuracy 0.98, 3.68142 msec to evaluate
step 80900, training accuracy 0.98, 3.51954 msec to evaluate
test accuracy 0.9705
step 81000, training accuracy 0.96, 2.60448 msec to evaluate
step 81100, training accuracy 1, 3.96538 msec to evaluate
step 81200, training accuracy 1, 3.59488 msec to evaluate
step 81300, training accuracy 1, 3.61919 msec to evaluate
step 81400, training accuracy 0.96, 3.74293 msec to evaluate
step 81500, training accuracy 1, 4.58598 msec to evaluate
step 81600, training accuracy 0.98, 4.30274 msec to evaluate
step 81700, training accuracy 0.98, 4.43101 msec to evaluate
step 81800, training accuracy 1, 3.56722 msec to evaluate
step 81900, training accuracy 0.98, 4.004 msec to evaluate
test accuracy 0.9719
step 82000, training accuracy 0.98, 4.03929 msec to evaluate
