NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.12, 36.402 msec to evaluate
step 38800, training accuracy 1, 4.60124 msec to evaluate
step 38900, training accuracy 0.96, 4.22859 msec to evaluate
test accuracy 0.9532
step 39000, training accuracy 0.94, 3.80015 msec to evaluate
step 39100, training accuracy 0.98, 3.94487 msec to evaluate
step 39200, training accuracy 0.94, 3.71099 msec to evaluate
step 39300, training accuracy 1, 4.10533 msec to evaluate
step 39400, training accuracy 0.96, 3.83568 msec to evaluate
step 39500, training accuracy 0.92, 4.04119 msec to evaluate
step 39600, training accuracy 0.92, 3.36671 msec to evaluate
step 39700, training accuracy 0.98, 4.96769 msec to evaluate
step 39800, training accuracy 1, 4.22978 msec to evaluate
step 39900, training accuracy 0.98, 3.85213 msec to evaluate
test accuracy 0.9644
step 40000, training accuracy 0.94, 3.25418 msec to evaluate
step 40100, training accuracy 0.98, 3.83806 msec to evaluate
step 40200, training accuracy 1, 3.88765 msec to evaluate
step 40300, training accuracy 0.94, 4.09532 msec to evaluate
step 40400, training accuracy 0.96, 3.73387 msec to evaluate
step 40500, training accuracy 0.98, 3.5584 msec to evaluate
step 40600, training accuracy 0.96, 4.01449 msec to evaluate
step 40700, training accuracy 0.98, 3.94821 msec to evaluate
step 40800, training accuracy 0.94, 4.21596 msec to evaluate
step 40900, training accuracy 1, 3.96585 msec to evaluate
test accuracy 0.9641
step 41000, training accuracy 0.96, 3.9959 msec to evaluate
step 41100, training accuracy 0.96, 4.02451 msec to evaluate
step 41200, training accuracy 1, 4.11963 msec to evaluate
step 41300, training accuracy 0.98, 4.03905 msec to evaluate
step 41400, training accuracy 0.98, 3.57008 msec to evaluate
step 41500, training accuracy 0.98, 4.50873 msec to evaluate
step 41600, training accuracy 0.98, 3.52907 msec to evaluate
step 41700, training accuracy 0.94, 4.14824 msec to evaluate
step 41800, training accuracy 0.98, 3.30734 msec to evaluate
step 41900, training accuracy 0.94, 4.02117 msec to evaluate
test accuracy 0.9675
step 42000, training accuracy 1, 3.65543 msec to evaluate
step 42100, training accuracy 0.94, 4.41742 msec to evaluate
step 42200, training accuracy 0.98, 3.97253 msec to evaluate
step 42300, training accuracy 0.98, 4.34613 msec to evaluate
step 42400, training accuracy 0.98, 3.87025 msec to evaluate
step 42500, training accuracy 0.96, 3.69334 msec to evaluate
step 42600, training accuracy 1, 4.56858 msec to evaluate
step 42700, training accuracy 0.96, 4.10914 msec to evaluate
step 42800, training accuracy 0.94, 3.76463 msec to evaluate
step 42900, training accuracy 0.96, 3.72958 msec to evaluate
test accuracy 0.961
step 43000, training accuracy 0.96, 3.82423 msec to evaluate
step 43100, training accuracy 0.98, 4.21 msec to evaluate
step 43200, training accuracy 0.98, 4.36139 msec to evaluate
step 43300, training accuracy 0.98, 3.9928 msec to evaluate
step 43400, training accuracy 0.9, 4.09889 msec to evaluate
step 43500, training accuracy 1, 4.2038 msec to evaluate
step 43600, training accuracy 1, 4.14133 msec to evaluate
step 43700, training accuracy 0.96, 4.14228 msec to evaluate
step 43800, training accuracy 0.98, 3.50213 msec to evaluate
step 43900, training accuracy 0.98, 3.9711 msec to evaluate
test accuracy 0.9601
step 44000, training accuracy 1, 4.63462 msec to evaluate
step 44100, training accuracy 0.94, 4.65822 msec to evaluate
step 44200, training accuracy 0.98, 4.31037 msec to evaluate
step 44300, training accuracy 0.98, 3.6478 msec to evaluate
step 44400, training accuracy 0.98, 3.90029 msec to evaluate
step 44500, training accuracy 0.94, 4.11463 msec to evaluate
step 44600, training accuracy 0.98, 3.74436 msec to evaluate
step 44700, training accuracy 0.98, 4.39334 msec to evaluate
step 44800, training accuracy 0.98, 3.70383 msec to evaluate
step 44900, training accuracy 0.96, 4.65083 msec to evaluate
test accuracy 0.9695
step 45000, training accuracy 0.98, 3.62563 msec to evaluate
step 45100, training accuracy 0.94, 6.29973 msec to evaluate
step 45200, training accuracy 0.96, 3.88384 msec to evaluate
step 45300, training accuracy 1, 4.4632 msec to evaluate
step 45400, training accuracy 0.92, 3.98445 msec to evaluate
step 45500, training accuracy 0.94, 3.68834 msec to evaluate
step 45600, training accuracy 0.98, 3.7744 msec to evaluate
step 45700, training accuracy 0.96, 4.51231 msec to evaluate
step 45800, training accuracy 0.96, 4.22239 msec to evaluate
step 45900, training accuracy 0.96, 4.07004 msec to evaluate
test accuracy 0.967
step 46000, training accuracy 0.98, 3.72744 msec to evaluate
step 46100, training accuracy 1, 3.82948 msec to evaluate
step 46200, training accuracy 1, 4.22883 msec to evaluate
step 46300, training accuracy 0.96, 4.28748 msec to evaluate
step 46400, training accuracy 1, 3.64089 msec to evaluate
step 46500, training accuracy 0.92, 4.13775 msec to evaluate
step 46600, training accuracy 0.94, 3.59082 msec to evaluate
step 46700, training accuracy 0.96, 3.92365 msec to evaluate
step 46800, training accuracy 1, 4.34589 msec to evaluate
step 46900, training accuracy 0.98, 3.64637 msec to evaluate
test accuracy 0.9609
step 47000, training accuracy 0.94, 3.30162 msec to evaluate
step 47100, training accuracy 0.96, 3.76391 msec to evaluate
step 47200, training accuracy 0.98, 4.82416 msec to evaluate
step 47300, training accuracy 0.98, 3.94082 msec to evaluate
step 47400, training accuracy 1, 3.96466 msec to evaluate
step 47500, training accuracy 1, 4.2479 msec to evaluate
step 47600, training accuracy 1, 3.72601 msec to evaluate
step 47700, training accuracy 0.96, 4.01807 msec to evaluate
step 47800, training accuracy 0.98, 4.60768 msec to evaluate
step 47900, training accuracy 1, 3.71909 msec to evaluate
test accuracy 0.9607
step 48000, training accuracy 0.96, 4.6103 msec to evaluate
step 48100, training accuracy 0.96, 4.22883 msec to evaluate
step 48200, training accuracy 1, 4.67992 msec to evaluate
step 48300, training accuracy 0.98, 3.4368 msec to evaluate
step 48400, training accuracy 0.96, 4.1647 msec to evaluate
step 48500, training accuracy 0.98, 3.68595 msec to evaluate
step 48600, training accuracy 0.98, 4.62842 msec to evaluate
step 48700, training accuracy 0.98, 4.16398 msec to evaluate
step 48800, training accuracy 0.98, 3.70502 msec to evaluate
step 48900, training accuracy 0.98, 3.72171 msec to evaluate
test accuracy 0.9665
step 49000, training accuracy 0.94, 4.71497 msec to evaluate
step 49100, training accuracy 0.98, 4.72212 msec to evaluate
step 49200, training accuracy 1, 3.85165 msec to evaluate
step 49300, training accuracy 0.94, 3.59488 msec to evaluate
step 49400, training accuracy 0.96, 4.29225 msec to evaluate
step 49500, training accuracy 0.98, 3.27849 msec to evaluate
step 49600, training accuracy 0.96, 3.81207 msec to evaluate
step 49700, training accuracy 1, 3.81517 msec to evaluate
step 49800, training accuracy 0.96, 4.53758 msec to evaluate
step 49900, training accuracy 0.94, 3.64113 msec to evaluate
test accuracy 0.9668
step 50000, training accuracy 0.98, 4.7977 msec to evaluate
step 50100, training accuracy 0.98, 4.32277 msec to evaluate
step 50200, training accuracy 1, 3.87001 msec to evaluate
step 50300, training accuracy 1, 3.85571 msec to evaluate
step 50400, training accuracy 0.9, 3.70502 msec to evaluate
step 50500, training accuracy 0.98, 4.10819 msec to evaluate
step 50600, training accuracy 0.98, 4.41885 msec to evaluate
step 50700, training accuracy 0.96, 5.13864 msec to evaluate
step 50800, training accuracy 0.98, 3.63135 msec to evaluate
step 50900, training accuracy 0.92, 4.39048 msec to evaluate
test accuracy 0.9677
step 51000, training accuracy 1, 4.5414 msec to evaluate
step 51100, training accuracy 0.98, 4.25363 msec to evaluate
step 51200, training accuracy 0.98, 4.2336 msec to evaluate
step 51300, training accuracy 0.96, 4.08435 msec to evaluate
step 51400, training accuracy 1, 3.71623 msec to evaluate
step 51500, training accuracy 0.98, 4.09484 msec to evaluate
step 51600, training accuracy 0.98, 4.41051 msec to evaluate
step 51700, training accuracy 0.94, 3.54671 msec to evaluate
step 51800, training accuracy 1, 5.1229 msec to evaluate
step 51900, training accuracy 0.98, 3.84426 msec to evaluate
test accuracy 0.9667
step 52000, training accuracy 0.98, 3.23319 msec to evaluate
step 52100, training accuracy 0.98, 4.33445 msec to evaluate
step 52200, training accuracy 0.96, 3.95298 msec to evaluate
step 52300, training accuracy 0.98, 3.81517 msec to evaluate
step 52400, training accuracy 1, 3.53432 msec to evaluate
step 52500, training accuracy 0.98, 4.31561 msec to evaluate
step 52600, training accuracy 0.98, 3.51238 msec to evaluate
step 52700, training accuracy 0.94, 4.70972 msec to evaluate
step 52800, training accuracy 0.98, 3.443 msec to evaluate
step 52900, training accuracy 0.96, 4.00782 msec to evaluate
test accuracy 0.9647
step 53000, training accuracy 0.98, 4.78148 msec to evaluate
step 53100, training accuracy 0.94, 3.39913 msec to evaluate
step 53200, training accuracy 0.98, 4.23288 msec to evaluate
step 53300, training accuracy 0.96, 4.39787 msec to evaluate
step 53400, training accuracy 1, 3.52144 msec to evaluate
step 53500, training accuracy 0.96, 3.77297 msec to evaluate
step 53600, training accuracy 0.98, 4.19831 msec to evaluate
step 53700, training accuracy 1, 3.92914 msec to evaluate
step 53800, training accuracy 0.98, 3.79992 msec to evaluate
step 53900, training accuracy 1, 4.21405 msec to evaluate
test accuracy 0.9694
step 54000, training accuracy 0.98, 4.09937 msec to evaluate
step 54100, training accuracy 0.98, 4.28128 msec to evaluate
step 54200, training accuracy 0.96, 4.06194 msec to evaluate
step 54300, training accuracy 0.98, 3.74866 msec to evaluate
step 54400, training accuracy 0.96, 3.80564 msec to evaluate
step 54500, training accuracy 0.98, 3.95131 msec to evaluate
step 54600, training accuracy 0.96, 4.09865 msec to evaluate
step 54700, training accuracy 0.98, 4.30083 msec to evaluate
step 54800, training accuracy 0.98, 4.03166 msec to evaluate
step 54900, training accuracy 0.86, 3.92318 msec to evaluate
test accuracy 0.9675
step 55000, training accuracy 1, 3.07417 msec to evaluate
step 55100, training accuracy 0.98, 4.03976 msec to evaluate
step 55200, training accuracy 1, 3.96371 msec to evaluate
step 55300, training accuracy 1, 5.05018 msec to evaluate
step 55400, training accuracy 0.98, 3.87406 msec to evaluate
step 55500, training accuracy 0.96, 3.99065 msec to evaluate
step 55600, training accuracy 0.94, 3.86357 msec to evaluate
step 55700, training accuracy 0.98, 3.84903 msec to evaluate
step 55800, training accuracy 1, 3.92199 msec to evaluate
step 55900, training accuracy 0.98, 4.47226 msec to evaluate
test accuracy 0.9659
step 56000, training accuracy 1, 3.24464 msec to evaluate
step 56100, training accuracy 0.98, 4.36163 msec to evaluate
step 56200, training accuracy 0.98, 3.66378 msec to evaluate
step 56300, training accuracy 0.98, 3.84593 msec to evaluate
step 56400, training accuracy 0.94, 4.35472 msec to evaluate
step 56500, training accuracy 0.96, 4.00209 msec to evaluate
step 56600, training accuracy 0.98, 3.757 msec to evaluate
step 56700, training accuracy 0.94, 4.05884 msec to evaluate
step 56800, training accuracy 0.96, 3.96085 msec to evaluate
step 56900, training accuracy 0.98, 3.62587 msec to evaluate
test accuracy 0.9644
step 57000, training accuracy 0.96, 2.98595 msec to evaluate
step 57100, training accuracy 0.96, 3.67928 msec to evaluate
step 57200, training accuracy 0.98, 5.88346 msec to evaluate
step 57300, training accuracy 0.96, 4.4167 msec to evaluate
step 57400, training accuracy 1, 4.66442 msec to evaluate
step 57500, training accuracy 0.98, 4.4775 msec to evaluate
step 57600, training accuracy 0.98, 3.48878 msec to evaluate
step 57700, training accuracy 0.96, 3.81613 msec to evaluate
step 57800, training accuracy 0.94, 4.1995 msec to evaluate
step 57900, training accuracy 0.98, 3.92032 msec to evaluate
test accuracy 0.9633
step 58000, training accuracy 0.96, 4.84228 msec to evaluate
step 58100, training accuracy 0.98, 3.83949 msec to evaluate
step 58200, training accuracy 0.98, 3.93748 msec to evaluate
step 58300, training accuracy 0.98, 3.57962 msec to evaluate
step 58400, training accuracy 0.98, 3.84235 msec to evaluate
step 58500, training accuracy 1, 4.39572 msec to evaluate
step 58600, training accuracy 1, 3.64637 msec to evaluate
step 58700, training accuracy 0.98, 4.11296 msec to evaluate
step 58800, training accuracy 0.96, 4.03237 msec to evaluate
step 58900, training accuracy 1, 4.53806 msec to evaluate
test accuracy 0.9658
step 59000, training accuracy 0.96, 4.47321 msec to evaluate
step 59100, training accuracy 1, 4.43578 msec to evaluate
step 59200, training accuracy 0.98, 4.08936 msec to evaluate
step 59300, training accuracy 1, 4.08077 msec to evaluate
step 59400, training accuracy 0.98, 4.98748 msec to evaluate
step 59500, training accuracy 1, 4.13322 msec to evaluate
step 59600, training accuracy 0.96, 4.11296 msec to evaluate
step 59700, training accuracy 0.92, 4.21143 msec to evaluate
step 59800, training accuracy 0.98, 4.09484 msec to evaluate
step 59900, training accuracy 1, 4.07076 msec to evaluate
test accuracy 0.9614
step 60000, training accuracy 0.94, 4.19021 msec to evaluate
step 60100, training accuracy 1, 4.90952 msec to evaluate
step 60200, training accuracy 1, 6.42824 msec to evaluate
step 60300, training accuracy 0.98, 3.90935 msec to evaluate
step 60400, training accuracy 0.98, 4.19092 msec to evaluate
step 60500, training accuracy 0.96, 5.42474 msec to evaluate
step 60600, training accuracy 0.98, 3.94893 msec to evaluate
step 60700, training accuracy 1, 3.95727 msec to evaluate
step 60800, training accuracy 1, 4.13442 msec to evaluate
step 60900, training accuracy 0.96, 3.88026 msec to evaluate
test accuracy 0.9672
step 61000, training accuracy 0.98, 2.77591 msec to evaluate
step 61100, training accuracy 0.92, 3.96228 msec to evaluate
step 61200, training accuracy 1, 4.25005 msec to evaluate
step 61300, training accuracy 0.96, 4.31323 msec to evaluate
step 61400, training accuracy 1, 4.23598 msec to evaluate
step 61500, training accuracy 0.96, 3.94559 msec to evaluate
step 61600, training accuracy 0.98, 3.46112 msec to evaluate
step 61700, training accuracy 0.96, 4.47845 msec to evaluate
step 61800, training accuracy 0.98, 4.02117 msec to evaluate
step 61900, training accuracy 0.96, 3.88312 msec to evaluate
test accuracy 0.9672
step 62000, training accuracy 0.96, 2.93469 msec to evaluate
step 62100, training accuracy 0.96, 4.09484 msec to evaluate
step 62200, training accuracy 0.98, 4.40335 msec to evaluate
step 62300, training accuracy 0.98, 3.73626 msec to evaluate
step 62400, training accuracy 0.96, 4.09985 msec to evaluate
step 62500, training accuracy 0.96, 3.94368 msec to evaluate
step 62600, training accuracy 1, 4.00352 msec to evaluate
step 62700, training accuracy 0.94, 3.06034 msec to evaluate
step 62800, training accuracy 0.96, 4.13847 msec to evaluate
step 62900, training accuracy 1, 4.10843 msec to evaluate
test accuracy 0.9667
step 63000, training accuracy 1, 3.65806 msec to evaluate
step 63100, training accuracy 0.98, 5.46002 msec to evaluate
step 63200, training accuracy 0.94, 4.03714 msec to evaluate
step 63300, training accuracy 0.98, 4.91381 msec to evaluate
step 63400, training accuracy 1, 3.81374 msec to evaluate
step 63500, training accuracy 0.9, 4.13489 msec to evaluate
step 63600, training accuracy 0.98, 3.55244 msec to evaluate
step 63700, training accuracy 0.96, 4.31991 msec to evaluate
step 63800, training accuracy 0.94, 4.3385 msec to evaluate
step 63900, training accuracy 0.98, 4.05669 msec to evaluate
test accuracy 0.9631
step 64000, training accuracy 0.96, 3.16882 msec to evaluate
step 64100, training accuracy 0.94, 4.36211 msec to evaluate
step 64200, training accuracy 0.98, 4.01378 msec to evaluate
step 64300, training accuracy 0.92, 3.95465 msec to evaluate
step 64400, training accuracy 0.98, 3.75605 msec to evaluate
step 64500, training accuracy 0.96, 3.60727 msec to evaluate
step 64600, training accuracy 0.98, 3.99232 msec to evaluate
step 64700, training accuracy 0.98, 4.1194 msec to evaluate
step 64800, training accuracy 0.98, 3.90553 msec to evaluate
step 64900, training accuracy 0.96, 3.90816 msec to evaluate
test accuracy 0.9666
step 65000, training accuracy 0.98, 3.47447 msec to evaluate
step 65100, training accuracy 1, 3.94273 msec to evaluate
step 65200, training accuracy 0.98, 4.47798 msec to evaluate
step 65300, training accuracy 0.98, 4.10628 msec to evaluate
step 65400, training accuracy 0.96, 3.84498 msec to evaluate
step 65500, training accuracy 0.92, 3.72148 msec to evaluate
step 65600, training accuracy 0.96, 4.04024 msec to evaluate
step 65700, training accuracy 0.98, 3.94964 msec to evaluate
step 65800, training accuracy 1, 3.90387 msec to evaluate
step 65900, training accuracy 1, 3.92747 msec to evaluate
test accuracy 0.9662
step 66000, training accuracy 0.96, 3.72791 msec to evaluate
step 66100, training accuracy 0.98, 3.85213 msec to evaluate
step 66200, training accuracy 0.96, 4.06623 msec to evaluate
step 66300, training accuracy 1, 4.22335 msec to evaluate
step 66400, training accuracy 0.98, 4.56071 msec to evaluate
step 66500, training accuracy 0.98, 4.25816 msec to evaluate
step 66600, training accuracy 0.96, 3.92461 msec to evaluate
step 66700, training accuracy 1, 4.16684 msec to evaluate
step 66800, training accuracy 0.98, 3.87502 msec to evaluate
step 66900, training accuracy 0.96, 4.71902 msec to evaluate
test accuracy 0.9657
step 67000, training accuracy 0.98, 3.39699 msec to evaluate
step 67100, training accuracy 1, 4.36234 msec to evaluate
step 67200, training accuracy 0.98, 4.06957 msec to evaluate
step 67300, training accuracy 1, 3.61347 msec to evaluate
step 67400, training accuracy 0.96, 4.1399 msec to evaluate
step 67500, training accuracy 0.96, 4.10557 msec to evaluate
step 67600, training accuracy 0.98, 4.26269 msec to evaluate
step 67700, training accuracy 0.94, 3.81088 msec to evaluate
step 67800, training accuracy 1, 4.11057 msec to evaluate
step 67900, training accuracy 0.96, 4.65345 msec to evaluate
test accuracy 0.9664
step 68000, training accuracy 0.94, 3.64614 msec to evaluate
step 68100, training accuracy 0.98, 4.26793 msec to evaluate
step 68200, training accuracy 1, 3.61514 msec to evaluate
step 68300, training accuracy 0.98, 4.20928 msec to evaluate
step 68400, training accuracy 1, 4.14085 msec to evaluate
step 68500, training accuracy 0.98, 4.12512 msec to evaluate
step 68600, training accuracy 0.94, 4.33302 msec to evaluate
step 68700, training accuracy 1, 4.34256 msec to evaluate
step 68800, training accuracy 1, 8.5218 msec to evaluate
step 68900, training accuracy 1, 4.03118 msec to evaluate
test accuracy 0.96
step 69000, training accuracy 0.96, 2.918 msec to evaluate
step 69100, training accuracy 1, 3.71099 msec to evaluate
step 69200, training accuracy 1, 4.21381 msec to evaluate
step 69300, training accuracy 0.98, 3.02553 msec to evaluate
step 69400, training accuracy 0.96, 4.4992 msec to evaluate
step 69500, training accuracy 1, 4.11701 msec to evaluate
step 69600, training accuracy 1, 3.8991 msec to evaluate
step 69700, training accuracy 1, 3.74269 msec to evaluate
step 69800, training accuracy 0.96, 4.10438 msec to evaluate
step 69900, training accuracy 0.92, 3.48949 msec to evaluate
test accuracy 0.9637
step 70000, training accuracy 0.94, 4.6401 msec to evaluate
step 70100, training accuracy 0.98, 4.09865 msec to evaluate
step 70200, training accuracy 0.98, 3.82042 msec to evaluate
step 70300, training accuracy 0.96, 4.09794 msec to evaluate
step 70400, training accuracy 0.96, 3.73507 msec to evaluate
step 70500, training accuracy 0.98, 4.07624 msec to evaluate
step 70600, training accuracy 1, 3.78537 msec to evaluate
step 70700, training accuracy 0.98, 3.9928 msec to evaluate
step 70800, training accuracy 1, 3.46541 msec to evaluate
step 70900, training accuracy 0.98, 4.26602 msec to evaluate
test accuracy 0.9657
step 71000, training accuracy 1, 3.40271 msec to evaluate
step 71100, training accuracy 0.98, 3.84879 msec to evaluate
step 71200, training accuracy 1, 4.15397 msec to evaluate
step 71300, training accuracy 0.98, 3.83067 msec to evaluate
step 71400, training accuracy 0.98, 3.96419 msec to evaluate
step 71500, training accuracy 0.96, 5.37276 msec to evaluate
step 71600, training accuracy 0.94, 4.19569 msec to evaluate
step 71700, training accuracy 0.94, 4.3149 msec to evaluate
step 71800, training accuracy 0.96, 4.20141 msec to evaluate
step 71900, training accuracy 0.98, 4.54926 msec to evaluate
test accuracy 0.9599
step 72000, training accuracy 0.92, 4.98986 msec to evaluate
step 72100, training accuracy 0.98, 4.28724 msec to evaluate
step 72200, training accuracy 1, 4.59528 msec to evaluate
step 72300, training accuracy 0.98, 3.47972 msec to evaluate
step 72400, training accuracy 0.96, 3.64566 msec to evaluate
step 72500, training accuracy 1, 4.06241 msec to evaluate
step 72600, training accuracy 0.98, 3.66521 msec to evaluate
step 72700, training accuracy 0.92, 4.12917 msec to evaluate
step 72800, training accuracy 0.98, 3.9537 msec to evaluate
step 72900, training accuracy 1, 3.80802 msec to evaluate
test accuracy 0.9701
step 73000, training accuracy 1, 3.84235 msec to evaluate
step 73100, training accuracy 1, 3.685 msec to evaluate
step 73200, training accuracy 1, 4.92477 msec to evaluate
step 73300, training accuracy 0.96, 3.98469 msec to evaluate
step 73400, training accuracy 0.98, 3.8681 msec to evaluate
step 73500, training accuracy 1, 4.02951 msec to evaluate
step 73600, training accuracy 0.98, 3.96204 msec to evaluate
step 73700, training accuracy 1, 4.40979 msec to evaluate
step 73800, training accuracy 0.98, 4.04453 msec to evaluate
step 73900, training accuracy 0.98, 3.77226 msec to evaluate
test accuracy 0.9637
step 74000, training accuracy 0.96, 4.28653 msec to evaluate
step 74100, training accuracy 0.94, 4.11367 msec to evaluate
step 74200, training accuracy 0.98, 4.16636 msec to evaluate
step 74300, training accuracy 1, 3.32713 msec to evaluate
step 74400, training accuracy 0.98, 4.54402 msec to evaluate
step 74500, training accuracy 0.98, 4.27008 msec to evaluate
step 74600, training accuracy 0.98, 3.95298 msec to evaluate
step 74700, training accuracy 0.98, 4.10366 msec to evaluate
step 74800, training accuracy 1, 3.96204 msec to evaluate
step 74900, training accuracy 0.94, 3.92866 msec to evaluate
test accuracy 0.9611
step 75000, training accuracy 0.96, 4.2088 msec to evaluate
step 75100, training accuracy 1, 3.79419 msec to evaluate
step 75200, training accuracy 0.98, 4.48394 msec to evaluate
step 75300, training accuracy 0.98, 3.99256 msec to evaluate
step 75400, training accuracy 0.98, 4.07815 msec to evaluate
step 75500, training accuracy 1, 4.13203 msec to evaluate
step 75600, training accuracy 0.98, 3.89194 msec to evaluate
step 75700, training accuracy 0.98, 4.62246 msec to evaluate
step 75800, training accuracy 1, 4.90355 msec to evaluate
step 75900, training accuracy 0.98, 3.86214 msec to evaluate
test accuracy 0.9672
step 76000, training accuracy 0.98, 4.31204 msec to evaluate
step 76100, training accuracy 0.94, 4.01115 msec to evaluate
step 76200, training accuracy 0.94, 3.97372 msec to evaluate
step 76300, training accuracy 1, 4.85349 msec to evaluate
step 76400, training accuracy 0.96, 3.99375 msec to evaluate
step 76500, training accuracy 1, 3.99232 msec to evaluate
step 76600, training accuracy 0.96, 3.98254 msec to evaluate
step 76700, training accuracy 1, 3.49593 msec to evaluate
step 76800, training accuracy 0.98, 4.11415 msec to evaluate
step 76900, training accuracy 0.94, 5.03349 msec to evaluate
test accuracy 0.9677
step 77000, training accuracy 1, 3.93581 msec to evaluate
step 77100, training accuracy 1, 4.61459 msec to evaluate
step 77200, training accuracy 1, 4.44555 msec to evaluate
step 77300, training accuracy 0.98, 3.60751 msec to evaluate
step 77400, training accuracy 0.98, 3.64256 msec to evaluate
step 77500, training accuracy 1, 4.92382 msec to evaluate
step 77600, training accuracy 0.96, 4.37641 msec to evaluate
step 77700, training accuracy 1, 4.05097 msec to evaluate
step 77800, training accuracy 0.98, 3.64614 msec to evaluate
step 77900, training accuracy 1, 3.88741 msec to evaluate
test accuracy 0.9657
step 78000, training accuracy 0.96, 3.00479 msec to evaluate
step 78100, training accuracy 0.98, 3.98684 msec to evaluate
step 78200, training accuracy 0.98, 4.14491 msec to evaluate
step 78300, training accuracy 0.9, 4.05455 msec to evaluate
step 78400, training accuracy 0.98, 4.1914 msec to evaluate
step 78500, training accuracy 0.98, 6.9592 msec to evaluate
step 78600, training accuracy 0.98, 4.84037 msec to evaluate
step 78700, training accuracy 1, 3.94988 msec to evaluate
step 78800, training accuracy 1, 4.03714 msec to evaluate
step 78900, training accuracy 1, 4.09341 msec to evaluate
test accuracy 0.9645
step 79000, training accuracy 0.98, 4.02093 msec to evaluate
step 79100, training accuracy 1, 5.11003 msec to evaluate
step 79200, training accuracy 0.98, 4.96078 msec to evaluate
step 79300, training accuracy 0.96, 3.69239 msec to evaluate
step 79400, training accuracy 0.96, 3.85356 msec to evaluate
step 79500, training accuracy 0.98, 4.23169 msec to evaluate
step 79600, training accuracy 0.94, 3.75009 msec to evaluate
step 79700, training accuracy 0.96, 4.16732 msec to evaluate
step 79800, training accuracy 1, 4.14062 msec to evaluate
step 79900, training accuracy 0.96, 4.05884 msec to evaluate
test accuracy 0.9716
step 80000, training accuracy 0.98, 3.63946 msec to evaluate
step 80100, training accuracy 0.98, 4.61435 msec to evaluate
step 80200, training accuracy 0.96, 4.04119 msec to evaluate
step 80300, training accuracy 0.94, 3.30067 msec to evaluate
step 80400, training accuracy 1, 5.1825 msec to evaluate
step 80500, training accuracy 0.98, 3.58105 msec to evaluate
step 80600, training accuracy 0.98, 3.98254 msec to evaluate
step 80700, training accuracy 0.96, 3.68905 msec to evaluate
step 80800, training accuracy 1, 3.97062 msec to evaluate
step 80900, training accuracy 0.94, 3.7818 msec to evaluate
test accuracy 0.9654
step 81000, training accuracy 0.98, 4.36187 msec to evaluate
step 81100, training accuracy 0.96, 4.4241 msec to evaluate
step 81200, training accuracy 0.98, 3.91555 msec to evaluate
step 81300, training accuracy 1, 4.33517 msec to evaluate
step 81400, training accuracy 0.96, 5.53823 msec to evaluate
step 81500, training accuracy 0.96, 3.91436 msec to evaluate
step 81600, training accuracy 0.96, 6.05464 msec to evaluate
step 81700, training accuracy 0.96, 3.52693 msec to evaluate
step 81800, training accuracy 0.96, 3.95036 msec to evaluate
