NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.14, 36.1078 msec to evaluate
step 38800, training accuracy 0.96, 3.98397 msec to evaluate
step 38900, training accuracy 1, 4.00281 msec to evaluate
test accuracy 0.9626
step 39000, training accuracy 0.94, 3.865 msec to evaluate
step 39100, training accuracy 0.98, 4.34065 msec to evaluate
step 39200, training accuracy 1, 4.19784 msec to evaluate
step 39300, training accuracy 1, 4.67396 msec to evaluate
step 39400, training accuracy 0.96, 3.48854 msec to evaluate
step 39500, training accuracy 0.98, 3.7775 msec to evaluate
step 39600, training accuracy 1, 3.57366 msec to evaluate
step 39700, training accuracy 1, 4.26126 msec to evaluate
step 39800, training accuracy 0.98, 6.25277 msec to evaluate
step 39900, training accuracy 0.98, 4.13585 msec to evaluate
test accuracy 0.9579
step 40000, training accuracy 0.94, 4.61531 msec to evaluate
step 40100, training accuracy 0.96, 4.70257 msec to evaluate
step 40200, training accuracy 0.96, 4.23908 msec to evaluate
step 40300, training accuracy 1, 3.64614 msec to evaluate
step 40400, training accuracy 0.98, 4.23694 msec to evaluate
step 40500, training accuracy 0.98, 3.56841 msec to evaluate
step 40600, training accuracy 1, 4.37117 msec to evaluate
step 40700, training accuracy 0.92, 3.69835 msec to evaluate
step 40800, training accuracy 0.98, 3.95632 msec to evaluate
step 40900, training accuracy 0.98, 4.27508 msec to evaluate
test accuracy 0.9611
step 41000, training accuracy 0.98, 3.19767 msec to evaluate
step 41100, training accuracy 1, 4.59123 msec to evaluate
step 41200, training accuracy 1, 4.32062 msec to evaluate
step 41300, training accuracy 1, 4.30989 msec to evaluate
step 41400, training accuracy 0.96, 5.26142 msec to evaluate
step 41500, training accuracy 1, 3.9053 msec to evaluate
step 41600, training accuracy 0.98, 4.25863 msec to evaluate
step 41700, training accuracy 1, 4.09651 msec to evaluate
step 41800, training accuracy 0.94, 4.15707 msec to evaluate
step 41900, training accuracy 0.94, 4.66371 msec to evaluate
test accuracy 0.9635
step 42000, training accuracy 1, 3.3083 msec to evaluate
step 42100, training accuracy 0.98, 4.63843 msec to evaluate
step 42200, training accuracy 0.98, 4.17924 msec to evaluate
step 42300, training accuracy 0.98, 4.28486 msec to evaluate
step 42400, training accuracy 1, 4.49944 msec to evaluate
step 42500, training accuracy 0.92, 3.87478 msec to evaluate
step 42600, training accuracy 0.96, 4.63557 msec to evaluate
step 42700, training accuracy 0.94, 4.07553 msec to evaluate
step 42800, training accuracy 0.94, 4.12726 msec to evaluate
step 42900, training accuracy 0.96, 3.29614 msec to evaluate
test accuracy 0.9631
step 43000, training accuracy 1, 2.27952 msec to evaluate
step 43100, training accuracy 0.98, 4.36163 msec to evaluate
step 43200, training accuracy 0.94, 3.92556 msec to evaluate
step 43300, training accuracy 0.96, 3.81994 msec to evaluate
step 43400, training accuracy 0.92, 4.32086 msec to evaluate
step 43500, training accuracy 0.96, 4.07624 msec to evaluate
step 43600, training accuracy 1, 3.64757 msec to evaluate
step 43700, training accuracy 0.98, 5.09787 msec to evaluate
step 43800, training accuracy 0.98, 4.0319 msec to evaluate
step 43900, training accuracy 0.98, 3.90959 msec to evaluate
test accuracy 0.9679
step 44000, training accuracy 1, 3.61657 msec to evaluate
step 44100, training accuracy 1, 4.06861 msec to evaluate
step 44200, training accuracy 0.96, 4.12536 msec to evaluate
step 44300, training accuracy 1, 4.08125 msec to evaluate
step 44400, training accuracy 0.96, 4.86541 msec to evaluate
step 44500, training accuracy 0.98, 3.62849 msec to evaluate
step 44600, training accuracy 1, 3.58343 msec to evaluate
step 44700, training accuracy 0.98, 4.17399 msec to evaluate
step 44800, training accuracy 1, 4.56262 msec to evaluate
step 44900, training accuracy 0.96, 4.25005 msec to evaluate
test accuracy 0.9651
step 45000, training accuracy 0.96, 3.54815 msec to evaluate
step 45100, training accuracy 1, 4.05693 msec to evaluate
step 45200, training accuracy 0.94, 3.56984 msec to evaluate
step 45300, training accuracy 0.98, 3.81184 msec to evaluate
step 45400, training accuracy 1, 4.64129 msec to evaluate
step 45500, training accuracy 0.94, 4.26054 msec to evaluate
step 45600, training accuracy 0.96, 4.21071 msec to evaluate
step 45700, training accuracy 0.98, 3.98564 msec to evaluate
step 45800, training accuracy 0.98, 3.90387 msec to evaluate
step 45900, training accuracy 0.98, 4.55594 msec to evaluate
test accuracy 0.9675
step 46000, training accuracy 0.98, 4.4508 msec to evaluate
step 46100, training accuracy 1, 3.93033 msec to evaluate
step 46200, training accuracy 0.98, 3.55005 msec to evaluate
step 46300, training accuracy 0.92, 3.9382 msec to evaluate
step 46400, training accuracy 1, 4.10128 msec to evaluate
step 46500, training accuracy 0.98, 3.45445 msec to evaluate
step 46600, training accuracy 0.98, 5.86462 msec to evaluate
step 46700, training accuracy 0.96, 4.25601 msec to evaluate
step 46800, training accuracy 1, 4.21405 msec to evaluate
step 46900, training accuracy 1, 4.11844 msec to evaluate
test accuracy 0.9549
step 47000, training accuracy 1, 3.72076 msec to evaluate
step 47100, training accuracy 0.96, 4.14538 msec to evaluate
step 47200, training accuracy 0.98, 3.90625 msec to evaluate
step 47300, training accuracy 0.98, 3.3567 msec to evaluate
step 47400, training accuracy 0.96, 3.87931 msec to evaluate
step 47500, training accuracy 1, 4.40335 msec to evaluate
step 47600, training accuracy 1, 3.93581 msec to evaluate
step 47700, training accuracy 0.96, 3.89743 msec to evaluate
step 47800, training accuracy 1, 4.93503 msec to evaluate
step 47900, training accuracy 1, 4.49944 msec to evaluate
test accuracy 0.9643
step 48000, training accuracy 0.94, 3.72076 msec to evaluate
step 48100, training accuracy 0.98, 4.10461 msec to evaluate
step 48200, training accuracy 0.94, 4.07767 msec to evaluate
step 48300, training accuracy 0.92, 3.84545 msec to evaluate
step 48400, training accuracy 0.96, 3.39985 msec to evaluate
step 48500, training accuracy 0.98, 3.81684 msec to evaluate
step 48600, training accuracy 0.98, 3.86119 msec to evaluate
step 48700, training accuracy 0.94, 4.32038 msec to evaluate
step 48800, training accuracy 0.96, 4.43912 msec to evaluate
step 48900, training accuracy 1, 3.97587 msec to evaluate
test accuracy 0.9647
step 49000, training accuracy 0.98, 3.88789 msec to evaluate
step 49100, training accuracy 1, 3.72767 msec to evaluate
step 49200, training accuracy 0.98, 4.29034 msec to evaluate
step 49300, training accuracy 0.96, 4.20141 msec to evaluate
step 49400, training accuracy 1, 3.84974 msec to evaluate
step 49500, training accuracy 0.96, 4.27866 msec to evaluate
step 49600, training accuracy 0.98, 4.37737 msec to evaluate
step 49700, training accuracy 0.98, 3.95536 msec to evaluate
step 49800, training accuracy 1, 4.24337 msec to evaluate
step 49900, training accuracy 1, 3.90863 msec to evaluate
test accuracy 0.9654
step 50000, training accuracy 0.98, 3.69692 msec to evaluate
step 50100, training accuracy 0.94, 4.03285 msec to evaluate
step 50200, training accuracy 1, 4.4229 msec to evaluate
step 50300, training accuracy 0.98, 4.13823 msec to evaluate
step 50400, training accuracy 0.98, 4.3025 msec to evaluate
step 50500, training accuracy 0.98, 4.65822 msec to evaluate
step 50600, training accuracy 1, 3.95203 msec to evaluate
step 50700, training accuracy 0.98, 3.75652 msec to evaluate
step 50800, training accuracy 1, 4.22072 msec to evaluate
step 50900, training accuracy 0.96, 3.88312 msec to evaluate
test accuracy 0.9699
step 51000, training accuracy 0.98, 3.77059 msec to evaluate
step 51100, training accuracy 1, 4.71163 msec to evaluate
step 51200, training accuracy 0.96, 3.865 msec to evaluate
step 51300, training accuracy 0.98, 4.05574 msec to evaluate
step 51400, training accuracy 1, 3.78561 msec to evaluate
step 51500, training accuracy 1, 4.08554 msec to evaluate
step 51600, training accuracy 1, 3.37815 msec to evaluate
step 51700, training accuracy 0.98, 4.14658 msec to evaluate
step 51800, training accuracy 0.98, 4.06861 msec to evaluate
step 51900, training accuracy 0.96, 3.82304 msec to evaluate
test accuracy 0.9616
step 52000, training accuracy 1, 4.43888 msec to evaluate
step 52100, training accuracy 0.94, 4.51279 msec to evaluate
step 52200, training accuracy 0.98, 8.45766 msec to evaluate
step 52300, training accuracy 0.96, 4.16231 msec to evaluate
step 52400, training accuracy 1, 3.87883 msec to evaluate
step 52500, training accuracy 1, 4.58598 msec to evaluate
step 52600, training accuracy 0.98, 4.14705 msec to evaluate
step 52700, training accuracy 1, 4.62842 msec to evaluate
step 52800, training accuracy 0.98, 3.49879 msec to evaluate
step 52900, training accuracy 0.96, 4.04477 msec to evaluate
test accuracy 0.9673
step 53000, training accuracy 0.94, 4.92883 msec to evaluate
step 53100, training accuracy 0.96, 4.31919 msec to evaluate
step 53200, training accuracy 0.96, 4.13728 msec to evaluate
step 53300, training accuracy 0.98, 4.59909 msec to evaluate
step 53400, training accuracy 1, 4.30703 msec to evaluate
step 53500, training accuracy 1, 4.25696 msec to evaluate
step 53600, training accuracy 0.94, 4.59385 msec to evaluate
step 53700, training accuracy 0.98, 4.89759 msec to evaluate
step 53800, training accuracy 1, 4.3335 msec to evaluate
step 53900, training accuracy 0.96, 3.50332 msec to evaluate
test accuracy 0.9696
step 54000, training accuracy 0.98, 4.34041 msec to evaluate
step 54100, training accuracy 1, 3.93629 msec to evaluate
step 54200, training accuracy 1, 4.49586 msec to evaluate
step 54300, training accuracy 1, 3.92985 msec to evaluate
step 54400, training accuracy 1, 3.40557 msec to evaluate
step 54500, training accuracy 1, 3.8271 msec to evaluate
step 54600, training accuracy 0.98, 3.71027 msec to evaluate
step 54700, training accuracy 1, 4.03285 msec to evaluate
step 54800, training accuracy 0.98, 4.79722 msec to evaluate
step 54900, training accuracy 0.96, 4.39978 msec to evaluate
test accuracy 0.9647
step 55000, training accuracy 0.98, 5.77259 msec to evaluate
step 55100, training accuracy 0.98, 4.43816 msec to evaluate
step 55200, training accuracy 1, 3.96514 msec to evaluate
step 55300, training accuracy 0.94, 4.0679 msec to evaluate
step 55400, training accuracy 1, 4.34995 msec to evaluate
step 55500, training accuracy 0.9, 4.22263 msec to evaluate
step 55600, training accuracy 1, 3.68476 msec to evaluate
step 55700, training accuracy 1, 3.94154 msec to evaluate
step 55800, training accuracy 0.96, 4.04286 msec to evaluate
step 55900, training accuracy 1, 4.12107 msec to evaluate
test accuracy 0.9667
step 56000, training accuracy 0.96, 4.18401 msec to evaluate
step 56100, training accuracy 0.98, 3.90291 msec to evaluate
step 56200, training accuracy 1, 4.58336 msec to evaluate
step 56300, training accuracy 1, 3.68309 msec to evaluate
step 56400, training accuracy 0.9, 4.10438 msec to evaluate
step 56500, training accuracy 0.96, 4.59027 msec to evaluate
step 56600, training accuracy 0.96, 4.09198 msec to evaluate
step 56700, training accuracy 0.94, 5.07951 msec to evaluate
step 56800, training accuracy 0.98, 4.02904 msec to evaluate
step 56900, training accuracy 1, 3.87478 msec to evaluate
test accuracy 0.9657
step 57000, training accuracy 1, 3.95727 msec to evaluate
step 57100, training accuracy 0.94, 4.13203 msec to evaluate
step 57200, training accuracy 0.96, 3.45778 msec to evaluate
step 57300, training accuracy 0.98, 3.66497 msec to evaluate
step 57400, training accuracy 0.96, 4.4601 msec to evaluate
step 57500, training accuracy 0.96, 3.89361 msec to evaluate
step 57600, training accuracy 1, 4.07672 msec to evaluate
step 57700, training accuracy 0.98, 5.65243 msec to evaluate
step 57800, training accuracy 0.98, 3.94821 msec to evaluate
step 57900, training accuracy 0.98, 3.51644 msec to evaluate
test accuracy 0.9671
step 58000, training accuracy 0.96, 3.4647 msec to evaluate
step 58100, training accuracy 0.98, 4.86159 msec to evaluate
step 58200, training accuracy 0.98, 3.98898 msec to evaluate
step 58300, training accuracy 0.96, 4.99415 msec to evaluate
step 58400, training accuracy 0.98, 4.25029 msec to evaluate
step 58500, training accuracy 0.96, 4.51064 msec to evaluate
step 58600, training accuracy 1, 4.48322 msec to evaluate
step 58700, training accuracy 0.98, 4.05622 msec to evaluate
step 58800, training accuracy 1, 3.97778 msec to evaluate
step 58900, training accuracy 0.96, 4.14276 msec to evaluate
test accuracy 0.9665
step 59000, training accuracy 0.98, 3.71599 msec to evaluate
step 59100, training accuracy 0.98, 4.19688 msec to evaluate
step 59200, training accuracy 1, 4.31371 msec to evaluate
step 59300, training accuracy 0.98, 4.06766 msec to evaluate
step 59400, training accuracy 0.98, 3.43609 msec to evaluate
step 59500, training accuracy 0.98, 5.57017 msec to evaluate
step 59600, training accuracy 0.94, 4.21667 msec to evaluate
step 59700, training accuracy 1, 4.27651 msec to evaluate
step 59800, training accuracy 0.96, 4.39286 msec to evaluate
step 59900, training accuracy 0.96, 4.06575 msec to evaluate
test accuracy 0.9678
step 60000, training accuracy 0.96, 4.89378 msec to evaluate
step 60100, training accuracy 0.96, 3.69477 msec to evaluate
step 60200, training accuracy 1, 3.84951 msec to evaluate
step 60300, training accuracy 1, 4.08411 msec to evaluate
step 60400, training accuracy 0.94, 3.53599 msec to evaluate
step 60500, training accuracy 0.98, 3.11303 msec to evaluate
step 60600, training accuracy 1, 4.69303 msec to evaluate
step 60700, training accuracy 1, 4.47774 msec to evaluate
step 60800, training accuracy 0.98, 3.73101 msec to evaluate
step 60900, training accuracy 0.94, 3.84951 msec to evaluate
test accuracy 0.9683
step 61000, training accuracy 0.98, 4.58002 msec to evaluate
step 61100, training accuracy 1, 4.35328 msec to evaluate
step 61200, training accuracy 0.98, 3.9053 msec to evaluate
step 61300, training accuracy 0.98, 3.45802 msec to evaluate
step 61400, training accuracy 1, 3.9885 msec to evaluate
step 61500, training accuracy 0.98, 3.90458 msec to evaluate
step 61600, training accuracy 0.98, 3.92818 msec to evaluate
step 61700, training accuracy 0.98, 4.24552 msec to evaluate
step 61800, training accuracy 1, 4.68183 msec to evaluate
step 61900, training accuracy 0.94, 3.89171 msec to evaluate
test accuracy 0.967
step 62000, training accuracy 1, 3.96466 msec to evaluate
step 62100, training accuracy 0.98, 3.91245 msec to evaluate
step 62200, training accuracy 0.98, 4.1995 msec to evaluate
step 62300, training accuracy 1, 4.33922 msec to evaluate
step 62400, training accuracy 0.98, 4.89688 msec to evaluate
step 62500, training accuracy 0.94, 3.76701 msec to evaluate
step 62600, training accuracy 1, 4.3385 msec to evaluate
step 62700, training accuracy 0.98, 3.32952 msec to evaluate
step 62800, training accuracy 1, 4.41408 msec to evaluate
step 62900, training accuracy 0.98, 4.26793 msec to evaluate
test accuracy 0.9675
step 63000, training accuracy 0.96, 3.29447 msec to evaluate
step 63100, training accuracy 0.96, 4.5042 msec to evaluate
step 63200, training accuracy 0.98, 4.09889 msec to evaluate
step 63300, training accuracy 0.98, 3.56627 msec to evaluate
step 63400, training accuracy 0.94, 4.11081 msec to evaluate
step 63500, training accuracy 0.98, 4.70614 msec to evaluate
step 63600, training accuracy 0.98, 3.78036 msec to evaluate
step 63700, training accuracy 0.98, 4.07577 msec to evaluate
step 63800, training accuracy 1, 3.67045 msec to evaluate
step 63900, training accuracy 1, 3.42584 msec to evaluate
test accuracy 0.9651
step 64000, training accuracy 0.98, 3.73602 msec to evaluate
step 64100, training accuracy 1, 4.35281 msec to evaluate
step 64200, training accuracy 0.98, 3.30234 msec to evaluate
step 64300, training accuracy 0.94, 3.88741 msec to evaluate
step 64400, training accuracy 1, 4.08292 msec to evaluate
step 64500, training accuracy 1, 4.36068 msec to evaluate
step 64600, training accuracy 1, 4.18448 msec to evaluate
step 64700, training accuracy 0.98, 3.95656 msec to evaluate
step 64800, training accuracy 0.96, 4.06623 msec to evaluate
step 64900, training accuracy 0.98, 3.19815 msec to evaluate
test accuracy 0.9659
step 65000, training accuracy 0.96, 3.48783 msec to evaluate
step 65100, training accuracy 0.98, 3.95393 msec to evaluate
step 65200, training accuracy 0.98, 4.13442 msec to evaluate
step 65300, training accuracy 0.96, 4.14824 msec to evaluate
step 65400, training accuracy 1, 4.07505 msec to evaluate
step 65500, training accuracy 0.96, 4.09651 msec to evaluate
step 65600, training accuracy 1, 4.43387 msec to evaluate
step 65700, training accuracy 0.98, 4.30131 msec to evaluate
step 65800, training accuracy 0.98, 4.00567 msec to evaluate
step 65900, training accuracy 1, 4.00805 msec to evaluate
test accuracy 0.9666
step 66000, training accuracy 1, 3.7117 msec to evaluate
step 66100, training accuracy 0.96, 4.35138 msec to evaluate
step 66200, training accuracy 0.94, 4.05216 msec to evaluate
step 66300, training accuracy 1, 4.94599 msec to evaluate
step 66400, training accuracy 0.96, 4.14419 msec to evaluate
step 66500, training accuracy 0.98, 3.88551 msec to evaluate
step 66600, training accuracy 1, 4.18377 msec to evaluate
step 66700, training accuracy 1, 4.9603 msec to evaluate
step 66800, training accuracy 0.96, 4.09007 msec to evaluate
step 66900, training accuracy 1, 3.97682 msec to evaluate
test accuracy 0.972
step 67000, training accuracy 0.98, 3.14641 msec to evaluate
step 67100, training accuracy 1, 4.0524 msec to evaluate
step 67200, training accuracy 0.94, 4.06766 msec to evaluate
step 67300, training accuracy 0.98, 3.72291 msec to evaluate
step 67400, training accuracy 0.92, 3.67737 msec to evaluate
step 67500, training accuracy 0.94, 3.96085 msec to evaluate
step 67600, training accuracy 0.98, 4.20213 msec to evaluate
step 67700, training accuracy 0.98, 4.47631 msec to evaluate
step 67800, training accuracy 0.98, 4.20046 msec to evaluate
step 67900, training accuracy 1, 4.23908 msec to evaluate
test accuracy 0.9679
step 68000, training accuracy 0.96, 3.50833 msec to evaluate
step 68100, training accuracy 1, 3.96895 msec to evaluate
step 68200, training accuracy 1, 4.73094 msec to evaluate
step 68300, training accuracy 0.98, 4.8902 msec to evaluate
step 68400, training accuracy 0.96, 3.96657 msec to evaluate
step 68500, training accuracy 0.98, 4.11224 msec to evaluate
step 68600, training accuracy 0.96, 4.26507 msec to evaluate
step 68700, training accuracy 0.98, 4.06504 msec to evaluate
step 68800, training accuracy 0.98, 3.92127 msec to evaluate
step 68900, training accuracy 0.98, 3.79491 msec to evaluate
test accuracy 0.9693
step 69000, training accuracy 1, 4.69136 msec to evaluate
step 69100, training accuracy 0.96, 4.23789 msec to evaluate
step 69200, training accuracy 1, 3.82805 msec to evaluate
step 69300, training accuracy 0.98, 3.26014 msec to evaluate
step 69400, training accuracy 0.98, 3.92795 msec to evaluate
step 69500, training accuracy 1, 3.97468 msec to evaluate
step 69600, training accuracy 0.98, 4.53401 msec to evaluate
step 69700, training accuracy 1, 3.76129 msec to evaluate
step 69800, training accuracy 0.94, 3.93033 msec to evaluate
step 69900, training accuracy 1, 4.37832 msec to evaluate
test accuracy 0.9664
step 70000, training accuracy 0.96, 4.45676 msec to evaluate
step 70100, training accuracy 1, 4.11344 msec to evaluate
step 70200, training accuracy 1, 4.00233 msec to evaluate
step 70300, training accuracy 1, 4.4539 msec to evaluate
step 70400, training accuracy 0.98, 3.32236 msec to evaluate
step 70500, training accuracy 0.98, 4.44555 msec to evaluate
step 70600, training accuracy 0.96, 4.08053 msec to evaluate
step 70700, training accuracy 1, 4.06981 msec to evaluate
step 70800, training accuracy 1, 4.23455 msec to evaluate
step 70900, training accuracy 1, 3.83735 msec to evaluate
test accuracy 0.9681
step 71000, training accuracy 0.96, 3.9258 msec to evaluate
step 71100, training accuracy 1, 4.51207 msec to evaluate
step 71200, training accuracy 1, 3.68166 msec to evaluate
step 71300, training accuracy 1, 4.11654 msec to evaluate
step 71400, training accuracy 0.96, 4.6103 msec to evaluate
step 71500, training accuracy 0.98, 3.45516 msec to evaluate
step 71600, training accuracy 0.98, 4.10628 msec to evaluate
step 71700, training accuracy 1, 4.50397 msec to evaluate
step 71800, training accuracy 0.98, 4.15587 msec to evaluate
step 71900, training accuracy 1, 3.90172 msec to evaluate
test accuracy 0.9718
step 72000, training accuracy 1, 4.81963 msec to evaluate
step 72100, training accuracy 0.96, 4.51589 msec to evaluate
step 72200, training accuracy 1, 3.91769 msec to evaluate
step 72300, training accuracy 0.98, 3.54004 msec to evaluate
step 72400, training accuracy 1, 3.89791 msec to evaluate
step 72500, training accuracy 0.98, 4.4241 msec to evaluate
step 72600, training accuracy 1, 4.44269 msec to evaluate
step 72700, training accuracy 0.98, 3.80683 msec to evaluate
step 72800, training accuracy 0.96, 3.73077 msec to evaluate
step 72900, training accuracy 0.94, 4.12846 msec to evaluate
test accuracy 0.9637
step 73000, training accuracy 1, 3.29399 msec to evaluate
step 73100, training accuracy 1, 8.77404 msec to evaluate
step 73200, training accuracy 1, 4.46177 msec to evaluate
step 73300, training accuracy 0.96, 4.36187 msec to evaluate
step 73400, training accuracy 0.98, 3.86739 msec to evaluate
step 73500, training accuracy 0.98, 4.34208 msec to evaluate
step 73600, training accuracy 0.98, 3.72791 msec to evaluate
step 73700, training accuracy 0.98, 3.24011 msec to evaluate
step 73800, training accuracy 1, 4.13656 msec to evaluate
step 73900, training accuracy 1, 4.09698 msec to evaluate
test accuracy 0.9699
step 74000, training accuracy 0.98, 3.72052 msec to evaluate
step 74100, training accuracy 0.98, 4.40001 msec to evaluate
step 74200, training accuracy 1, 4.20141 msec to evaluate
step 74300, training accuracy 0.98, 4.17924 msec to evaluate
step 74400, training accuracy 0.98, 4.15134 msec to evaluate
step 74500, training accuracy 1, 3.98898 msec to evaluate
step 74600, training accuracy 0.96, 4.17924 msec to evaluate
step 74700, training accuracy 0.92, 3.89099 msec to evaluate
step 74800, training accuracy 0.96, 4.56738 msec to evaluate
step 74900, training accuracy 1, 4.64296 msec to evaluate
test accuracy 0.9659
step 75000, training accuracy 0.98, 4.34351 msec to evaluate
step 75100, training accuracy 0.94, 4.39024 msec to evaluate
step 75200, training accuracy 0.96, 4.54521 msec to evaluate
step 75300, training accuracy 0.98, 4.18067 msec to evaluate
step 75400, training accuracy 0.98, 3.76415 msec to evaluate
step 75500, training accuracy 0.96, 4.37808 msec to evaluate
step 75600, training accuracy 0.98, 4.37999 msec to evaluate
step 75700, training accuracy 1, 4.50087 msec to evaluate
step 75800, training accuracy 0.94, 4.12107 msec to evaluate
step 75900, training accuracy 1, 4.70257 msec to evaluate
test accuracy 0.9718
step 76000, training accuracy 1, 3.66974 msec to evaluate
step 76100, training accuracy 0.98, 3.98493 msec to evaluate
step 76200, training accuracy 0.96, 4.83751 msec to evaluate
step 76300, training accuracy 1, 3.89385 msec to evaluate
step 76400, training accuracy 1, 4.11725 msec to evaluate
step 76500, training accuracy 0.98, 4.36759 msec to evaluate
step 76600, training accuracy 0.94, 4.01902 msec to evaluate
step 76700, training accuracy 1, 4.42386 msec to evaluate
step 76800, training accuracy 0.98, 4.09126 msec to evaluate
step 76900, training accuracy 0.98, 4.22645 msec to evaluate
test accuracy 0.9687
step 77000, training accuracy 1, 4.13632 msec to evaluate
step 77100, training accuracy 0.98, 3.78489 msec to evaluate
step 77200, training accuracy 0.96, 4.92287 msec to evaluate
step 77300, training accuracy 0.98, 4.14991 msec to evaluate
step 77400, training accuracy 0.98, 4.00376 msec to evaluate
step 77500, training accuracy 0.92, 4.35758 msec to evaluate
step 77600, training accuracy 0.98, 3.86214 msec to evaluate
step 77700, training accuracy 1, 4.36449 msec to evaluate
step 77800, training accuracy 1, 3.92699 msec to evaluate
step 77900, training accuracy 1, 4.45867 msec to evaluate
test accuracy 0.9673
step 78000, training accuracy 1, 3.55935 msec to evaluate
step 78100, training accuracy 0.98, 3.52478 msec to evaluate
step 78200, training accuracy 0.96, 4.7853 msec to evaluate
step 78300, training accuracy 1, 4.246 msec to evaluate
step 78400, training accuracy 1, 4.35686 msec to evaluate
step 78500, training accuracy 0.94, 4.04811 msec to evaluate
step 78600, training accuracy 0.98, 4.03428 msec to evaluate
step 78700, training accuracy 0.96, 4.86541 msec to evaluate
step 78800, training accuracy 0.98, 4.22621 msec to evaluate
step 78900, training accuracy 1, 3.70836 msec to evaluate
test accuracy 0.9738
step 79000, training accuracy 1, 3.90315 msec to evaluate
step 79100, training accuracy 0.96, 4.02093 msec to evaluate
step 79200, training accuracy 0.96, 5.50628 msec to evaluate
step 79300, training accuracy 0.98, 4.12679 msec to evaluate
step 79400, training accuracy 0.98, 4.36234 msec to evaluate
step 79500, training accuracy 1, 4.23384 msec to evaluate
step 79600, training accuracy 0.98, 4.05765 msec to evaluate
step 79700, training accuracy 0.98, 4.09722 msec to evaluate
step 79800, training accuracy 1, 4.09913 msec to evaluate
step 79900, training accuracy 0.98, 4.03333 msec to evaluate
test accuracy 0.9708
step 80000, training accuracy 0.94, 3.51596 msec to evaluate
step 80100, training accuracy 0.98, 4.51207 msec to evaluate
step 80200, training accuracy 1, 3.87573 msec to evaluate
step 80300, training accuracy 0.98, 3.51214 msec to evaluate
step 80400, training accuracy 0.98, 4.70328 msec to evaluate
step 80500, training accuracy 1, 3.68619 msec to evaluate
step 80600, training accuracy 1, 3.88908 msec to evaluate
step 80700, training accuracy 1, 3.88479 msec to evaluate
step 80800, training accuracy 1, 4.44174 msec to evaluate
step 80900, training accuracy 1, 4.23813 msec to evaluate
test accuracy 0.9709
step 81000, training accuracy 0.98, 3.11041 msec to evaluate
step 81100, training accuracy 1, 3.92199 msec to evaluate
step 81200, training accuracy 0.98, 4.0307 msec to evaluate
step 81300, training accuracy 0.94, 5.2352 msec to evaluate
step 81400, training accuracy 0.96, 3.58009 msec to evaluate
step 81500, training accuracy 0.98, 4.11654 msec to evaluate
step 81600, training accuracy 1, 5.24211 msec to evaluate
step 81700, training accuracy 0.98, 5.32174 msec to evaluate
step 81800, training accuracy 0.98, 4.98343 msec to evaluate
step 81900, training accuracy 1, 3.75605 msec to evaluate
test accuracy 0.969
step 82000, training accuracy 1, 3.49808 msec to evaluate
step 82100, training accuracy 1, 7.03096 msec to evaluate
