NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.1, 37.0855 msec to evaluate
step 38800, training accuracy 1, 4.84562 msec to evaluate
step 38900, training accuracy 0.98, 4.18401 msec to evaluate
test accuracy 0.9624
step 39000, training accuracy 0.98, 3.14927 msec to evaluate
step 39100, training accuracy 1, 4.39262 msec to evaluate
step 39200, training accuracy 0.96, 4.17328 msec to evaluate
step 39300, training accuracy 0.98, 4.05931 msec to evaluate
step 39400, training accuracy 0.92, 3.83019 msec to evaluate
step 39500, training accuracy 1, 4.25029 msec to evaluate
step 39600, training accuracy 0.96, 3.45135 msec to evaluate
step 39700, training accuracy 0.98, 4.28653 msec to evaluate
step 39800, training accuracy 0.98, 4.33326 msec to evaluate
step 39900, training accuracy 0.98, 3.99137 msec to evaluate
test accuracy 0.9656
step 40000, training accuracy 0.98, 3.42512 msec to evaluate
step 40100, training accuracy 0.94, 4.21166 msec to evaluate
step 40200, training accuracy 1, 4.02474 msec to evaluate
step 40300, training accuracy 0.98, 4.02308 msec to evaluate
step 40400, training accuracy 0.98, 4.43053 msec to evaluate
step 40500, training accuracy 1, 4.66466 msec to evaluate
step 40600, training accuracy 0.98, 4.27485 msec to evaluate
step 40700, training accuracy 1, 4.34661 msec to evaluate
step 40800, training accuracy 1, 4.6289 msec to evaluate
step 40900, training accuracy 0.98, 3.9649 msec to evaluate
test accuracy 0.9597
step 41000, training accuracy 0.98, 3.51381 msec to evaluate
step 41100, training accuracy 0.98, 4.36807 msec to evaluate
step 41200, training accuracy 1, 4.0834 msec to evaluate
step 41300, training accuracy 1, 4.11987 msec to evaluate
step 41400, training accuracy 1, 4.61388 msec to evaluate
step 41500, training accuracy 1, 3.64399 msec to evaluate
step 41600, training accuracy 0.96, 5.22923 msec to evaluate
step 41700, training accuracy 0.98, 4.32682 msec to evaluate
step 41800, training accuracy 0.98, 3.72148 msec to evaluate
step 41900, training accuracy 1, 3.84951 msec to evaluate
test accuracy 0.9663
step 42000, training accuracy 0.98, 3.39651 msec to evaluate
step 42100, training accuracy 0.96, 4.21023 msec to evaluate
step 42200, training accuracy 0.98, 3.57699 msec to evaluate
step 42300, training accuracy 0.98, 3.81541 msec to evaluate
step 42400, training accuracy 1, 3.72338 msec to evaluate
step 42500, training accuracy 1, 4.17781 msec to evaluate
step 42600, training accuracy 0.96, 3.58582 msec to evaluate
step 42700, training accuracy 1, 4.82726 msec to evaluate
step 42800, training accuracy 0.96, 4.1573 msec to evaluate
step 42900, training accuracy 1, 3.3164 msec to evaluate
test accuracy 0.965
step 43000, training accuracy 0.92, 4.42505 msec to evaluate
step 43100, training accuracy 1, 4.50945 msec to evaluate
step 43200, training accuracy 0.88, 3.78299 msec to evaluate
step 43300, training accuracy 0.98, 4.30584 msec to evaluate
step 43400, training accuracy 0.98, 3.94678 msec to evaluate
step 43500, training accuracy 0.96, 3.99637 msec to evaluate
step 43600, training accuracy 0.98, 4.23527 msec to evaluate
step 43700, training accuracy 0.96, 3.86143 msec to evaluate
step 43800, training accuracy 1, 3.71075 msec to evaluate
step 43900, training accuracy 0.98, 4.25816 msec to evaluate
test accuracy 0.9665
step 44000, training accuracy 0.98, 4.89664 msec to evaluate
step 44100, training accuracy 0.96, 3.7291 msec to evaluate
step 44200, training accuracy 0.92, 5.09667 msec to evaluate
step 44300, training accuracy 1, 4.15778 msec to evaluate
step 44400, training accuracy 0.98, 4.59933 msec to evaluate
step 44500, training accuracy 0.98, 3.93963 msec to evaluate
step 44600, training accuracy 0.98, 3.97158 msec to evaluate
step 44700, training accuracy 1, 3.73554 msec to evaluate
step 44800, training accuracy 1, 3.81017 msec to evaluate
step 44900, training accuracy 0.98, 4.35615 msec to evaluate
test accuracy 0.9641
step 45000, training accuracy 0.96, 4.75383 msec to evaluate
step 45100, training accuracy 0.98, 3.62682 msec to evaluate
step 45200, training accuracy 1, 4.25172 msec to evaluate
step 45300, training accuracy 0.98, 4.35376 msec to evaluate
step 45400, training accuracy 0.98, 4.37784 msec to evaluate
step 45500, training accuracy 0.94, 3.79944 msec to evaluate
step 45600, training accuracy 0.98, 4.08602 msec to evaluate
step 45700, training accuracy 0.98, 3.86548 msec to evaluate
step 45800, training accuracy 0.96, 4.87852 msec to evaluate
step 45900, training accuracy 1, 4.29177 msec to evaluate
test accuracy 0.9683
step 46000, training accuracy 0.96, 3.53336 msec to evaluate
step 46100, training accuracy 0.98, 3.66569 msec to evaluate
step 46200, training accuracy 0.96, 3.52144 msec to evaluate
step 46300, training accuracy 1, 3.33977 msec to evaluate
step 46400, training accuracy 0.98, 4.56667 msec to evaluate
step 46500, training accuracy 0.98, 3.76821 msec to evaluate
step 46600, training accuracy 1, 3.92652 msec to evaluate
step 46700, training accuracy 0.98, 4.00424 msec to evaluate
step 46800, training accuracy 1, 3.64137 msec to evaluate
step 46900, training accuracy 0.98, 4.09293 msec to evaluate
test accuracy 0.9603
step 47000, training accuracy 0.98, 3.46088 msec to evaluate
step 47100, training accuracy 0.98, 3.42607 msec to evaluate
step 47200, training accuracy 0.98, 4.03166 msec to evaluate
step 47300, training accuracy 0.96, 3.52263 msec to evaluate
step 47400, training accuracy 0.96, 3.76248 msec to evaluate
step 47500, training accuracy 0.98, 3.84736 msec to evaluate
step 47600, training accuracy 1, 3.99804 msec to evaluate
step 47700, training accuracy 0.98, 4.24242 msec to evaluate
step 47800, training accuracy 1, 4.02737 msec to evaluate
step 47900, training accuracy 0.94, 4.10104 msec to evaluate
test accuracy 0.962
step 48000, training accuracy 0.98, 4.17423 msec to evaluate
step 48100, training accuracy 1, 4.28271 msec to evaluate
step 48200, training accuracy 0.94, 5.39088 msec to evaluate
step 48300, training accuracy 1, 3.92318 msec to evaluate
step 48400, training accuracy 0.92, 4.42886 msec to evaluate
step 48500, training accuracy 0.96, 3.77893 msec to evaluate
step 48600, training accuracy 1, 4.29869 msec to evaluate
step 48700, training accuracy 0.96, 4.18544 msec to evaluate
step 48800, training accuracy 0.98, 4.24004 msec to evaluate
step 48900, training accuracy 1, 4.04167 msec to evaluate
test accuracy 0.969
step 49000, training accuracy 0.96, 3.90005 msec to evaluate
step 49100, training accuracy 1, 4.60768 msec to evaluate
step 49200, training accuracy 1, 4.21858 msec to evaluate
step 49300, training accuracy 0.98, 4.23431 msec to evaluate
step 49400, training accuracy 0.96, 4.16923 msec to evaluate
step 49500, training accuracy 1, 3.23963 msec to evaluate
step 49600, training accuracy 0.98, 3.70026 msec to evaluate
step 49700, training accuracy 0.96, 4.72093 msec to evaluate
step 49800, training accuracy 0.98, 4.18687 msec to evaluate
step 49900, training accuracy 0.92, 4.00782 msec to evaluate
test accuracy 0.9674
step 50000, training accuracy 0.98, 4.14872 msec to evaluate
step 50100, training accuracy 0.98, 9.82141 msec to evaluate
step 50200, training accuracy 0.98, 4.08363 msec to evaluate
step 50300, training accuracy 0.98, 4.17614 msec to evaluate
step 50400, training accuracy 1, 3.93987 msec to evaluate
step 50500, training accuracy 1, 3.95608 msec to evaluate
step 50600, training accuracy 0.98, 4.39906 msec to evaluate
step 50700, training accuracy 0.94, 4.19641 msec to evaluate
step 50800, training accuracy 0.94, 4.31609 msec to evaluate
step 50900, training accuracy 1, 4.25434 msec to evaluate
test accuracy 0.9671
step 51000, training accuracy 0.94, 4.31371 msec to evaluate
step 51100, training accuracy 1, 4.27485 msec to evaluate
step 51200, training accuracy 0.96, 4.30226 msec to evaluate
step 51300, training accuracy 0.96, 3.97372 msec to evaluate
step 51400, training accuracy 1, 4.02713 msec to evaluate
step 51500, training accuracy 0.98, 5.11003 msec to evaluate
step 51600, training accuracy 0.98, 4.56142 msec to evaluate
step 51700, training accuracy 1, 3.39746 msec to evaluate
step 51800, training accuracy 0.98, 4.26412 msec to evaluate
step 51900, training accuracy 1, 4.65298 msec to evaluate
test accuracy 0.9671
step 52000, training accuracy 0.96, 3.65376 msec to evaluate
step 52100, training accuracy 0.98, 3.93009 msec to evaluate
step 52200, training accuracy 0.98, 3.90601 msec to evaluate
step 52300, training accuracy 0.96, 4.04692 msec to evaluate
step 52400, training accuracy 0.96, 3.7601 msec to evaluate
step 52500, training accuracy 0.96, 3.67594 msec to evaluate
step 52600, training accuracy 0.96, 3.80039 msec to evaluate
step 52700, training accuracy 1, 4.4384 msec to evaluate
step 52800, training accuracy 0.96, 3.53599 msec to evaluate
step 52900, training accuracy 0.96, 3.77607 msec to evaluate
test accuracy 0.9676
step 53000, training accuracy 0.9, 4.48704 msec to evaluate
step 53100, training accuracy 1, 4.00138 msec to evaluate
step 53200, training accuracy 0.98, 3.81899 msec to evaluate
step 53300, training accuracy 1, 4.40168 msec to evaluate
step 53400, training accuracy 0.98, 4.68421 msec to evaluate
step 53500, training accuracy 1, 3.68881 msec to evaluate
step 53600, training accuracy 0.96, 4.64988 msec to evaluate
step 53700, training accuracy 0.98, 4.48155 msec to evaluate
step 53800, training accuracy 0.98, 3.80468 msec to evaluate
step 53900, training accuracy 0.94, 3.582 msec to evaluate
test accuracy 0.9681
step 54000, training accuracy 0.96, 3.39842 msec to evaluate
step 54100, training accuracy 0.98, 4.09555 msec to evaluate
step 54200, training accuracy 1, 3.69883 msec to evaluate
step 54300, training accuracy 0.96, 4.41861 msec to evaluate
step 54400, training accuracy 0.96, 3.59416 msec to evaluate
step 54500, training accuracy 0.96, 4.59886 msec to evaluate
step 54600, training accuracy 0.96, 4.49419 msec to evaluate
step 54700, training accuracy 1, 3.84212 msec to evaluate
step 54800, training accuracy 0.98, 3.98374 msec to evaluate
step 54900, training accuracy 0.96, 3.80874 msec to evaluate
test accuracy 0.9708
step 55000, training accuracy 1, 4.44269 msec to evaluate
step 55100, training accuracy 0.98, 4.52971 msec to evaluate
step 55200, training accuracy 0.98, 4.09341 msec to evaluate
step 55300, training accuracy 0.92, 3.84593 msec to evaluate
step 55400, training accuracy 0.94, 3.82137 msec to evaluate
step 55500, training accuracy 1, 4.52995 msec to evaluate
step 55600, training accuracy 1, 3.89266 msec to evaluate
step 55700, training accuracy 1, 4.36807 msec to evaluate
step 55800, training accuracy 0.96, 4.17662 msec to evaluate
step 55900, training accuracy 0.98, 3.93271 msec to evaluate
test accuracy 0.9646
step 56000, training accuracy 1, 3.56054 msec to evaluate
step 56100, training accuracy 0.92, 3.61085 msec to evaluate
step 56200, training accuracy 0.96, 3.97229 msec to evaluate
step 56300, training accuracy 0.98, 4.30155 msec to evaluate
step 56400, training accuracy 0.96, 4.01163 msec to evaluate
step 56500, training accuracy 1, 4.53472 msec to evaluate
step 56600, training accuracy 0.94, 4.71807 msec to evaluate
step 56700, training accuracy 0.98, 4.54211 msec to evaluate
step 56800, training accuracy 1, 5.23233 msec to evaluate
step 56900, training accuracy 0.98, 3.72338 msec to evaluate
test accuracy 0.9651
step 57000, training accuracy 0.98, 3.98421 msec to evaluate
step 57100, training accuracy 1, 3.83687 msec to evaluate
step 57200, training accuracy 0.94, 3.90363 msec to evaluate
step 57300, training accuracy 1, 4.70972 msec to evaluate
step 57400, training accuracy 0.98, 4.45843 msec to evaluate
step 57500, training accuracy 1, 4.39405 msec to evaluate
step 57600, training accuracy 0.96, 3.84665 msec to evaluate
step 57700, training accuracy 0.94, 3.75748 msec to evaluate
step 57800, training accuracy 0.98, 4.6618 msec to evaluate
step 57900, training accuracy 0.94, 3.79753 msec to evaluate
test accuracy 0.9659
step 58000, training accuracy 0.96, 5.32794 msec to evaluate
step 58100, training accuracy 0.98, 4.21572 msec to evaluate
step 58200, training accuracy 1, 4.28772 msec to evaluate
step 58300, training accuracy 0.98, 3.70955 msec to evaluate
step 58400, training accuracy 0.96, 4.46033 msec to evaluate
step 58500, training accuracy 0.96, 4.52828 msec to evaluate
step 58600, training accuracy 0.98, 3.45778 msec to evaluate
step 58700, training accuracy 1, 4.18043 msec to evaluate
step 58800, training accuracy 1, 5.00464 msec to evaluate
step 58900, training accuracy 0.94, 3.98469 msec to evaluate
test accuracy 0.9665
step 59000, training accuracy 0.96, 3.74866 msec to evaluate
step 59100, training accuracy 1, 3.74532 msec to evaluate
step 59200, training accuracy 0.98, 4.38547 msec to evaluate
step 59300, training accuracy 1, 4.15277 msec to evaluate
step 59400, training accuracy 0.98, 3.7272 msec to evaluate
step 59500, training accuracy 1, 4.81033 msec to evaluate
step 59600, training accuracy 0.96, 3.74269 msec to evaluate
step 59700, training accuracy 0.98, 3.8743 msec to evaluate
step 59800, training accuracy 0.98, 3.48353 msec to evaluate
step 59900, training accuracy 0.96, 4.25839 msec to evaluate
test accuracy 0.9693
step 60000, training accuracy 1, 3.58772 msec to evaluate
step 60100, training accuracy 0.98, 4.08292 msec to evaluate
step 60200, training accuracy 0.96, 3.72577 msec to evaluate
step 60300, training accuracy 1, 3.87526 msec to evaluate
step 60400, training accuracy 0.94, 4.35925 msec to evaluate
step 60500, training accuracy 0.98, 3.8712 msec to evaluate
step 60600, training accuracy 0.98, 4.32825 msec to evaluate
step 60700, training accuracy 0.98, 4.6103 msec to evaluate
step 60800, training accuracy 0.98, 3.70002 msec to evaluate
step 60900, training accuracy 0.96, 3.6726 msec to evaluate
test accuracy 0.9658
step 61000, training accuracy 0.96, 3.85213 msec to evaluate
step 61100, training accuracy 0.98, 4.35138 msec to evaluate
step 61200, training accuracy 0.96, 4.70686 msec to evaluate
step 61300, training accuracy 1, 4.03357 msec to evaluate
step 61400, training accuracy 1, 3.66092 msec to evaluate
step 61500, training accuracy 0.94, 4.31871 msec to evaluate
step 61600, training accuracy 0.98, 3.49736 msec to evaluate
step 61700, training accuracy 0.98, 3.95298 msec to evaluate
step 61800, training accuracy 0.98, 4.60935 msec to evaluate
step 61900, training accuracy 0.98, 4.354 msec to evaluate
test accuracy 0.9661
step 62000, training accuracy 0.96, 3.23939 msec to evaluate
step 62100, training accuracy 1, 5.24521 msec to evaluate
step 62200, training accuracy 0.96, 4.47488 msec to evaluate
step 62300, training accuracy 1, 3.98445 msec to evaluate
step 62400, training accuracy 0.9, 3.80635 msec to evaluate
step 62500, training accuracy 0.96, 4.57287 msec to evaluate
step 62600, training accuracy 1, 4.09293 msec to evaluate
step 62700, training accuracy 0.98, 4.65298 msec to evaluate
step 62800, training accuracy 0.98, 4.9119 msec to evaluate
step 62900, training accuracy 1, 3.71742 msec to evaluate
test accuracy 0.9639
step 63000, training accuracy 1, 3.65138 msec to evaluate
step 63100, training accuracy 0.98, 4.2007 msec to evaluate
step 63200, training accuracy 0.98, 4.83227 msec to evaluate
step 63300, training accuracy 1, 4.06694 msec to evaluate
step 63400, training accuracy 0.96, 3.5882 msec to evaluate
step 63500, training accuracy 0.96, 4.63676 msec to evaluate
step 63600, training accuracy 0.96, 3.68905 msec to evaluate
step 63700, training accuracy 0.98, 4.3931 msec to evaluate
step 63800, training accuracy 0.98, 3.59726 msec to evaluate
step 63900, training accuracy 0.92, 4.09269 msec to evaluate
test accuracy 0.969
step 64000, training accuracy 0.98, 3.79467 msec to evaluate
step 64100, training accuracy 0.94, 4.39119 msec to evaluate
step 64200, training accuracy 1, 4.49872 msec to evaluate
step 64300, training accuracy 1, 4.27413 msec to evaluate
step 64400, training accuracy 1, 3.91722 msec to evaluate
step 64500, training accuracy 0.98, 4.13704 msec to evaluate
step 64600, training accuracy 0.96, 3.79801 msec to evaluate
step 64700, training accuracy 0.98, 4.44007 msec to evaluate
step 64800, training accuracy 0.92, 4.39954 msec to evaluate
step 64900, training accuracy 1, 3.49879 msec to evaluate
test accuracy 0.9706
step 65000, training accuracy 1, 4.43363 msec to evaluate
step 65100, training accuracy 1, 4.4384 msec to evaluate
step 65200, training accuracy 0.96, 4.40335 msec to evaluate
step 65300, training accuracy 1, 4.09198 msec to evaluate
step 65400, training accuracy 1, 4.45151 msec to evaluate
step 65500, training accuracy 0.98, 4.3385 msec to evaluate
step 65600, training accuracy 1, 4.28152 msec to evaluate
step 65700, training accuracy 0.98, 4.2603 msec to evaluate
step 65800, training accuracy 0.98, 4.31252 msec to evaluate
step 65900, training accuracy 0.96, 4.25959 msec to evaluate
test accuracy 0.966
step 66000, training accuracy 0.98, 4.01044 msec to evaluate
step 66100, training accuracy 0.98, 4.72283 msec to evaluate
step 66200, training accuracy 1, 5.20372 msec to evaluate
step 66300, training accuracy 0.94, 3.91984 msec to evaluate
step 66400, training accuracy 0.98, 4.1554 msec to evaluate
step 66500, training accuracy 0.98, 5.75328 msec to evaluate
step 66600, training accuracy 1, 4.33922 msec to evaluate
step 66700, training accuracy 0.94, 3.84569 msec to evaluate
step 66800, training accuracy 0.96, 4.10652 msec to evaluate
step 66900, training accuracy 1, 3.5193 msec to evaluate
test accuracy 0.966
step 67000, training accuracy 0.98, 4.22239 msec to evaluate
step 67100, training accuracy 0.98, 3.82018 msec to evaluate
step 67200, training accuracy 0.96, 5.10311 msec to evaluate
step 67300, training accuracy 0.98, 4.08363 msec to evaluate
step 67400, training accuracy 0.96, 3.85523 msec to evaluate
step 67500, training accuracy 1, 4.27771 msec to evaluate
step 67600, training accuracy 0.94, 4.42314 msec to evaluate
step 67700, training accuracy 1, 3.72839 msec to evaluate
step 67800, training accuracy 0.98, 3.98326 msec to evaluate
step 67900, training accuracy 0.96, 3.82543 msec to evaluate
test accuracy 0.9666
step 68000, training accuracy 0.96, 4.66299 msec to evaluate
step 68100, training accuracy 0.94, 4.35734 msec to evaluate
step 68200, training accuracy 0.98, 3.91197 msec to evaluate
step 68300, training accuracy 1, 3.93891 msec to evaluate
step 68400, training accuracy 1, 3.82328 msec to evaluate
step 68500, training accuracy 0.96, 4.83966 msec to evaluate
step 68600, training accuracy 0.96, 3.98064 msec to evaluate
step 68700, training accuracy 1, 4.22335 msec to evaluate
step 68800, training accuracy 0.98, 4.17876 msec to evaluate
step 68900, training accuracy 0.98, 4.08983 msec to evaluate
test accuracy 0.9682
step 69000, training accuracy 0.98, 3.47877 msec to evaluate
step 69100, training accuracy 1, 4.32396 msec to evaluate
step 69200, training accuracy 1, 3.68595 msec to evaluate
step 69300, training accuracy 1, 3.54981 msec to evaluate
step 69400, training accuracy 1, 3.9804 msec to evaluate
step 69500, training accuracy 0.98, 3.86786 msec to evaluate
step 69600, training accuracy 0.96, 4.74811 msec to evaluate
step 69700, training accuracy 0.96, 3.74746 msec to evaluate
step 69800, training accuracy 0.98, 3.73411 msec to evaluate
step 69900, training accuracy 0.98, 4.05335 msec to evaluate
test accuracy 0.9659
step 70000, training accuracy 0.96, 3.63207 msec to evaluate
step 70100, training accuracy 0.94, 4.31728 msec to evaluate
step 70200, training accuracy 0.96, 3.5491 msec to evaluate
step 70300, training accuracy 1, 4.09746 msec to evaluate
step 70400, training accuracy 0.98, 3.54981 msec to evaluate
step 70500, training accuracy 0.98, 4.54473 msec to evaluate
step 70600, training accuracy 1, 4.94504 msec to evaluate
step 70700, training accuracy 0.98, 3.88169 msec to evaluate
step 70800, training accuracy 1, 4.60339 msec to evaluate
step 70900, training accuracy 1, 3.75223 msec to evaluate
test accuracy 0.9639
step 71000, training accuracy 1, 3.30782 msec to evaluate
step 71100, training accuracy 1, 3.69406 msec to evaluate
step 71200, training accuracy 0.98, 3.95846 msec to evaluate
step 71300, training accuracy 0.96, 4.29058 msec to evaluate
step 71400, training accuracy 0.94, 4.39191 msec to evaluate
step 71500, training accuracy 0.98, 3.37887 msec to evaluate
step 71600, training accuracy 1, 3.8383 msec to evaluate
step 71700, training accuracy 1, 4.21381 msec to evaluate
step 71800, training accuracy 1, 3.6993 msec to evaluate
step 71900, training accuracy 1, 4.13728 msec to evaluate
test accuracy 0.9697
step 72000, training accuracy 0.96, 3.72481 msec to evaluate
step 72100, training accuracy 0.98, 4.2944 msec to evaluate
step 72200, training accuracy 0.96, 4.1883 msec to evaluate
step 72300, training accuracy 0.98, 4.07887 msec to evaluate
step 72400, training accuracy 0.94, 3.89576 msec to evaluate
step 72500, training accuracy 0.98, 3.85046 msec to evaluate
step 72600, training accuracy 0.96, 3.92532 msec to evaluate
step 72700, training accuracy 0.98, 4.28534 msec to evaluate
step 72800, training accuracy 0.96, 4.04859 msec to evaluate
step 72900, training accuracy 1, 4.45294 msec to evaluate
test accuracy 0.971
step 73000, training accuracy 0.96, 4.46367 msec to evaluate
step 73100, training accuracy 0.98, 3.70383 msec to evaluate
step 73200, training accuracy 1, 3.85332 msec to evaluate
step 73300, training accuracy 0.98, 3.70121 msec to evaluate
step 73400, training accuracy 1, 3.97348 msec to evaluate
step 73500, training accuracy 0.96, 4.43983 msec to evaluate
step 73600, training accuracy 0.98, 3.89767 msec to evaluate
step 73700, training accuracy 0.94, 3.49259 msec to evaluate
step 73800, training accuracy 0.98, 4.41813 msec to evaluate
step 73900, training accuracy 1, 4.45271 msec to evaluate
test accuracy 0.967
step 74000, training accuracy 0.94, 3.52049 msec to evaluate
step 74100, training accuracy 0.98, 3.89266 msec to evaluate
step 74200, training accuracy 0.98, 3.90697 msec to evaluate
step 74300, training accuracy 1, 3.88861 msec to evaluate
step 74400, training accuracy 1, 3.68834 msec to evaluate
step 74500, training accuracy 0.98, 4.0133 msec to evaluate
step 74600, training accuracy 0.96, 4.37808 msec to evaluate
step 74700, training accuracy 0.98, 3.89409 msec to evaluate
step 74800, training accuracy 0.98, 4.24981 msec to evaluate
step 74900, training accuracy 0.98, 4.02236 msec to evaluate
test accuracy 0.9681
step 75000, training accuracy 0.96, 3.30687 msec to evaluate
step 75100, training accuracy 0.96, 4.50778 msec to evaluate
step 75200, training accuracy 0.98, 4.03953 msec to evaluate
step 75300, training accuracy 0.98, 3.97253 msec to evaluate
step 75400, training accuracy 1, 4.2007 msec to evaluate
step 75500, training accuracy 1, 3.42059 msec to evaluate
step 75600, training accuracy 1, 4.7555 msec to evaluate
step 75700, training accuracy 0.98, 4.47226 msec to evaluate
step 75800, training accuracy 0.96, 4.20642 msec to evaluate
step 75900, training accuracy 0.98, 3.43728 msec to evaluate
test accuracy 0.9676
step 76000, training accuracy 0.98, 3.39127 msec to evaluate
step 76100, training accuracy 0.98, 4.41885 msec to evaluate
step 76200, training accuracy 0.98, 4.13775 msec to evaluate
step 76300, training accuracy 1, 4.0915 msec to evaluate
step 76400, training accuracy 1, 3.84188 msec to evaluate
step 76500, training accuracy 0.96, 4.47273 msec to evaluate
step 76600, training accuracy 0.98, 3.88336 msec to evaluate
step 76700, training accuracy 1, 4.13394 msec to evaluate
step 76800, training accuracy 1, 4.27413 msec to evaluate
step 76900, training accuracy 0.98, 4.21548 msec to evaluate
test accuracy 0.9714
step 77000, training accuracy 0.96, 4.43006 msec to evaluate
step 77100, training accuracy 0.98, 4.61888 msec to evaluate
step 77200, training accuracy 0.94, 4.02403 msec to evaluate
step 77300, training accuracy 0.98, 4.28414 msec to evaluate
step 77400, training accuracy 0.98, 3.96514 msec to evaluate
step 77500, training accuracy 0.96, 4.06504 msec to evaluate
step 77600, training accuracy 0.98, 4.20475 msec to evaluate
step 77700, training accuracy 1, 3.89433 msec to evaluate
step 77800, training accuracy 0.98, 4.57311 msec to evaluate
step 77900, training accuracy 1, 4.09317 msec to evaluate
test accuracy 0.9689
step 78000, training accuracy 0.96, 3.79944 msec to evaluate
step 78100, training accuracy 0.98, 3.41988 msec to evaluate
step 78200, training accuracy 0.98, 4.29082 msec to evaluate
step 78300, training accuracy 1, 4.18806 msec to evaluate
step 78400, training accuracy 1, 4.16183 msec to evaluate
step 78500, training accuracy 1, 3.70622 msec to evaluate
step 78600, training accuracy 1, 4.22835 msec to evaluate
step 78700, training accuracy 0.98, 3.90792 msec to evaluate
step 78800, training accuracy 0.96, 4.00805 msec to evaluate
step 78900, training accuracy 0.98, 4.1573 msec to evaluate
test accuracy 0.9633
step 79000, training accuracy 1, 3.93939 msec to evaluate
step 79100, training accuracy 1, 4.08196 msec to evaluate
step 79200, training accuracy 1, 4.09675 msec to evaluate
step 79300, training accuracy 0.92, 4.27699 msec to evaluate
step 79400, training accuracy 0.98, 4.0791 msec to evaluate
step 79500, training accuracy 1, 4.34422 msec to evaluate
step 79600, training accuracy 1, 4.16374 msec to evaluate
step 79700, training accuracy 0.98, 3.60608 msec to evaluate
step 79800, training accuracy 1, 4.0133 msec to evaluate
step 79900, training accuracy 0.98, 3.75533 msec to evaluate
test accuracy 0.9699
step 80000, training accuracy 0.94, 5.43785 msec to evaluate
step 80100, training accuracy 0.98, 3.80254 msec to evaluate
step 80200, training accuracy 1, 4.61531 msec to evaluate
step 80300, training accuracy 0.96, 3.46684 msec to evaluate
step 80400, training accuracy 0.96, 4.4558 msec to evaluate
step 80500, training accuracy 0.96, 3.55268 msec to evaluate
step 80600, training accuracy 0.98, 4.45604 msec to evaluate
step 80700, training accuracy 0.94, 4.02379 msec to evaluate
step 80800, training accuracy 1, 4.34709 msec to evaluate
step 80900, training accuracy 0.94, 4.32491 msec to evaluate
test accuracy 0.9653
step 81000, training accuracy 1, 3.63994 msec to evaluate
step 81100, training accuracy 1, 4.0555 msec to evaluate
step 81200, training accuracy 1, 3.95036 msec to evaluate
step 81300, training accuracy 0.96, 3.94893 msec to evaluate
step 81400, training accuracy 0.94, 3.70455 msec to evaluate
step 81500, training accuracy 1, 4.94099 msec to evaluate
step 81600, training accuracy 0.94, 4.54879 msec to evaluate
step 81700, training accuracy 0.96, 4.09818 msec to evaluate
step 81800, training accuracy 0.98, 3.9022 msec to evaluate
step 81900, training accuracy 1, 4.14753 msec to evaluate
test accuracy 0.9694
step 82000, training accuracy 0.98, 4.30417 msec to evaluate
